Stored fact information:
LecturerCandidate(ID0) => Min Interval: 31, Max Interval: 40
LecturerCandidate(ID8038) => Min Interval: 10, Max Interval: 49
LecturerCandidate(ID8039) => Min Interval: 32, Max Interval: 47
LecturerCandidate(ID8042) => Min Interval: 8, Max Interval: 48
LecturerCandidate(ID8043) => Min Interval: 45, Max Interval: 50
LecturerCandidate(ID8044) => Min Interval: 25, Max Interval: 42
LecturerCandidate(ID8045) => Min Interval: 22, Max Interval: 42
LecturerCandidate(ID8046) => Min Interval: 40, Max Interval: 50
LecturerCandidate(ID8047) => Min Interval: 25, Max Interval: 33
LecturerCandidate(ID8049) => Min Interval: 7, Max Interval: 52
LecturerCandidate(ID8051) => Min Interval: 17, Max Interval: 33
LecturerCandidate(ID8052) => Min Interval: 27, Max Interval: 38
LecturerCandidate(ID8054) => Min Interval: 15, Max Interval: 50
LecturerCandidate(ID8056) => Min Interval: 11, Max Interval: 37
LecturerCandidate(ID8057) => Min Interval: 9, Max Interval: 38
LecturerCandidate(ID8059) => Min Interval: 2, Max Interval: 32
LecturerCandidate(ID8063) => Min Interval: 14, Max Interval: 37
LecturerCandidate(ID8064) => Min Interval: 24, Max Interval: 34
LecturerCandidate(ID8066) => Min Interval: 9, Max Interval: 47
LecturerCandidate(ID8068) => Min Interval: 11, Max Interval: 19
LecturerCandidate(ID8071) => Min Interval: 27, Max Interval: 39
LecturerCandidate(ID8072) => Min Interval: 13, Max Interval: 21
LecturerCandidate(ID8073) => Min Interval: 10, Max Interval: 30
LecturerCandidate(ID8075) => Min Interval: 28, Max Interval: 31
LecturerCandidate(ID8076) => Min Interval: 22, Max Interval: 45
LecturerCandidate(ID8078) => Min Interval: 18, Max Interval: 48
LecturerCandidate(ID8083) => Min Interval: 31, Max Interval: 33
LecturerCandidate(ID8086) => Min Interval: 13, Max Interval: 41
LecturerCandidate(ID8087) => Min Interval: 19, Max Interval: 44
LecturerCandidate(ID8088) => Min Interval: 19, Max Interval: 42
LecturerCandidate(ID8093) => Min Interval: 15, Max Interval: 49
LecturerCandidate(ID8095) => Min Interval: 4, Max Interval: 50
LecturerCandidate(ID8099) => Min Interval: 12, Max Interval: 40
LecturerCandidate(ID8100) => Min Interval: 33, Max Interval: 49
LecturerCandidate(ID8105) => Min Interval: 19, Max Interval: 25
LecturerCandidate(ID8106) => Min Interval: 15, Max Interval: 34
LecturerCandidate(ID8107) => Min Interval: 12, Max Interval: 51
LecturerCandidate(ID8108) => Min Interval: 17, Max Interval: 41
LecturerCandidate(ID8109) => Min Interval: 22, Max Interval: 23
LecturerCandidate(ID8110) => Min Interval: 11, Max Interval: 31
LecturerCandidate(ID8111) => Min Interval: 11, Max Interval: 46
LecturerCandidate(ID8114) => Min Interval: 8, Max Interval: 25
LecturerCandidate(ID8117) => Min Interval: 22, Max Interval: 43
LecturerCandidate(ID8118) => Min Interval: 9, Max Interval: 44
LecturerCandidate(ID8119) => Min Interval: 20, Max Interval: 42
LecturerCandidate(ID8120) => Min Interval: 41, Max Interval: 42
LecturerCandidate(ID8123) => Min Interval: 28, Max Interval: 41
LecturerCandidate(ID8124) => Min Interval: 7, Max Interval: 42
LecturerCandidate(ID8127) => Min Interval: 17, Max Interval: 49
LecturerCandidate(ID8129) => Min Interval: 13, Max Interval: 51
LecturerCandidate(ID8131) => Min Interval: 25, Max Interval: 34
LecturerCandidate(ID8132) => Min Interval: 18, Max Interval: 45
LecturerCandidate(ID8134) => Min Interval: 18, Max Interval: 44
LecturerCandidate(ID8140) => Min Interval: 13, Max Interval: 45
LecturerCandidate(ID8142) => Min Interval: 33, Max Interval: 50
LecturerCandidate(ID8143) => Min Interval: 12, Max Interval: 44
LecturerCandidate(ID8144) => Min Interval: 13, Max Interval: 47
LecturerCandidate(ID8145) => Min Interval: 11, Max Interval: 44
LecturerCandidate(ID8148) => Min Interval: 17, Max Interval: 40
LecturerCandidate(ID8153) => Min Interval: 39, Max Interval: 43
LecturerCandidate(ID8155) => Min Interval: 18, Max Interval: 37
LecturerCandidate(ID8157) => Min Interval: 11, Max Interval: 37
LecturerCandidate(ID8159) => Min Interval: 12, Max Interval: 35
LecturerCandidate(ID8162) => Min Interval: 19, Max Interval: 42
LecturerCandidate(ID8163) => Min Interval: 15, Max Interval: 40
LecturerCandidate(ID8165) => Min Interval: 14, Max Interval: 45
LecturerCandidate(ID8166) => Min Interval: 8, Max Interval: 28
LecturerCandidate(ID8167) => Min Interval: 3, Max Interval: 31
LecturerCandidate(ID8172) => Min Interval: 38, Max Interval: 40
LecturerCandidate(ID8173) => Min Interval: 17, Max Interval: 49
LecturerCandidate(ID8174) => Min Interval: 14, Max Interval: 23
LecturerCandidate(ID8175) => Min Interval: 25, Max Interval: 43
LecturerCandidate(ID8176) => Min Interval: 29, Max Interval: 49
LecturerCandidate(ID8177) => Min Interval: 24, Max Interval: 34
LecturerCandidate(ID8179) => Min Interval: 15, Max Interval: 37
LecturerCandidate(ID8180) => Min Interval: 19, Max Interval: 48
LecturerCandidate(ID8181) => Min Interval: 9, Max Interval: 47
LecturerCandidate(ID8185) => Min Interval: 13, Max Interval: 42
LecturerCandidate(ID8186) => Min Interval: 19, Max Interval: 34
LecturerCandidate(ID8187) => Min Interval: 10, Max Interval: 36
LecturerCandidate(ID8194) => Min Interval: 8, Max Interval: 42
LecturerCandidate(ID8196) => Min Interval: 15, Max Interval: 47
LecturerCandidate(ID8197) => Min Interval: 28, Max Interval: 37
LecturerCandidate(ID8198) => Min Interval: 11, Max Interval: 49
LecturerCandidate(ID8199) => Min Interval: 19, Max Interval: 21
LecturerCandidate(ID8203) => Min Interval: 3, Max Interval: 47
LecturerCandidate(ID8204) => Min Interval: 17, Max Interval: 47
LecturerCandidate(ID8205) => Min Interval: 9, Max Interval: 41
LecturerCandidate(ID8207) => Min Interval: 22, Max Interval: 40
LecturerCandidate(ID8209) => Min Interval: 4, Max Interval: 50
LecturerCandidate(ID8210) => Min Interval: 23, Max Interval: 47
LecturerCandidate(ID8211) => Min Interval: 13, Max Interval: 23
LecturerCandidate(ID8212) => Min Interval: 15, Max Interval: 32
LecturerCandidate(ID8213) => Min Interval: 2, Max Interval: 51
LecturerCandidate(ID8218) => Min Interval: 11, Max Interval: 32
LecturerCandidate(ID8219) => Min Interval: 20, Max Interval: 37
LecturerCandidate(ID8221) => Min Interval: 20, Max Interval: 47
LecturerCandidate(ID8224) => Min Interval: 23, Max Interval: 45
LecturerCandidate(ID8225) => Min Interval: 9, Max Interval: 38
LecturerCandidate(ID8227) => Min Interval: 9, Max Interval: 26
LecturerCandidate(ID8229) => Min Interval: 38, Max Interval: 40
LecturerCandidate(ID8231) => Min Interval: 30, Max Interval: 45
LecturerCandidate(ID8232) => Min Interval: 31, Max Interval: 35
LecturerCandidate(ID8233) => Min Interval: 12, Max Interval: 44
LecturerCandidate(ID8234) => Min Interval: 4, Max Interval: 49
LecturerCandidate(ID8236) => Min Interval: 24, Max Interval: 43
LecturerCandidate(ID8239) => Min Interval: 3, Max Interval: 46
LecturerCandidate(ID8240) => Min Interval: 17, Max Interval: 47
LecturerCandidate(ID8241) => Min Interval: 4, Max Interval: 50
LecturerCandidate(ID8245) => Min Interval: 37, Max Interval: 43
LecturerCandidate(ID8246) => Min Interval: 6, Max Interval: 52
LecturerCandidate(ID8247) => Min Interval: 9, Max Interval: 37
LecturerCandidate(ID8249) => Min Interval: 13, Max Interval: 43
LecturerCandidate(ID8251) => Min Interval: 21, Max Interval: 48
LecturerCandidate(ID8255) => Min Interval: 23, Max Interval: 32
LecturerCandidate(ID8257) => Min Interval: 21, Max Interval: 34
LecturerCandidate(ID8259) => Min Interval: 34, Max Interval: 41
LecturerCandidate(ID8260) => Min Interval: 27, Max Interval: 42
LecturerCandidate(ID8262) => Min Interval: 18, Max Interval: 37
LecturerCandidate(ID8263) => Min Interval: 27, Max Interval: 38
LecturerCandidate(ID8264) => Min Interval: 11, Max Interval: 50
LecturerCandidate(ID8265) => Min Interval: 4, Max Interval: 50
LecturerCandidate(ID8266) => Min Interval: 32, Max Interval: 39
LecturerCandidate(ID8271) => Min Interval: 16, Max Interval: 45
LecturerCandidate(ID8272) => Min Interval: 31, Max Interval: 46
LecturerCandidate(ID8277) => Min Interval: 30, Max Interval: 36
LecturerCandidate(ID8278) => Min Interval: 15, Max Interval: 42
LecturerCandidate(ID8279) => Min Interval: 11, Max Interval: 49
LecturerCandidate(ID8280) => Min Interval: 40, Max Interval: 50
LecturerCandidate(ID8285) => Min Interval: 34, Max Interval: 44
LecturerCandidate(ID8286) => Min Interval: 3, Max Interval: 50
LecturerCandidate(ID8287) => Min Interval: 28, Max Interval: 48
LecturerCandidate(ID8288) => Min Interval: 18, Max Interval: 50
LecturerCandidate(ID8291) => Min Interval: 23, Max Interval: 50
LecturerCandidate(ID8294) => Min Interval: 11, Max Interval: 32
LecturerCandidate(ID8295) => Min Interval: 16, Max Interval: 41
LecturerCandidate(ID8296) => Min Interval: 17, Max Interval: 48
LecturerCandidate(ID8297) => Min Interval: 20, Max Interval: 37
LecturerCandidate(ID8298) => Min Interval: 9, Max Interval: 38
LecturerCandidate(ID8299) => Min Interval: 18, Max Interval: 25
LecturerCandidate(ID8303) => Min Interval: 20, Max Interval: 42
LecturerCandidate(ID8310) => Min Interval: 12, Max Interval: 27
LecturerCandidate(ID8311) => Min Interval: 37, Max Interval: 38
LecturerCandidate(ID8314) => Min Interval: 22, Max Interval: 39
LecturerCandidate(ID8316) => Min Interval: 13, Max Interval: 45
LecturerCandidate(ID8319) => Min Interval: 11, Max Interval: 14
LecturerCandidate(ID8320) => Min Interval: 33, Max Interval: 40
LecturerCandidate(ID8323) => Min Interval: 19, Max Interval: 31
LecturerCandidate(ID8324) => Min Interval: 12, Max Interval: 39
LecturerCandidate(ID8328) => Min Interval: 7, Max Interval: 51
LecturerCandidate(ID8330) => Min Interval: 34, Max Interval: 38
LecturerCandidate(ID8331) => Min Interval: 12, Max Interval: 48
LecturerCandidate(ID8332) => Min Interval: 20, Max Interval: 40
LecturerCandidate(ID8333) => Min Interval: 23, Max Interval: 47
LecturerCandidate(ID8336) => Min Interval: 41, Max Interval: 49
LecturerCandidate(ID8338) => Min Interval: 8, Max Interval: 45
LecturerCandidate(ID8339) => Min Interval: 9, Max Interval: 40
LecturerCandidate(ID8340) => Min Interval: 17, Max Interval: 41
LecturerCandidate(ID8342) => Min Interval: 13, Max Interval: 48
LecturerCandidate(ID8344) => Min Interval: 10, Max Interval: 46
LecturerCandidate(ID8345) => Min Interval: 10, Max Interval: 34
LecturerCandidate(ID8348) => Min Interval: 28, Max Interval: 48
LecturerCandidate(ID8350) => Min Interval: 31, Max Interval: 39
LecturerCandidate(ID8351) => Min Interval: 21, Max Interval: 26
LecturerCandidate(ID8353) => Min Interval: 40, Max Interval: 41
LecturerCandidate(ID8355) => Min Interval: 24, Max Interval: 50
LecturerCandidate(ID8357) => Min Interval: 17, Max Interval: 19
LecturerCandidate(ID8358) => Min Interval: 11, Max Interval: 50
LecturerCandidate(ID8360) => Min Interval: 11, Max Interval: 35
LecturerCandidate(ID8369) => Min Interval: 4, Max Interval: 48
LecturerCandidate(ID8370) => Min Interval: 3, Max Interval: 51
LecturerCandidate(ID8376) => Min Interval: 38, Max Interval: 42
LecturerCandidate(ID8377) => Min Interval: 12, Max Interval: 49
LecturerCandidate(ID8378) => Min Interval: 10, Max Interval: 29
LecturerCandidate(ID8381) => Min Interval: 12, Max Interval: 49
LecturerCandidate(ID8382) => Min Interval: 11, Max Interval: 29
LecturerCandidate(ID8386) => Min Interval: 18, Max Interval: 41
LecturerCandidate(ID8388) => Min Interval: 10, Max Interval: 37
LecturerCandidate(ID8391) => Min Interval: 7, Max Interval: 52
LecturerCandidate(ID8392) => Min Interval: 36, Max Interval: 38
LecturerCandidate(ID8394) => Min Interval: 2, Max Interval: 35
LecturerCandidate(ID8397) => Min Interval: 10, Max Interval: 44
LecturerCandidate(ID8398) => Min Interval: 16, Max Interval: 32
LecturerCandidate(ID8400) => Min Interval: 27, Max Interval: 49
LecturerCandidate(ID8401) => Min Interval: 11, Max Interval: 37
LecturerCandidate(ID8402) => Min Interval: 24, Max Interval: 46
LecturerCandidate(ID8404) => Min Interval: 18, Max Interval: 45
LecturerCandidate(ID8409) => Min Interval: 29, Max Interval: 35
LecturerCandidate(ID8412) => Min Interval: 12, Max Interval: 45
LecturerCandidate(ID8413) => Min Interval: 10, Max Interval: 37
LecturerCandidate(ID8414) => Min Interval: 18, Max Interval: 23
LecturerCandidate(ID8415) => Min Interval: 8, Max Interval: 49
LecturerCandidate(ID8416) => Min Interval: 14, Max Interval: 42
LecturerCandidate(ID8417) => Min Interval: 17, Max Interval: 44
LecturerCandidate(ID8420) => Min Interval: 14, Max Interval: 52
LecturerCandidate(ID8424) => Min Interval: 14, Max Interval: 38
LecturerCandidate(ID8426) => Min Interval: 14, Max Interval: 28
LecturerCandidate(ID8428) => Min Interval: 15, Max Interval: 47
LecturerCandidate(ID8430) => Min Interval: 9, Max Interval: 36
LecturerCandidate(ID8431) => Min Interval: 25, Max Interval: 40
LecturerCandidate(ID8437) => Min Interval: 22, Max Interval: 50
LecturerCandidate(ID8441) => Min Interval: 27, Max Interval: 47
LecturerCandidate(ID8443) => Min Interval: 10, Max Interval: 28
LecturerCandidate(ID8444) => Min Interval: 11, Max Interval: 30
LecturerCandidate(ID8447) => Min Interval: 9, Max Interval: 45
LecturerCandidate(ID8448) => Min Interval: 25, Max Interval: 44
LecturerCandidate(ID8449) => Min Interval: 14, Max Interval: 30
LecturerCandidate(ID8451) => Min Interval: 11, Max Interval: 34
LecturerCandidate(ID8454) => Min Interval: 22, Max Interval: 49
LecturerCandidate(ID8457) => Min Interval: 20, Max Interval: 25
LecturerCandidate(ID8459) => Min Interval: 4, Max Interval: 42
LecturerCandidate(ID8462) => Min Interval: 37, Max Interval: 47
LecturerCandidate(ID8463) => Min Interval: 19, Max Interval: 42
LecturerCandidate(ID8464) => Min Interval: 44, Max Interval: 44
LecturerCandidate(ID8467) => Min Interval: 10, Max Interval: 51
LecturerCandidate(ID8468) => Min Interval: 3, Max Interval: 38
LecturerCandidate(ID8472) => Min Interval: 29, Max Interval: 39
LecturerCandidate(ID8473) => Min Interval: 16, Max Interval: 50
LecturerCandidate(ID8475) => Min Interval: 39, Max Interval: 49
LecturerCandidate(ID8480) => Min Interval: 7, Max Interval: 28
LecturerCandidate(ID8484) => Min Interval: 30, Max Interval: 45
LecturerCandidate(ID8485) => Min Interval: 12, Max Interval: 27
LecturerCandidate(ID8488) => Min Interval: 9, Max Interval: 49
LecturerCandidate(ID8489) => Min Interval: 11, Max Interval: 20
LecturerCandidate(ID8490) => Min Interval: 21, Max Interval: 25
LecturerCandidate(ID8495) => Min Interval: 10, Max Interval: 48
LecturerCandidate(ID8500) => Min Interval: 18, Max Interval: 34
LecturerCandidate(ID8503) => Min Interval: 6, Max Interval: 47
LecturerCandidate(ID8505) => Min Interval: 22, Max Interval: 28
LecturerCandidate(ID8511) => Min Interval: 25, Max Interval: 40
LecturerCandidate(ID8513) => Min Interval: 8, Max Interval: 49
LecturerCandidate(ID8514) => Min Interval: 14, Max Interval: 33
LecturerCandidate(ID8517) => Min Interval: 18, Max Interval: 33
LecturerCandidate(ID8518) => Min Interval: 12, Max Interval: 48
LecturerCandidate(ID8523) => Min Interval: 9, Max Interval: 45
LecturerCandidate(ID8524) => Min Interval: 15, Max Interval: 31
LecturerCandidate(ID8529) => Min Interval: 33, Max Interval: 40
LecturerCandidate(ID8533) => Min Interval: 28, Max Interval: 42
LecturerCandidate(ID8534) => Min Interval: 11, Max Interval: 35
LecturerCandidate(ID8535) => Min Interval: 34, Max Interval: 39
LecturerCandidate(ID8537) => Min Interval: 16, Max Interval: 41
LecturerCandidate(ID8538) => Min Interval: 30, Max Interval: 42
LecturerCandidate(ID8540) => Min Interval: 32, Max Interval: 49
LecturerCandidate(ID8544) => Min Interval: 10, Max Interval: 25
LecturerCandidate(ID8545) => Min Interval: 21, Max Interval: 34
LecturerCandidate(ID8546) => Min Interval: 10, Max Interval: 15
LecturerCandidate(ID8548) => Min Interval: 17, Max Interval: 50
LecturerCandidate(ID8551) => Min Interval: 10, Max Interval: 32
LecturerCandidate(ID8553) => Min Interval: 19, Max Interval: 48
LecturerCandidate(ID8555) => Min Interval: 37, Max Interval: 45
LecturerCandidate(ID8556) => Min Interval: 5, Max Interval: 40
LecturerCandidate(ID8557) => Min Interval: 6, Max Interval: 44
LecturerCandidate(ID8559) => Min Interval: 35, Max Interval: 37
LecturerCandidate(ID8561) => Min Interval: 25, Max Interval: 49
LecturerCandidate(ID8565) => Min Interval: 25, Max Interval: 26
LecturerCandidate(ID8570) => Min Interval: 21, Max Interval: 49
LecturerCandidate(ID8572) => Min Interval: 25, Max Interval: 30
LecturerCandidate(ID8573) => Min Interval: 10, Max Interval: 48
LecturerCandidate(ID8575) => Min Interval: 20, Max Interval: 41
LecturerCandidate(ID8583) => Min Interval: 25, Max Interval: 41
LecturerCandidate(ID8585) => Min Interval: 30, Max Interval: 49
LecturerCandidate(ID8587) => Min Interval: 34, Max Interval: 45
LecturerCandidate(ID8589) => Min Interval: 16, Max Interval: 47
LecturerCandidate(ID8593) => Min Interval: 19, Max Interval: 52
LecturerCandidate(ID8595) => Min Interval: 34, Max Interval: 36
LecturerCandidate(ID8596) => Min Interval: 14, Max Interval: 29
LecturerCandidate(ID8598) => Min Interval: 27, Max Interval: 50
LecturerCandidate(ID8599) => Min Interval: 16, Max Interval: 47
LecturerCandidate(ID8600) => Min Interval: 33, Max Interval: 38
LecturerCandidate(ID8603) => Min Interval: 15, Max Interval: 28
LecturerCandidate(ID8609) => Min Interval: 30, Max Interval: 49
LecturerCandidate(ID8610) => Min Interval: 11, Max Interval: 46
LecturerCandidate(ID8612) => Min Interval: 13, Max Interval: 44
LecturerCandidate(ID8614) => Min Interval: 32, Max Interval: 44
LecturerCandidate(ID8615) => Min Interval: 16, Max Interval: 48
LecturerCandidate(ID8620) => Min Interval: 16, Max Interval: 45
LecturerCandidate(ID8623) => Min Interval: 19, Max Interval: 47
LecturerCandidate(ID8624) => Min Interval: 10, Max Interval: 41
LecturerCandidate(ID8626) => Min Interval: 13, Max Interval: 15
LecturerCandidate(ID8628) => Min Interval: 14, Max Interval: 49
LecturerCandidate(ID8629) => Min Interval: 16, Max Interval: 43
LecturerCandidate(ID8632) => Min Interval: 7, Max Interval: 44
LecturerCandidate(ID8634) => Min Interval: 27, Max Interval: 43
LecturerCandidate(ID8635) => Min Interval: 13, Max Interval: 23
LecturerCandidate(ID8641) => Min Interval: 35, Max Interval: 42
LecturerCandidate(ID8642) => Min Interval: 12, Max Interval: 34
LecturerCandidate(ID8648) => Min Interval: 25, Max Interval: 42
LecturerCandidate(ID8649) => Min Interval: 9, Max Interval: 22
LecturerCandidate(ID8650) => Min Interval: 18, Max Interval: 48
LecturerCandidate(ID8654) => Min Interval: 11, Max Interval: 37
LecturerCandidate(ID8655) => Min Interval: 11, Max Interval: 27
LecturerCandidate(ID8660) => Min Interval: 23, Max Interval: 36
LecturerCandidate(ID8663) => Min Interval: 24, Max Interval: 33
LecturerCandidate(ID8664) => Min Interval: 18, Max Interval: 47
LecturerCandidate(ID8666) => Min Interval: 26, Max Interval: 49
LecturerCandidate(ID8670) => Min Interval: 23, Max Interval: 30
LecturerCandidate(ID8671) => Min Interval: 24, Max Interval: 41
LecturerCandidate(ID8672) => Min Interval: 20, Max Interval: 30
LecturerCandidate(ID8676) => Min Interval: 30, Max Interval: 36
LecturerCandidate(ID8677) => Min Interval: 15, Max Interval: 19
LecturerCandidate(ID8678) => Min Interval: 28, Max Interval: 41
LecturerCandidate(ID8681) => Min Interval: 14, Max Interval: 36
LecturerCandidate(ID8682) => Min Interval: 27, Max Interval: 46
LecturerCandidate(ID8691) => Min Interval: 12, Max Interval: 44
LecturerCandidate(ID8693) => Min Interval: 17, Max Interval: 19
LecturerCandidate(ID8694) => Min Interval: 22, Max Interval: 43
LecturerCandidate(ID8695) => Min Interval: 26, Max Interval: 49
LecturerCandidate(ID8701) => Min Interval: 24, Max Interval: 36
LecturerCandidate(ID8702) => Min Interval: 10, Max Interval: 48
LecturerCandidate(ID8704) => Min Interval: 12, Max Interval: 48
LecturerCandidate(ID8705) => Min Interval: 34, Max Interval: 45
LecturerCandidate(ID8709) => Min Interval: 6, Max Interval: 45
LecturerCandidate(ID8711) => Min Interval: 21, Max Interval: 50
LecturerCandidate(ID8712) => Min Interval: 9, Max Interval: 19
LecturerCandidate(ID8719) => Min Interval: 31, Max Interval: 49
LecturerCandidate(ID8732) => Min Interval: 12, Max Interval: 32
LecturerCandidate(ID8734) => Min Interval: 24, Max Interval: 36
LecturerCandidate(ID8735) => Min Interval: 9, Max Interval: 33
LecturerCandidate(ID8739) => Min Interval: 14, Max Interval: 26
LecturerCandidate(ID8741) => Min Interval: 16, Max Interval: 46
LecturerCandidate(ID8747) => Min Interval: 31, Max Interval: 33
LecturerCandidate(ID8751) => Min Interval: 21, Max Interval: 27
LecturerCandidate(ID8753) => Min Interval: 11, Max Interval: 46
LecturerCandidate(ID8756) => Min Interval: 10, Max Interval: 33
LecturerCandidate(ID8760) => Min Interval: 36, Max Interval: 50
LecturerCandidate(ID8764) => Min Interval: 20, Max Interval: 36
LecturerCandidate(ID8768) => Min Interval: 37, Max Interval: 49
LecturerCandidate(ID8770) => Min Interval: 9, Max Interval: 46
LecturerCandidate(ID8774) => Min Interval: 16, Max Interval: 44
LecturerCandidate(ID8789) => Min Interval: 40, Max Interval: 45
LecturerCandidate(ID8799) => Min Interval: 16, Max Interval: 25
LecturerCandidate(ID8802) => Min Interval: 31, Max Interval: 32
LecturerCandidate(ID8806) => Min Interval: 11, Max Interval: 14
LecturerCandidate(ID8812) => Min Interval: 9, Max Interval: 47
LecturerCandidate(ID8813) => Min Interval: 13, Max Interval: 50
LecturerCandidate(ID8820) => Min Interval: 25, Max Interval: 42
LecturerCandidate(ID8823) => Min Interval: 20, Max Interval: 24
LecturerCandidate(ID8827) => Min Interval: 22, Max Interval: 48
LecturerCandidate(ID8846) => Min Interval: 29, Max Interval: 40
LecturerCandidate(ID8848) => Min Interval: 22, Max Interval: 32
LecturerCandidate(ID8850) => Min Interval: 5, Max Interval: 14
LecturerCandidate(ID8852) => Min Interval: 6, Max Interval: 46
LecturerCandidate(ID8854) => Min Interval: 7, Max Interval: 37
LecturerCandidate(ID8855) => Min Interval: 5, Max Interval: 35
LecturerCandidate(ID8857) => Min Interval: 11, Max Interval: 22
LecturerCandidate(ID8859) => Min Interval: 27, Max Interval: 29
LecturerCandidate(ID8861) => Min Interval: 13, Max Interval: 48
LecturerCandidate(ID8862) => Min Interval: 5, Max Interval: 50
LecturerCandidate(ID8866) => Min Interval: 6, Max Interval: 41
LecturerCandidate(ID8867) => Min Interval: 19, Max Interval: 38
LecturerCandidate(ID8869) => Min Interval: 1, Max Interval: 48
LecturerCandidate(ID8870) => Min Interval: 15, Max Interval: 37
LecturerCandidate(ID8872) => Min Interval: 17, Max Interval: 39
LecturerCandidate(ID8879) => Min Interval: 6, Max Interval: 48
LecturerCandidate(ID8882) => Min Interval: 8, Max Interval: 43
LecturerCandidate(ID8883) => Min Interval: 26, Max Interval: 27
LecturerCandidate(ID8884) => Min Interval: 9, Max Interval: 50
LecturerCandidate(ID8886) => Min Interval: 8, Max Interval: 45
LecturerCandidate(ID8887) => Min Interval: 12, Max Interval: 48
LecturerCandidate(ID8889) => Min Interval: 14, Max Interval: 50
LecturerCandidate(ID8890) => Min Interval: 29, Max Interval: 40
LecturerCandidate(ID8892) => Min Interval: 10, Max Interval: 48
LecturerCandidate(ID8893) => Min Interval: 14, Max Interval: 47
LecturerCandidate(ID8897) => Min Interval: 12, Max Interval: 12
LecturerCandidate(ID8900) => Min Interval: 18, Max Interval: 32
LecturerCandidate(ID8902) => Min Interval: 11, Max Interval: 50
LecturerCandidate(ID8905) => Min Interval: 11, Max Interval: 39
LecturerCandidate(ID8907) => Min Interval: 23, Max Interval: 49
LecturerCandidate(ID8908) => Min Interval: 4, Max Interval: 49
LecturerCandidate(ID8909) => Min Interval: 17, Max Interval: 42
LecturerCandidate(ID8911) => Min Interval: 17, Max Interval: 31
LecturerCandidate(ID8914) => Min Interval: 18, Max Interval: 21
LecturerCandidate(ID8915) => Min Interval: 15, Max Interval: 43
LecturerCandidate(ID8921) => Min Interval: 9, Max Interval: 37
LecturerCandidate(ID8923) => Min Interval: 15, Max Interval: 52
LecturerCandidate(ID8926) => Min Interval: 24, Max Interval: 28
LecturerCandidate(ID8930) => Min Interval: 40, Max Interval: 40
LecturerCandidate(ID8937) => Min Interval: 33, Max Interval: 36
LecturerCandidate(ID8940) => Min Interval: 27, Max Interval: 50
LecturerCandidate(ID8946) => Min Interval: 6, Max Interval: 39
LecturerCandidate(ID8949) => Min Interval: 3, Max Interval: 39
LecturerCandidate(ID8950) => Min Interval: 15, Max Interval: 35
LecturerCandidate(ID8953) => Min Interval: 9, Max Interval: 50
LecturerCandidate(ID8957) => Min Interval: 11, Max Interval: 50
LecturerCandidate(ID8962) => Min Interval: 29, Max Interval: 48
LecturerCandidate(ID8965) => Min Interval: 24, Max Interval: 45
LecturerCandidate(ID8968) => Min Interval: 10, Max Interval: 48
LecturerCandidate(ID8970) => Min Interval: 40, Max Interval: 46
LecturerCandidate(ID8971) => Min Interval: 17, Max Interval: 42
LecturerCandidate(ID8972) => Min Interval: 20, Max Interval: 35
LecturerCandidate(ID8973) => Min Interval: 23, Max Interval: 42
LecturerCandidate(ID8977) => Min Interval: 22, Max Interval: 46
LecturerCandidate(ID8978) => Min Interval: 17, Max Interval: 41
LecturerCandidate(ID8979) => Min Interval: 35, Max Interval: 48
LecturerCandidate(ID8980) => Min Interval: 23, Max Interval: 30
LecturerCandidate(ID8981) => Min Interval: 39, Max Interval: 44
LecturerCandidate(ID8983) => Min Interval: 5, Max Interval: 50
LecturerCandidate(ID8987) => Min Interval: 17, Max Interval: 43
LecturerCandidate(ID8995) => Min Interval: 21, Max Interval: 35
LecturerCandidate(ID8997) => Min Interval: 16, Max Interval: 49
LecturerCandidate(ID9001) => Min Interval: 5, Max Interval: 50
LecturerCandidate(ID9002) => Min Interval: 7, Max Interval: 40
LecturerCandidate(ID9003) => Min Interval: 17, Max Interval: 45
LecturerCandidate(ID9005) => Min Interval: 16, Max Interval: 40
LecturerCandidate(ID9009) => Min Interval: 26, Max Interval: 31
LecturerCandidate(ID9012) => Min Interval: 9, Max Interval: 14
LecturerCandidate(ID9013) => Min Interval: 4, Max Interval: 47
LecturerCandidate(ID9015) => Min Interval: 6, Max Interval: 47
LecturerCandidate(ID9016) => Min Interval: 16, Max Interval: 30
LecturerCandidate(ID9018) => Min Interval: 25, Max Interval: 36
LecturerCandidate(ID9022) => Min Interval: 13, Max Interval: 41
LecturerCandidate(ID9024) => Min Interval: 35, Max Interval: 42
LecturerCandidate(ID9026) => Min Interval: 32, Max Interval: 49
LecturerCandidate(ID9030) => Min Interval: 11, Max Interval: 34
LecturerCandidate(ID9033) => Min Interval: 12, Max Interval: 41
LecturerCandidate(ID9034) => Min Interval: 13, Max Interval: 41
LecturerCandidate(ID9036) => Min Interval: 23, Max Interval: 29
LecturerCandidate(ID9042) => Min Interval: 18, Max Interval: 46
LecturerCandidate(ID9044) => Min Interval: 13, Max Interval: 42
LecturerCandidate(ID9046) => Min Interval: 12, Max Interval: 37
LecturerCandidate(ID9049) => Min Interval: 2, Max Interval: 42
LecturerCandidate(ID9050) => Min Interval: 12, Max Interval: 41
LecturerCandidate(ID9051) => Min Interval: 18, Max Interval: 35
LecturerCandidate(ID9053) => Min Interval: 10, Max Interval: 46
