Stored fact information:
Student(ID0) => Min Interval: 3, Max Interval: 44
Student(ID8043) => Min Interval: 25, Max Interval: 50
Student(ID8044) => Min Interval: 15, Max Interval: 43
Student(ID8045) => Min Interval: 13, Max Interval: 42
Student(ID8046) => Min Interval: 6, Max Interval: 50
Student(ID8047) => Min Interval: 16, Max Interval: 46
Student(ID8049) => Min Interval: 9, Max Interval: 49
Student(ID8051) => Min Interval: 8, Max Interval: 38
Student(ID8052) => Min Interval: 17, Max Interval: 44
Student(ID8054) => Min Interval: 7, Max Interval: 43
Student(ID8056) => Min Interval: 2, Max Interval: 39
Student(ID8057) => Min Interval: 0, Max Interval: 39
Student(ID8059) => Min Interval: 7, Max Interval: 45
Student(ID8063) => Min Interval: 5, Max Interval: 39
Student(ID8064) => Min Interval: 8, Max Interval: 40
Student(ID8066) => Min Interval: 1, Max Interval: 47
Student(ID8067) => Min Interval: 9, Max Interval: 40
Student(ID8068) => Min Interval: 2, Max Interval: 37
Student(ID8071) => Min Interval: 7, Max Interval: 48
Student(ID8072) => Min Interval: 4, Max Interval: 45
Student(ID8073) => Min Interval: 1, Max Interval: 41
Student(ID8075) => Min Interval: 5, Max Interval: 40
Student(ID8076) => Min Interval: 6, Max Interval: 45
Student(ID8078) => Min Interval: 9, Max Interval: 48
Student(ID8083) => Min Interval: 11, Max Interval: 44
Student(ID8085) => Min Interval: 21, Max Interval: 36
Student(ID8086) => Min Interval: 4, Max Interval: 42
Student(ID8087) => Min Interval: 10, Max Interval: 44
Student(ID8088) => Min Interval: 10, Max Interval: 48
Student(ID8093) => Min Interval: 1, Max Interval: 49
Student(ID8095) => Min Interval: 8, Max Interval: 37
Student(ID8099) => Min Interval: 8, Max Interval: 45
Student(ID8100) => Min Interval: 7, Max Interval: 49
Student(ID8105) => Min Interval: 10, Max Interval: 43
Student(ID8106) => Min Interval: 6, Max Interval: 35
Student(ID8107) => Min Interval: 7, Max Interval: 46
Student(ID8108) => Min Interval: 8, Max Interval: 42
Student(ID8109) => Min Interval: 10, Max Interval: 49
Student(ID8110) => Min Interval: 2, Max Interval: 48
Student(ID8111) => Min Interval: 2, Max Interval: 46
Student(ID8114) => Min Interval: 12, Max Interval: 41
Student(ID8117) => Min Interval: 13, Max Interval: 44
Student(ID8118) => Min Interval: 3, Max Interval: 49
Student(ID8119) => Min Interval: 11, Max Interval: 42
Student(ID8120) => Min Interval: 6, Max Interval: 42
Student(ID8123) => Min Interval: 8, Max Interval: 44
Student(ID8124) => Min Interval: 8, Max Interval: 27
Student(ID8127) => Min Interval: 8, Max Interval: 49
Student(ID8129) => Min Interval: 4, Max Interval: 47
Student(ID8131) => Min Interval: 10, Max Interval: 35
Student(ID8132) => Min Interval: 6, Max Interval: 45
Student(ID8134) => Min Interval: 6, Max Interval: 45
Student(ID8140) => Min Interval: 4, Max Interval: 48
Student(ID8141) => Min Interval: 11, Max Interval: 41
Student(ID8142) => Min Interval: 6, Max Interval: 50
Student(ID8143) => Min Interval: 3, Max Interval: 45
Student(ID8144) => Min Interval: 4, Max Interval: 47
Student(ID8145) => Min Interval: 2, Max Interval: 47
Student(ID8146) => Min Interval: 3, Max Interval: 33
Student(ID8148) => Min Interval: 1, Max Interval: 40
Student(ID8153) => Min Interval: 8, Max Interval: 43
Student(ID8155) => Min Interval: 4, Max Interval: 46
Student(ID8157) => Min Interval: 2, Max Interval: 38
Student(ID8159) => Min Interval: 3, Max Interval: 35
Student(ID8162) => Min Interval: 7, Max Interval: 42
Student(ID8163) => Min Interval: 0, Max Interval: 40
Student(ID8165) => Min Interval: 4, Max Interval: 44
Student(ID8166) => Min Interval: 6, Max Interval: 37
Student(ID8167) => Min Interval: 4, Max Interval: 34
Student(ID8172) => Min Interval: 0, Max Interval: 43
Student(ID8173) => Min Interval: 8, Max Interval: 49
Student(ID8174) => Min Interval: 5, Max Interval: 46
Student(ID8175) => Min Interval: 16, Max Interval: 48
Student(ID8176) => Min Interval: 11, Max Interval: 49
Student(ID8177) => Min Interval: 6, Max Interval: 36
Student(ID8179) => Min Interval: 6, Max Interval: 42
Student(ID8180) => Min Interval: 6, Max Interval: 48
Student(ID8181) => Min Interval: 5, Max Interval: 48
Student(ID8185) => Min Interval: 4, Max Interval: 44
Student(ID8186) => Min Interval: 4, Max Interval: 48
Student(ID8187) => Min Interval: 1, Max Interval: 50
Student(ID8194) => Min Interval: 20, Max Interval: 39
Student(ID8196) => Min Interval: 6, Max Interval: 47
Student(ID8197) => Min Interval: 5, Max Interval: 44
Student(ID8198) => Min Interval: 2, Max Interval: 49
Student(ID8199) => Min Interval: 10, Max Interval: 36
Student(ID8201) => Min Interval: 5, Max Interval: 44
Student(ID8203) => Min Interval: 1, Max Interval: 39
Student(ID8204) => Min Interval: 0, Max Interval: 48
Student(ID8205) => Min Interval: 0, Max Interval: 42
Student(ID8206) => Min Interval: 6, Max Interval: 45
Student(ID8207) => Min Interval: 10, Max Interval: 43
Student(ID8209) => Min Interval: 6, Max Interval: 41
Student(ID8210) => Min Interval: 14, Max Interval: 49
Student(ID8211) => Min Interval: 4, Max Interval: 45
Student(ID8212) => Min Interval: 6, Max Interval: 42
Student(ID8213) => Min Interval: 9, Max Interval: 38
Student(ID8218) => Min Interval: 2, Max Interval: 37
Student(ID8219) => Min Interval: 10, Max Interval: 37
Student(ID8221) => Min Interval: 6, Max Interval: 47
Student(ID8224) => Min Interval: 14, Max Interval: 46
Student(ID8225) => Min Interval: 0, Max Interval: 48
Student(ID8227) => Min Interval: 11, Max Interval: 43
Student(ID8229) => Min Interval: 12, Max Interval: 42
Student(ID8231) => Min Interval: 8, Max Interval: 45
Student(ID8232) => Min Interval: 4, Max Interval: 35
Student(ID8233) => Min Interval: 3, Max Interval: 45
Student(ID8234) => Min Interval: 14, Max Interval: 42
Student(ID8236) => Min Interval: 8, Max Interval: 43
Student(ID8239) => Min Interval: 19, Max Interval: 34
Student(ID8240) => Min Interval: 4, Max Interval: 47
Student(ID8241) => Min Interval: 15, Max Interval: 46
Student(ID8245) => Min Interval: 10, Max Interval: 44
Student(ID8246) => Min Interval: 4, Max Interval: 40
Student(ID8247) => Min Interval: 0, Max Interval: 38
Student(ID8249) => Min Interval: 4, Max Interval: 44
Student(ID8251) => Min Interval: 12, Max Interval: 49
Student(ID8255) => Min Interval: 13, Max Interval: 35
Student(ID8257) => Min Interval: 4, Max Interval: 47
Student(ID8259) => Min Interval: 11, Max Interval: 41
Student(ID8260) => Min Interval: 8, Max Interval: 43
Student(ID8262) => Min Interval: 9, Max Interval: 46
Student(ID8263) => Min Interval: 10, Max Interval: 38
Student(ID8264) => Min Interval: 2, Max Interval: 50
Student(ID8265) => Min Interval: 5, Max Interval: 35
Student(ID8266) => Min Interval: 12, Max Interval: 40
Student(ID8271) => Min Interval: 7, Max Interval: 45
Student(ID8272) => Min Interval: 10, Max Interval: 46
Student(ID8277) => Min Interval: 4, Max Interval: 37
Student(ID8278) => Min Interval: 6, Max Interval: 42
Student(ID8279) => Min Interval: 2, Max Interval: 49
Student(ID8280) => Min Interval: 3, Max Interval: 50
Student(ID8285) => Min Interval: 7, Max Interval: 45
Student(ID8286) => Min Interval: 4, Max Interval: 49
Student(ID8287) => Min Interval: 2, Max Interval: 48
Student(ID8288) => Min Interval: 9, Max Interval: 50
Student(ID8291) => Min Interval: 14, Max Interval: 50
Student(ID8294) => Min Interval: 2, Max Interval: 33
Student(ID8295) => Min Interval: 3, Max Interval: 45
Student(ID8296) => Min Interval: 8, Max Interval: 48
Student(ID8297) => Min Interval: 11, Max Interval: 44
Student(ID8298) => Min Interval: 0, Max Interval: 45
Student(ID8299) => Min Interval: 6, Max Interval: 44
Student(ID8303) => Min Interval: 2, Max Interval: 47
Student(ID8304) => Min Interval: 10, Max Interval: 45
Student(ID8310) => Min Interval: 3, Max Interval: 48
Student(ID8311) => Min Interval: 16, Max Interval: 43
Student(ID8314) => Min Interval: 10, Max Interval: 39
Student(ID8316) => Min Interval: 3, Max Interval: 38
Student(ID8319) => Min Interval: 2, Max Interval: 40
Student(ID8320) => Min Interval: 19, Max Interval: 44
Student(ID8323) => Min Interval: 1, Max Interval: 41
Student(ID8324) => Min Interval: 3, Max Interval: 42
Student(ID8328) => Min Interval: 7, Max Interval: 46
Student(ID8329) => Min Interval: 10, Max Interval: 37
Student(ID8330) => Min Interval: 14, Max Interval: 45
Student(ID8331) => Min Interval: 3, Max Interval: 48
Student(ID8332) => Min Interval: 11, Max Interval: 40
Student(ID8333) => Min Interval: 14, Max Interval: 47
Student(ID8336) => Min Interval: 4, Max Interval: 49
Student(ID8338) => Min Interval: 3, Max Interval: 48
Student(ID8339) => Min Interval: 0, Max Interval: 47
Student(ID8340) => Min Interval: 7, Max Interval: 42
Student(ID8342) => Min Interval: 6, Max Interval: 46
Student(ID8344) => Min Interval: 1, Max Interval: 46
Student(ID8345) => Min Interval: 1, Max Interval: 47
Student(ID8348) => Min Interval: 2, Max Interval: 48
Student(ID8350) => Min Interval: 9, Max Interval: 45
Student(ID8351) => Min Interval: 8, Max Interval: 39
Student(ID8353) => Min Interval: 4, Max Interval: 41
Student(ID8355) => Min Interval: 15, Max Interval: 50
Student(ID8356) => Min Interval: 11, Max Interval: 47
Student(ID8357) => Min Interval: 7, Max Interval: 49
Student(ID8358) => Min Interval: 2, Max Interval: 50
Student(ID8360) => Min Interval: 2, Max Interval: 41
Student(ID8369) => Min Interval: 3, Max Interval: 40
Student(ID8370) => Min Interval: 3, Max Interval: 43
Student(ID8374) => Min Interval: 10, Max Interval: 39
Student(ID8376) => Min Interval: 18, Max Interval: 42
Student(ID8377) => Min Interval: 3, Max Interval: 49
Student(ID8378) => Min Interval: 1, Max Interval: 43
Student(ID8379) => Min Interval: 9, Max Interval: 38
Student(ID8381) => Min Interval: 3, Max Interval: 50
Student(ID8382) => Min Interval: 2, Max Interval: 46
Student(ID8383) => Min Interval: 0, Max Interval: 43
Student(ID8386) => Min Interval: 6, Max Interval: 44
Student(ID8388) => Min Interval: 1, Max Interval: 41
Student(ID8390) => Min Interval: 4, Max Interval: 49
Student(ID8391) => Min Interval: 5, Max Interval: 44
Student(ID8392) => Min Interval: 3, Max Interval: 38
Student(ID8394) => Min Interval: 14, Max Interval: 45
Student(ID8396) => Min Interval: 16, Max Interval: 44
Student(ID8397) => Min Interval: 1, Max Interval: 45
Student(ID8398) => Min Interval: 7, Max Interval: 48
Student(ID8400) => Min Interval: 7, Max Interval: 49
Student(ID8401) => Min Interval: 2, Max Interval: 38
Student(ID8402) => Min Interval: 10, Max Interval: 47
Student(ID8404) => Min Interval: 9, Max Interval: 45
Student(ID8409) => Min Interval: 8, Max Interval: 43
Student(ID8412) => Min Interval: 3, Max Interval: 45
Student(ID8413) => Min Interval: 1, Max Interval: 46
Student(ID8414) => Min Interval: 2, Max Interval: 37
Student(ID8415) => Min Interval: 3, Max Interval: 46
Student(ID8416) => Min Interval: 1, Max Interval: 42
Student(ID8417) => Min Interval: 8, Max Interval: 45
Student(ID8420) => Min Interval: 9, Max Interval: 42
Student(ID8424) => Min Interval: 3, Max Interval: 48
Student(ID8426) => Min Interval: 5, Max Interval: 41
Student(ID8428) => Min Interval: 6, Max Interval: 47
Student(ID8430) => Min Interval: 5, Max Interval: 29
Student(ID8431) => Min Interval: 7, Max Interval: 42
Student(ID8437) => Min Interval: 13, Max Interval: 46
Student(ID8441) => Min Interval: 10, Max Interval: 47
Student(ID8443) => Min Interval: 1, Max Interval: 29
Student(ID8444) => Min Interval: 2, Max Interval: 48
Student(ID8447) => Min Interval: 0, Max Interval: 46
Student(ID8448) => Min Interval: 9, Max Interval: 45
Student(ID8449) => Min Interval: 5, Max Interval: 43
Student(ID8451) => Min Interval: 2, Max Interval: 35
Student(ID8454) => Min Interval: 11, Max Interval: 50
Student(ID8457) => Min Interval: 11, Max Interval: 44
Student(ID8459) => Min Interval: 6, Max Interval: 42
Student(ID8462) => Min Interval: 4, Max Interval: 48
Student(ID8463) => Min Interval: 10, Max Interval: 43
Student(ID8464) => Min Interval: 6, Max Interval: 49
Student(ID8465) => Min Interval: 8, Max Interval: 39
Student(ID8467) => Min Interval: 1, Max Interval: 46
Student(ID8468) => Min Interval: 11, Max Interval: 43
Student(ID8472) => Min Interval: 10, Max Interval: 48
Student(ID8473) => Min Interval: 7, Max Interval: 50
Student(ID8475) => Min Interval: 6, Max Interval: 49
Student(ID8480) => Min Interval: 14, Max Interval: 42
Student(ID8484) => Min Interval: 6, Max Interval: 45
Student(ID8485) => Min Interval: 3, Max Interval: 36
Student(ID8488) => Min Interval: 0, Max Interval: 49
Student(ID8489) => Min Interval: 2, Max Interval: 38
Student(ID8490) => Min Interval: 1, Max Interval: 45
Student(ID8495) => Min Interval: 1, Max Interval: 48
Student(ID8500) => Min Interval: 4, Max Interval: 44
Student(ID8503) => Min Interval: 10, Max Interval: 35
Student(ID8505) => Min Interval: 4, Max Interval: 38
Student(ID8508) => Min Interval: 3, Max Interval: 48
Student(ID8511) => Min Interval: 1, Max Interval: 38
Student(ID8513) => Min Interval: 4, Max Interval: 48
Student(ID8514) => Min Interval: 5, Max Interval: 43
Student(ID8517) => Min Interval: 9, Max Interval: 34
Student(ID8518) => Min Interval: 3, Max Interval: 49
Student(ID8523) => Min Interval: 0, Max Interval: 46
Student(ID8524) => Min Interval: 3, Max Interval: 45
Student(ID8528) => Min Interval: 3, Max Interval: 48
Student(ID8529) => Min Interval: 14, Max Interval: 48
Student(ID8533) => Min Interval: 12, Max Interval: 42
Student(ID8534) => Min Interval: 2, Max Interval: 46
Student(ID8535) => Min Interval: 9, Max Interval: 39
Student(ID8537) => Min Interval: 7, Max Interval: 49
Student(ID8538) => Min Interval: 21, Max Interval: 42
Student(ID8540) => Min Interval: 12, Max Interval: 49
Student(ID8544) => Min Interval: 1, Max Interval: 49
Student(ID8545) => Min Interval: 12, Max Interval: 42
Student(ID8546) => Min Interval: 1, Max Interval: 43
Student(ID8548) => Min Interval: 8, Max Interval: 50
Student(ID8551) => Min Interval: 4, Max Interval: 45
Student(ID8553) => Min Interval: 10, Max Interval: 49
Student(ID8555) => Min Interval: 4, Max Interval: 45
Student(ID8556) => Min Interval: 10, Max Interval: 43
Student(ID8557) => Min Interval: 7, Max Interval: 42
Student(ID8559) => Min Interval: 1, Max Interval: 37
Student(ID8561) => Min Interval: 16, Max Interval: 49
Student(ID8565) => Min Interval: 7, Max Interval: 41
Student(ID8566) => Min Interval: 6, Max Interval: 48
Student(ID8568) => Min Interval: 11, Max Interval: 45
Student(ID8570) => Min Interval: 12, Max Interval: 49
Student(ID8571) => Min Interval: 7, Max Interval: 48
Student(ID8572) => Min Interval: 2, Max Interval: 30
Student(ID8573) => Min Interval: 1, Max Interval: 48
Student(ID8575) => Min Interval: 11, Max Interval: 49
Student(ID8583) => Min Interval: 8, Max Interval: 41
Student(ID8584) => Min Interval: 4, Max Interval: 44
Student(ID8585) => Min Interval: 10, Max Interval: 49
Student(ID8587) => Min Interval: 4, Max Interval: 47
Student(ID8589) => Min Interval: 4, Max Interval: 47
Student(ID8593) => Min Interval: 2, Max Interval: 40
Student(ID8595) => Min Interval: 5, Max Interval: 45
Student(ID8596) => Min Interval: 13, Max Interval: 45
Student(ID8598) => Min Interval: 5, Max Interval: 44
Student(ID8599) => Min Interval: 7, Max Interval: 47
Student(ID8600) => Min Interval: 5, Max Interval: 38
Student(ID8603) => Min Interval: 6, Max Interval: 34
Student(ID8609) => Min Interval: 0, Max Interval: 49
Student(ID8610) => Min Interval: 2, Max Interval: 46
Student(ID8612) => Min Interval: 4, Max Interval: 44
Student(ID8614) => Min Interval: 10, Max Interval: 44
Student(ID8615) => Min Interval: 7, Max Interval: 48
Student(ID8620) => Min Interval: 1, Max Interval: 46
Student(ID8623) => Min Interval: 6, Max Interval: 47
Student(ID8624) => Min Interval: 1, Max Interval: 42
Student(ID8626) => Min Interval: 4, Max Interval: 46
Student(ID8628) => Min Interval: 5, Max Interval: 49
Student(ID8629) => Min Interval: 4, Max Interval: 44
Student(ID8632) => Min Interval: 20, Max Interval: 35
Student(ID8634) => Min Interval: 6, Max Interval: 43
Student(ID8635) => Min Interval: 4, Max Interval: 48
Student(ID8638) => Min Interval: 8, Max Interval: 47
Student(ID8641) => Min Interval: 7, Max Interval: 43
Student(ID8642) => Min Interval: 3, Max Interval: 48
Student(ID8644) => Min Interval: 7, Max Interval: 47
Student(ID8648) => Min Interval: 8, Max Interval: 47
Student(ID8649) => Min Interval: 0, Max Interval: 45
Student(ID8650) => Min Interval: 9, Max Interval: 48
Student(ID8652) => Min Interval: 9, Max Interval: 41
Student(ID8654) => Min Interval: 2, Max Interval: 42
Student(ID8655) => Min Interval: 2, Max Interval: 38
Student(ID8660) => Min Interval: 5, Max Interval: 36
Student(ID8663) => Min Interval: 3, Max Interval: 48
Student(ID8664) => Min Interval: 6, Max Interval: 40
Student(ID8666) => Min Interval: 11, Max Interval: 49
Student(ID8667) => Min Interval: 1, Max Interval: 42
Student(ID8670) => Min Interval: 14, Max Interval: 42
Student(ID8671) => Min Interval: 11, Max Interval: 43
Student(ID8672) => Min Interval: 11, Max Interval: 42
Student(ID8676) => Min Interval: 21, Max Interval: 36
Student(ID8677) => Min Interval: 4, Max Interval: 46
Student(ID8678) => Min Interval: 9, Max Interval: 42
Student(ID8681) => Min Interval: 5, Max Interval: 44
Student(ID8682) => Min Interval: 3, Max Interval: 47
Student(ID8685) => Min Interval: 11, Max Interval: 36
Student(ID8691) => Min Interval: 3, Max Interval: 44
Student(ID8693) => Min Interval: 8, Max Interval: 43
Student(ID8694) => Min Interval: 13, Max Interval: 49
Student(ID8695) => Min Interval: 7, Max Interval: 49
Student(ID8699) => Min Interval: 7, Max Interval: 42
Student(ID8701) => Min Interval: 5, Max Interval: 44
Student(ID8702) => Min Interval: 1, Max Interval: 48
Student(ID8704) => Min Interval: 3, Max Interval: 48
Student(ID8705) => Min Interval: 18, Max Interval: 45
Student(ID8709) => Min Interval: 3, Max Interval: 41
Student(ID8711) => Min Interval: 9, Max Interval: 50
Student(ID8712) => Min Interval: 0, Max Interval: 41
Student(ID8719) => Min Interval: 4, Max Interval: 49
Student(ID8732) => Min Interval: 3, Max Interval: 38
Student(ID8734) => Min Interval: 10, Max Interval: 39
Student(ID8735) => Min Interval: 0, Max Interval: 44
Student(ID8739) => Min Interval: 5, Max Interval: 43
Student(ID8741) => Min Interval: 6, Max Interval: 46
Student(ID8747) => Min Interval: 4, Max Interval: 36
Student(ID8751) => Min Interval: 4, Max Interval: 50
Student(ID8753) => Min Interval: 2, Max Interval: 46
Student(ID8756) => Min Interval: 1, Max Interval: 43
Student(ID8760) => Min Interval: 17, Max Interval: 50
Student(ID8764) => Min Interval: 5, Max Interval: 37
Student(ID8768) => Min Interval: 12, Max Interval: 49
Student(ID8770) => Min Interval: 0, Max Interval: 46
Student(ID8774) => Min Interval: 7, Max Interval: 45
Student(ID8789) => Min Interval: 4, Max Interval: 45
Student(ID8798) => Min Interval: 4, Max Interval: 43
Student(ID8799) => Min Interval: 7, Max Interval: 47
Student(ID8802) => Min Interval: 0, Max Interval: 36
Student(ID8806) => Min Interval: 2, Max Interval: 48
Student(ID8812) => Min Interval: 0, Max Interval: 47
Student(ID8813) => Min Interval: 1, Max Interval: 50
Student(ID8820) => Min Interval: 6, Max Interval: 43
Student(ID8823) => Min Interval: 6, Max Interval: 33
Student(ID8827) => Min Interval: 13, Max Interval: 48
Student(ID8846) => Min Interval: 10, Max Interval: 43
Student(ID8848) => Min Interval: 2, Max Interval: 40
Student(ID8850) => Min Interval: 3, Max Interval: 46
Student(ID8852) => Min Interval: 20, Max Interval: 32
Student(ID8854) => Min Interval: 7, Max Interval: 39
Student(ID8855) => Min Interval: 11, Max Interval: 48
Student(ID8857) => Min Interval: 2, Max Interval: 46
Student(ID8859) => Min Interval: 16, Max Interval: 48
Student(ID8861) => Min Interval: 12, Max Interval: 49
Student(ID8862) => Min Interval: 3, Max Interval: 42
Student(ID8866) => Min Interval: 9, Max Interval: 43
Student(ID8867) => Min Interval: 5, Max Interval: 41
Student(ID8869) => Min Interval: 9, Max Interval: 45
Student(ID8870) => Min Interval: 6, Max Interval: 42
Student(ID8872) => Min Interval: 1, Max Interval: 40
Student(ID8877) => Min Interval: 2, Max Interval: 42
Student(ID8879) => Min Interval: 2, Max Interval: 41
Student(ID8882) => Min Interval: 18, Max Interval: 47
Student(ID8883) => Min Interval: 17, Max Interval: 46
Student(ID8884) => Min Interval: 7, Max Interval: 47
Student(ID8886) => Min Interval: 6, Max Interval: 45
Student(ID8887) => Min Interval: 3, Max Interval: 49
Student(ID8889) => Min Interval: 5, Max Interval: 39
Student(ID8890) => Min Interval: 10, Max Interval: 48
Student(ID8892) => Min Interval: 1, Max Interval: 49
Student(ID8893) => Min Interval: 8, Max Interval: 34
Student(ID8897) => Min Interval: 3, Max Interval: 48
Student(ID8900) => Min Interval: 3, Max Interval: 43
Student(ID8902) => Min Interval: 2, Max Interval: 50
Student(ID8905) => Min Interval: 2, Max Interval: 39
Student(ID8907) => Min Interval: 14, Max Interval: 49
Student(ID8908) => Min Interval: 8, Max Interval: 43
Student(ID8909) => Min Interval: 8, Max Interval: 44
Student(ID8911) => Min Interval: 7, Max Interval: 45
Student(ID8914) => Min Interval: 9, Max Interval: 45
Student(ID8915) => Min Interval: 6, Max Interval: 43
Student(ID8921) => Min Interval: 0, Max Interval: 39
Student(ID8923) => Min Interval: 7, Max Interval: 31
Student(ID8926) => Min Interval: 14, Max Interval: 37
Student(ID8928) => Min Interval: 13, Max Interval: 46
Student(ID8930) => Min Interval: 22, Max Interval: 42
Student(ID8937) => Min Interval: 6, Max Interval: 36
Student(ID8940) => Min Interval: 18, Max Interval: 50
Student(ID8946) => Min Interval: 18, Max Interval: 42
Student(ID8949) => Min Interval: 1, Max Interval: 22
Student(ID8950) => Min Interval: 6, Max Interval: 42
Student(ID8953) => Min Interval: 10, Max Interval: 49
Student(ID8954) => Min Interval: 11, Max Interval: 46
Student(ID8957) => Min Interval: 2, Max Interval: 50
Student(ID8962) => Min Interval: 15, Max Interval: 49
Student(ID8965) => Min Interval: 4, Max Interval: 45
Student(ID8968) => Min Interval: 1, Max Interval: 48
Student(ID8970) => Min Interval: 3, Max Interval: 47
Student(ID8971) => Min Interval: 0, Max Interval: 46
Student(ID8972) => Min Interval: 11, Max Interval: 48
Student(ID8973) => Min Interval: 9, Max Interval: 43
Student(ID8977) => Min Interval: 6, Max Interval: 46
Student(ID8978) => Min Interval: 8, Max Interval: 42
Student(ID8979) => Min Interval: 5, Max Interval: 48
Student(ID8980) => Min Interval: 10, Max Interval: 47
Student(ID8981) => Min Interval: 6, Max Interval: 46
Student(ID8983) => Min Interval: 16, Max Interval: 31
Student(ID8987) => Min Interval: 8, Max Interval: 44
Student(ID8995) => Min Interval: 9, Max Interval: 48
Student(ID8997) => Min Interval: 7, Max Interval: 49
Student(ID9001) => Min Interval: 5, Max Interval: 45
Student(ID9002) => Min Interval: 2, Max Interval: 43
Student(ID9003) => Min Interval: 8, Max Interval: 45
Student(ID9005) => Min Interval: 3, Max Interval: 41
Student(ID9008) => Min Interval: 4, Max Interval: 50
Student(ID9009) => Min Interval: 4, Max Interval: 40
Student(ID9012) => Min Interval: 0, Max Interval: 39
Student(ID9013) => Min Interval: 4, Max Interval: 42
Student(ID9015) => Min Interval: 16, Max Interval: 33
Student(ID9016) => Min Interval: 3, Max Interval: 37
Student(ID9018) => Min Interval: 15, Max Interval: 46
Student(ID9022) => Min Interval: 13, Max Interval: 35
Student(ID9024) => Min Interval: 11, Max Interval: 46
Student(ID9026) => Min Interval: 0, Max Interval: 49
Student(ID9030) => Min Interval: 2, Max Interval: 48
Student(ID9033) => Min Interval: 8, Max Interval: 9
Student(ID9034) => Min Interval: 3, Max Interval: 41
Student(ID9036) => Min Interval: 9, Max Interval: 48
Student(ID9038) => Min Interval: 4, Max Interval: 47
Student(ID9039) => Min Interval: 7, Max Interval: 44
Student(ID9042) => Min Interval: 4, Max Interval: 46
Student(ID9044) => Min Interval: 4, Max Interval: 43
Student(ID9046) => Min Interval: 3, Max Interval: 38
Student(ID9049) => Min Interval: 6, Max Interval: 47
Student(ID9050) => Min Interval: 3, Max Interval: 48
Student(ID9051) => Min Interval: 9, Max Interval: 47
Student(ID9053) => Min Interval: 9, Max Interval: 38
Student(ID9056) => Min Interval: 2, Max Interval: 41
Student(ID9059) => Min Interval: 7, Max Interval: 38
Student(ID9061) => Min Interval: 7, Max Interval: 48
Student(ID9064) => Min Interval: 8, Max Interval: 50
Student(ID9065) => Min Interval: 13, Max Interval: 49
Student(ID9066) => Min Interval: 1, Max Interval: 47
Student(ID9069) => Min Interval: 0, Max Interval: 44
Student(ID9070) => Min Interval: 1, Max Interval: 38
Student(ID9072) => Min Interval: 11, Max Interval: 47
Student(ID9074) => Min Interval: 8, Max Interval: 40
Student(ID9075) => Min Interval: 7, Max Interval: 42
Student(ID9076) => Min Interval: 5, Max Interval: 48
Student(ID9077) => Min Interval: 7, Max Interval: 46
Student(ID9079) => Min Interval: 4, Max Interval: 44
Student(ID9082) => Min Interval: 2, Max Interval: 47
Student(ID9083) => Min Interval: 3, Max Interval: 44
Student(ID9086) => Min Interval: 2, Max Interval: 39
Student(ID9087) => Min Interval: 7, Max Interval: 50
Student(ID9089) => Min Interval: 3, Max Interval: 44
Student(ID9090) => Min Interval: 8, Max Interval: 44
Student(ID9092) => Min Interval: 1, Max Interval: 47
Student(ID9093) => Min Interval: 16, Max Interval: 47
Student(ID9095) => Min Interval: 11, Max Interval: 47
Student(ID9097) => Min Interval: 1, Max Interval: 37
Student(ID9098) => Min Interval: 1, Max Interval: 50
Student(ID9099) => Min Interval: 1, Max Interval: 49
Student(ID9103) => Min Interval: 14, Max Interval: 47
Student(ID9105) => Min Interval: 7, Max Interval: 45
Student(ID9110) => Min Interval: 11, Max Interval: 50
Student(ID9111) => Min Interval: 0, Max Interval: 32
Student(ID9113) => Min Interval: 8, Max Interval: 47
Student(ID9116) => Min Interval: 6, Max Interval: 46
Student(ID9120) => Min Interval: 1, Max Interval: 44
Student(ID9121) => Min Interval: 2, Max Interval: 39
Student(ID9122) => Min Interval: 7, Max Interval: 49
Student(ID9124) => Min Interval: 1, Max Interval: 38
Student(ID9131) => Min Interval: 0, Max Interval: 49
Student(ID9134) => Min Interval: 7, Max Interval: 45
Student(ID9136) => Min Interval: 0, Max Interval: 47
Student(ID9138) => Min Interval: 4, Max Interval: 39
Student(ID9139) => Min Interval: 11, Max Interval: 39
Student(ID9141) => Min Interval: 10, Max Interval: 48
Student(ID9144) => Min Interval: 5, Max Interval: 42
Student(ID9146) => Min Interval: 4, Max Interval: 42
Student(ID9148) => Min Interval: 4, Max Interval: 46
Student(ID9149) => Min Interval: 23, Max Interval: 49
Student(ID9152) => Min Interval: 1, Max Interval: 41
Student(ID9155) => Min Interval: 1, Max Interval: 49
Student(ID9156) => Min Interval: 4, Max Interval: 40
Student(ID9160) => Min Interval: 11, Max Interval: 45
Student(ID9161) => Min Interval: 1, Max Interval: 48
Student(ID9163) => Min Interval: 3, Max Interval: 45
Student(ID9164) => Min Interval: 32, Max Interval: 42
Student(ID9166) => Min Interval: 13, Max Interval: 42
Student(ID9168) => Min Interval: 2, Max Interval: 45
Student(ID9174) => Min Interval: 1, Max Interval: 50
Student(ID9179) => Min Interval: 5, Max Interval: 43
Student(ID9180) => Min Interval: 11, Max Interval: 49
Student(ID9183) => Min Interval: 5, Max Interval: 38
Student(ID9185) => Min Interval: 1, Max Interval: 45
Student(ID9186) => Min Interval: 3, Max Interval: 48
Student(ID9190) => Min Interval: 6, Max Interval: 49
Student(ID9191) => Min Interval: 6, Max Interval: 49
