Stored fact information:
AssociateProfessor(ID0) => Min Interval: 37, Max Interval: 41
AssociateProfessor(ID7904) => Min Interval: 20, Max Interval: 29
AssociateProfessor(ID7906) => Min Interval: 20, Max Interval: 31
AssociateProfessor(ID7910) => Min Interval: 43, Max Interval: 51
AssociateProfessor(ID7911) => Min Interval: 16, Max Interval: 51
AssociateProfessor(ID7912) => Min Interval: 20, Max Interval: 50
AssociateProfessor(ID7914) => Min Interval: 20, Max Interval: 37
AssociateProfessor(ID7918) => Min Interval: 19, Max Interval: 27
AssociateProfessor(ID7922) => Min Interval: 18, Max Interval: 37
AssociateProfessor(ID7923) => Min Interval: 38, Max Interval: 42
AssociateProfessor(ID7925) => Min Interval: 18, Max Interval: 55
AssociateProfessor(ID7927) => Min Interval: 37, Max Interval: 47
AssociateProfessor(ID7931) => Min Interval: 16, Max Interval: 18
AssociateProfessor(ID7934) => Min Interval: 7, Max Interval: 52
AssociateProfessor(ID7936) => Min Interval: 16, Max Interval: 43
AssociateProfessor(ID7938) => Min Interval: 11, Max Interval: 42
AssociateProfessor(ID7941) => Min Interval: 23, Max Interval: 46
AssociateProfessor(ID7944) => Min Interval: 9, Max Interval: 43
AssociateProfessor(ID7946) => Min Interval: 7, Max Interval: 53
AssociateProfessor(ID7947) => Min Interval: 22, Max Interval: 24
AssociateProfessor(ID7949) => Min Interval: 29, Max Interval: 51
AssociateProfessor(ID7950) => Min Interval: 18, Max Interval: 45
AssociateProfessor(ID7955) => Min Interval: 41, Max Interval: 50
AssociateProfessor(ID7956) => Min Interval: 39, Max Interval: 43
AssociateProfessor(ID7960) => Min Interval: 37, Max Interval: 40
AssociateProfessor(ID7961) => Min Interval: 23, Max Interval: 29
AssociateProfessor(ID7962) => Min Interval: 20, Max Interval: 21
AssociateProfessor(ID7963) => Min Interval: 12, Max Interval: 47
AssociateProfessor(ID7964) => Min Interval: 23, Max Interval: 43
AssociateProfessor(ID7965) => Min Interval: 28, Max Interval: 39
AssociateProfessor(ID7966) => Min Interval: 36, Max Interval: 50
AssociateProfessor(ID7968) => Min Interval: 11, Max Interval: 43
AssociateProfessor(ID7969) => Min Interval: 20, Max Interval: 43
AssociateProfessor(ID7971) => Min Interval: 19, Max Interval: 28
AssociateProfessor(ID7974) => Min Interval: 13, Max Interval: 45
AssociateProfessor(ID7976) => Min Interval: 16, Max Interval: 36
AssociateProfessor(ID7977) => Min Interval: 15, Max Interval: 45
AssociateProfessor(ID7978) => Min Interval: 24, Max Interval: 47
AssociateProfessor(ID7981) => Min Interval: 37, Max Interval: 51
AssociateProfessor(ID7984) => Min Interval: 29, Max Interval: 32
AssociateProfessor(ID7985) => Min Interval: 22, Max Interval: 32
AssociateProfessor(ID7986) => Min Interval: 27, Max Interval: 48
AssociateProfessor(ID7987) => Min Interval: 18, Max Interval: 19
AssociateProfessor(ID7989) => Min Interval: 8, Max Interval: 53
AssociateProfessor(ID7990) => Min Interval: 30, Max Interval: 51
AssociateProfessor(ID7993) => Min Interval: 7, Max Interval: 44
AssociateProfessor(ID7995) => Min Interval: 19, Max Interval: 23
AssociateProfessor(ID7997) => Min Interval: 27, Max Interval: 45
AssociateProfessor(ID7998) => Min Interval: 20, Max Interval: 44
AssociateProfessor(ID8000) => Min Interval: 16, Max Interval: 38
AssociateProfessor(ID8002) => Min Interval: 33, Max Interval: 34
AssociateProfessor(ID8006) => Min Interval: 21, Max Interval: 48
AssociateProfessor(ID8007) => Min Interval: 25, Max Interval: 47
AssociateProfessor(ID8008) => Min Interval: 8, Max Interval: 45
AssociateProfessor(ID8009) => Min Interval: 21, Max Interval: 51
AssociateProfessor(ID8010) => Min Interval: 23, Max Interval: 51
AssociateProfessor(ID8011) => Min Interval: 11, Max Interval: 54
AssociateProfessor(ID8015) => Min Interval: 11, Max Interval: 51
AssociateProfessor(ID8018) => Min Interval: 15, Max Interval: 45
AssociateProfessor(ID8019) => Min Interval: 17, Max Interval: 42
AssociateProfessor(ID8021) => Min Interval: 15, Max Interval: 51
AssociateProfessor(ID8022) => Min Interval: 44, Max Interval: 49
AssociateProfessor(ID8023) => Min Interval: 22, Max Interval: 51
AssociateProfessor(ID8025) => Min Interval: 19, Max Interval: 34
AssociateProfessor(ID8029) => Min Interval: 18, Max Interval: 39
AssociateProfessor(ID8031) => Min Interval: 15, Max Interval: 53
AssociateProfessor(ID8033) => Min Interval: 17, Max Interval: 35
AssociateProfessor(ID8036) => Min Interval: 11, Max Interval: 45
AssociateProfessor(ID8037) => Min Interval: 7, Max Interval: 27
AssociateProfessor(ID8038) => Min Interval: 16, Max Interval: 50
AssociateProfessor(ID8042) => Min Interval: 14, Max Interval: 49
AssociateProfessor(ID8044) => Min Interval: 31, Max Interval: 43
AssociateProfessor(ID8045) => Min Interval: 28, Max Interval: 43
AssociateProfessor(ID8046) => Min Interval: 46, Max Interval: 51
AssociateProfessor(ID8047) => Min Interval: 31, Max Interval: 34
AssociateProfessor(ID8049) => Min Interval: 12, Max Interval: 53
AssociateProfessor(ID8051) => Min Interval: 23, Max Interval: 34
AssociateProfessor(ID8052) => Min Interval: 33, Max Interval: 39
AssociateProfessor(ID8054) => Min Interval: 21, Max Interval: 51
AssociateProfessor(ID8056) => Min Interval: 17, Max Interval: 38
AssociateProfessor(ID8057) => Min Interval: 15, Max Interval: 39
AssociateProfessor(ID8059) => Min Interval: 8, Max Interval: 37
AssociateProfessor(ID8061) => Min Interval: 18, Max Interval: 52
AssociateProfessor(ID8063) => Min Interval: 20, Max Interval: 38
AssociateProfessor(ID8064) => Min Interval: 30, Max Interval: 35
AssociateProfessor(ID8066) => Min Interval: 14, Max Interval: 52
AssociateProfessor(ID8068) => Min Interval: 17, Max Interval: 20
AssociateProfessor(ID8069) => Min Interval: 8, Max Interval: 49
AssociateProfessor(ID8071) => Min Interval: 33, Max Interval: 40
AssociateProfessor(ID8072) => Min Interval: 19, Max Interval: 22
AssociateProfessor(ID8073) => Min Interval: 16, Max Interval: 31
AssociateProfessor(ID8076) => Min Interval: 28, Max Interval: 46
AssociateProfessor(ID8078) => Min Interval: 24, Max Interval: 49
AssociateProfessor(ID8084) => Min Interval: 11, Max Interval: 35
AssociateProfessor(ID8086) => Min Interval: 19, Max Interval: 42
AssociateProfessor(ID8087) => Min Interval: 25, Max Interval: 45
AssociateProfessor(ID8088) => Min Interval: 25, Max Interval: 43
AssociateProfessor(ID8091) => Min Interval: 7, Max Interval: 35
AssociateProfessor(ID8093) => Min Interval: 33, Max Interval: 50
AssociateProfessor(ID8095) => Min Interval: 10, Max Interval: 54
AssociateProfessor(ID8099) => Min Interval: 18, Max Interval: 41
AssociateProfessor(ID8100) => Min Interval: 39, Max Interval: 50
AssociateProfessor(ID8105) => Min Interval: 25, Max Interval: 26
AssociateProfessor(ID8106) => Min Interval: 21, Max Interval: 35
AssociateProfessor(ID8107) => Min Interval: 17, Max Interval: 52
AssociateProfessor(ID8108) => Min Interval: 23, Max Interval: 42
AssociateProfessor(ID8110) => Min Interval: 17, Max Interval: 32
AssociateProfessor(ID8111) => Min Interval: 17, Max Interval: 47
AssociateProfessor(ID8112) => Min Interval: 20, Max Interval: 47
AssociateProfessor(ID8114) => Min Interval: 14, Max Interval: 30
AssociateProfessor(ID8117) => Min Interval: 28, Max Interval: 44
AssociateProfessor(ID8118) => Min Interval: 15, Max Interval: 49
AssociateProfessor(ID8119) => Min Interval: 26, Max Interval: 43
AssociateProfessor(ID8123) => Min Interval: 34, Max Interval: 42
AssociateProfessor(ID8124) => Min Interval: 12, Max Interval: 47
AssociateProfessor(ID8127) => Min Interval: 37, Max Interval: 50
AssociateProfessor(ID8129) => Min Interval: 19, Max Interval: 52
AssociateProfessor(ID8131) => Min Interval: 31, Max Interval: 35
AssociateProfessor(ID8132) => Min Interval: 24, Max Interval: 46
AssociateProfessor(ID8134) => Min Interval: 24, Max Interval: 45
AssociateProfessor(ID8140) => Min Interval: 19, Max Interval: 46
AssociateProfessor(ID8142) => Min Interval: 39, Max Interval: 51
AssociateProfessor(ID8143) => Min Interval: 18, Max Interval: 45
AssociateProfessor(ID8144) => Min Interval: 19, Max Interval: 48
AssociateProfessor(ID8145) => Min Interval: 17, Max Interval: 45
AssociateProfessor(ID8148) => Min Interval: 23, Max Interval: 41
AssociateProfessor(ID8155) => Min Interval: 24, Max Interval: 38
AssociateProfessor(ID8157) => Min Interval: 17, Max Interval: 38
AssociateProfessor(ID8159) => Min Interval: 18, Max Interval: 36
AssociateProfessor(ID8162) => Min Interval: 25, Max Interval: 26
AssociateProfessor(ID8163) => Min Interval: 21, Max Interval: 41
AssociateProfessor(ID8165) => Min Interval: 19, Max Interval: 50
AssociateProfessor(ID8166) => Min Interval: 13, Max Interval: 33
AssociateProfessor(ID8167) => Min Interval: 9, Max Interval: 32
AssociateProfessor(ID8173) => Min Interval: 23, Max Interval: 50
AssociateProfessor(ID8174) => Min Interval: 20, Max Interval: 24
AssociateProfessor(ID8175) => Min Interval: 31, Max Interval: 44
AssociateProfessor(ID8176) => Min Interval: 35, Max Interval: 50
AssociateProfessor(ID8177) => Min Interval: 30, Max Interval: 35
AssociateProfessor(ID8179) => Min Interval: 21, Max Interval: 38
AssociateProfessor(ID8180) => Min Interval: 25, Max Interval: 49
AssociateProfessor(ID8181) => Min Interval: 14, Max Interval: 52
AssociateProfessor(ID8185) => Min Interval: 19, Max Interval: 43
AssociateProfessor(ID8186) => Min Interval: 25, Max Interval: 35
AssociateProfessor(ID8187) => Min Interval: 16, Max Interval: 37
AssociateProfessor(ID8194) => Min Interval: 13, Max Interval: 45
AssociateProfessor(ID8196) => Min Interval: 21, Max Interval: 48
AssociateProfessor(ID8197) => Min Interval: 34, Max Interval: 38
AssociateProfessor(ID8198) => Min Interval: 17, Max Interval: 50
AssociateProfessor(ID8203) => Min Interval: 8, Max Interval: 52
AssociateProfessor(ID8204) => Min Interval: 23, Max Interval: 48
AssociateProfessor(ID8205) => Min Interval: 15, Max Interval: 42
AssociateProfessor(ID8207) => Min Interval: 28, Max Interval: 41
AssociateProfessor(ID8209) => Min Interval: 10, Max Interval: 55
AssociateProfessor(ID8210) => Min Interval: 29, Max Interval: 48
AssociateProfessor(ID8211) => Min Interval: 19, Max Interval: 24
AssociateProfessor(ID8212) => Min Interval: 21, Max Interval: 33
AssociateProfessor(ID8213) => Min Interval: 8, Max Interval: 52
AssociateProfessor(ID8217) => Min Interval: 2, Max Interval: 27
AssociateProfessor(ID8218) => Min Interval: 17, Max Interval: 33
AssociateProfessor(ID8219) => Min Interval: 26, Max Interval: 38
AssociateProfessor(ID8221) => Min Interval: 26, Max Interval: 48
AssociateProfessor(ID8224) => Min Interval: 29, Max Interval: 46
AssociateProfessor(ID8225) => Min Interval: 15, Max Interval: 39
AssociateProfessor(ID8227) => Min Interval: 15, Max Interval: 31
AssociateProfessor(ID8231) => Min Interval: 36, Max Interval: 46
AssociateProfessor(ID8233) => Min Interval: 18, Max Interval: 45
AssociateProfessor(ID8234) => Min Interval: 10, Max Interval: 53
AssociateProfessor(ID8236) => Min Interval: 29, Max Interval: 48
AssociateProfessor(ID8239) => Min Interval: 9, Max Interval: 47
AssociateProfessor(ID8240) => Min Interval: 23, Max Interval: 48
AssociateProfessor(ID8241) => Min Interval: 10, Max Interval: 55
AssociateProfessor(ID8245) => Min Interval: 43, Max Interval: 44
AssociateProfessor(ID8246) => Min Interval: 11, Max Interval: 54
AssociateProfessor(ID8247) => Min Interval: 15, Max Interval: 38
AssociateProfessor(ID8249) => Min Interval: 19, Max Interval: 44
AssociateProfessor(ID8251) => Min Interval: 27, Max Interval: 49
AssociateProfessor(ID8255) => Min Interval: 29, Max Interval: 33
AssociateProfessor(ID8257) => Min Interval: 27, Max Interval: 35
AssociateProfessor(ID8259) => Min Interval: 40, Max Interval: 42
AssociateProfessor(ID8260) => Min Interval: 33, Max Interval: 43
AssociateProfessor(ID8262) => Min Interval: 24, Max Interval: 38
AssociateProfessor(ID8263) => Min Interval: 33, Max Interval: 39
AssociateProfessor(ID8265) => Min Interval: 9, Max Interval: 51
AssociateProfessor(ID8266) => Min Interval: 38, Max Interval: 40
AssociateProfessor(ID8267) => Min Interval: 19, Max Interval: 34
AssociateProfessor(ID8271) => Min Interval: 22, Max Interval: 46
AssociateProfessor(ID8272) => Min Interval: 37, Max Interval: 47
AssociateProfessor(ID8277) => Min Interval: 36, Max Interval: 37
AssociateProfessor(ID8279) => Min Interval: 17, Max Interval: 50
AssociateProfessor(ID8280) => Min Interval: 46, Max Interval: 51
AssociateProfessor(ID8282) => Min Interval: 2, Max Interval: 45
AssociateProfessor(ID8285) => Min Interval: 40, Max Interval: 45
AssociateProfessor(ID8286) => Min Interval: 8, Max Interval: 51
AssociateProfessor(ID8287) => Min Interval: 34, Max Interval: 49
AssociateProfessor(ID8288) => Min Interval: 44, Max Interval: 51
AssociateProfessor(ID8291) => Min Interval: 29, Max Interval: 51
AssociateProfessor(ID8294) => Min Interval: 17, Max Interval: 33
AssociateProfessor(ID8296) => Min Interval: 23, Max Interval: 49
AssociateProfessor(ID8297) => Min Interval: 26, Max Interval: 38
AssociateProfessor(ID8298) => Min Interval: 15, Max Interval: 39
AssociateProfessor(ID8299) => Min Interval: 24, Max Interval: 26
AssociateProfessor(ID8310) => Min Interval: 18, Max Interval: 28
AssociateProfessor(ID8314) => Min Interval: 28, Max Interval: 40
AssociateProfessor(ID8316) => Min Interval: 19, Max Interval: 38
AssociateProfessor(ID8320) => Min Interval: 39, Max Interval: 41
AssociateProfessor(ID8323) => Min Interval: 25, Max Interval: 32
AssociateProfessor(ID8324) => Min Interval: 18, Max Interval: 40
AssociateProfessor(ID8328) => Min Interval: 13, Max Interval: 52
AssociateProfessor(ID8331) => Min Interval: 18, Max Interval: 49
AssociateProfessor(ID8332) => Min Interval: 26, Max Interval: 41
AssociateProfessor(ID8336) => Min Interval: 47, Max Interval: 50
AssociateProfessor(ID8338) => Min Interval: 14, Max Interval: 50
AssociateProfessor(ID8339) => Min Interval: 15, Max Interval: 41
AssociateProfessor(ID8340) => Min Interval: 23, Max Interval: 42
AssociateProfessor(ID8342) => Min Interval: 19, Max Interval: 49
AssociateProfessor(ID8344) => Min Interval: 16, Max Interval: 47
AssociateProfessor(ID8345) => Min Interval: 16, Max Interval: 35
AssociateProfessor(ID8348) => Min Interval: 34, Max Interval: 49
AssociateProfessor(ID8350) => Min Interval: 37, Max Interval: 40
AssociateProfessor(ID8355) => Min Interval: 30, Max Interval: 51
AssociateProfessor(ID8358) => Min Interval: 17, Max Interval: 51
AssociateProfessor(ID8360) => Min Interval: 17, Max Interval: 36
AssociateProfessor(ID8369) => Min Interval: 9, Max Interval: 52
AssociateProfessor(ID8370) => Min Interval: 9, Max Interval: 52
AssociateProfessor(ID8377) => Min Interval: 18, Max Interval: 50
AssociateProfessor(ID8378) => Min Interval: 16, Max Interval: 30
AssociateProfessor(ID8381) => Min Interval: 18, Max Interval: 50
AssociateProfessor(ID8382) => Min Interval: 17, Max Interval: 30
AssociateProfessor(ID8386) => Min Interval: 24, Max Interval: 42
AssociateProfessor(ID8388) => Min Interval: 16, Max Interval: 38
AssociateProfessor(ID8391) => Min Interval: 13, Max Interval: 53
AssociateProfessor(ID8394) => Min Interval: 8, Max Interval: 36
AssociateProfessor(ID8397) => Min Interval: 16, Max Interval: 45
AssociateProfessor(ID8398) => Min Interval: 22, Max Interval: 33
AssociateProfessor(ID8400) => Min Interval: 33, Max Interval: 50
AssociateProfessor(ID8401) => Min Interval: 17, Max Interval: 38
AssociateProfessor(ID8402) => Min Interval: 30, Max Interval: 47
AssociateProfessor(ID8404) => Min Interval: 24, Max Interval: 35
AssociateProfessor(ID8409) => Min Interval: 35, Max Interval: 36
AssociateProfessor(ID8412) => Min Interval: 18, Max Interval: 46
AssociateProfessor(ID8413) => Min Interval: 16, Max Interval: 38
AssociateProfessor(ID8415) => Min Interval: 13, Max Interval: 54
AssociateProfessor(ID8416) => Min Interval: 20, Max Interval: 43
AssociateProfessor(ID8417) => Min Interval: 23, Max Interval: 45
AssociateProfessor(ID8420) => Min Interval: 20, Max Interval: 53
AssociateProfessor(ID8424) => Min Interval: 20, Max Interval: 39
AssociateProfessor(ID8426) => Min Interval: 20, Max Interval: 29
AssociateProfessor(ID8428) => Min Interval: 21, Max Interval: 48
AssociateProfessor(ID8430) => Min Interval: 15, Max Interval: 41
AssociateProfessor(ID8431) => Min Interval: 31, Max Interval: 41
AssociateProfessor(ID8437) => Min Interval: 28, Max Interval: 51
AssociateProfessor(ID8441) => Min Interval: 33, Max Interval: 48
AssociateProfessor(ID8443) => Min Interval: 16, Max Interval: 29
AssociateProfessor(ID8444) => Min Interval: 17, Max Interval: 31
AssociateProfessor(ID8447) => Min Interval: 15, Max Interval: 46
AssociateProfessor(ID8448) => Min Interval: 31, Max Interval: 45
AssociateProfessor(ID8449) => Min Interval: 20, Max Interval: 31
AssociateProfessor(ID8451) => Min Interval: 17, Max Interval: 35
AssociateProfessor(ID8454) => Min Interval: 28, Max Interval: 50
AssociateProfessor(ID8459) => Min Interval: 10, Max Interval: 43
AssociateProfessor(ID8462) => Min Interval: 43, Max Interval: 48
AssociateProfessor(ID8463) => Min Interval: 25, Max Interval: 43
AssociateProfessor(ID8467) => Min Interval: 16, Max Interval: 52
AssociateProfessor(ID8468) => Min Interval: 8, Max Interval: 39
AssociateProfessor(ID8472) => Min Interval: 35, Max Interval: 40
AssociateProfessor(ID8473) => Min Interval: 22, Max Interval: 51
AssociateProfessor(ID8475) => Min Interval: 45, Max Interval: 50
AssociateProfessor(ID8480) => Min Interval: 12, Max Interval: 33
AssociateProfessor(ID8484) => Min Interval: 36, Max Interval: 46
AssociateProfessor(ID8485) => Min Interval: 18, Max Interval: 28
AssociateProfessor(ID8488) => Min Interval: 49, Max Interval: 50
AssociateProfessor(ID8489) => Min Interval: 17, Max Interval: 21
AssociateProfessor(ID8495) => Min Interval: 16, Max Interval: 49
AssociateProfessor(ID8500) => Min Interval: 24, Max Interval: 35
AssociateProfessor(ID8503) => Min Interval: 33, Max Interval: 48
AssociateProfessor(ID8505) => Min Interval: 28, Max Interval: 29
AssociateProfessor(ID8511) => Min Interval: 30, Max Interval: 45
AssociateProfessor(ID8514) => Min Interval: 20, Max Interval: 34
AssociateProfessor(ID8517) => Min Interval: 24, Max Interval: 34
AssociateProfessor(ID8518) => Min Interval: 18, Max Interval: 49
AssociateProfessor(ID8523) => Min Interval: 26, Max Interval: 46
AssociateProfessor(ID8524) => Min Interval: 21, Max Interval: 32
AssociateProfessor(ID8529) => Min Interval: 39, Max Interval: 41
AssociateProfessor(ID8533) => Min Interval: 34, Max Interval: 43
AssociateProfessor(ID8534) => Min Interval: 17, Max Interval: 36
AssociateProfessor(ID8537) => Min Interval: 22, Max Interval: 42
AssociateProfessor(ID8538) => Min Interval: 36, Max Interval: 43
AssociateProfessor(ID8540) => Min Interval: 38, Max Interval: 50
AssociateProfessor(ID8544) => Min Interval: 16, Max Interval: 26
AssociateProfessor(ID8545) => Min Interval: 27, Max Interval: 35
AssociateProfessor(ID8548) => Min Interval: 23, Max Interval: 51
AssociateProfessor(ID8551) => Min Interval: 16, Max Interval: 37
AssociateProfessor(ID8553) => Min Interval: 25, Max Interval: 49
AssociateProfessor(ID8555) => Min Interval: 43, Max Interval: 46
AssociateProfessor(ID8556) => Min Interval: 11, Max Interval: 45
AssociateProfessor(ID8557) => Min Interval: 11, Max Interval: 16
AssociateProfessor(ID8561) => Min Interval: 31, Max Interval: 50
AssociateProfessor(ID8570) => Min Interval: 27, Max Interval: 50
AssociateProfessor(ID8573) => Min Interval: 16, Max Interval: 49
AssociateProfessor(ID8575) => Min Interval: 26, Max Interval: 42
AssociateProfessor(ID8583) => Min Interval: 31, Max Interval: 42
AssociateProfessor(ID8585) => Min Interval: 36, Max Interval: 50
AssociateProfessor(ID8587) => Min Interval: 40, Max Interval: 46
AssociateProfessor(ID8589) => Min Interval: 22, Max Interval: 48
AssociateProfessor(ID8593) => Min Interval: 24, Max Interval: 53
AssociateProfessor(ID8596) => Min Interval: 20, Max Interval: 34
AssociateProfessor(ID8598) => Min Interval: 33, Max Interval: 51
AssociateProfessor(ID8599) => Min Interval: 22, Max Interval: 25
AssociateProfessor(ID8603) => Min Interval: 21, Max Interval: 29
AssociateProfessor(ID8609) => Min Interval: 36, Max Interval: 50
AssociateProfessor(ID8610) => Min Interval: 17, Max Interval: 47
AssociateProfessor(ID8612) => Min Interval: 19, Max Interval: 45
AssociateProfessor(ID8614) => Min Interval: 38, Max Interval: 45
AssociateProfessor(ID8615) => Min Interval: 22, Max Interval: 49
AssociateProfessor(ID8620) => Min Interval: 22, Max Interval: 46
AssociateProfessor(ID8623) => Min Interval: 25, Max Interval: 48
AssociateProfessor(ID8624) => Min Interval: 16, Max Interval: 42
AssociateProfessor(ID8628) => Min Interval: 20, Max Interval: 50
AssociateProfessor(ID8629) => Min Interval: 22, Max Interval: 44
AssociateProfessor(ID8632) => Min Interval: 12, Max Interval: 45
AssociateProfessor(ID8634) => Min Interval: 33, Max Interval: 44
AssociateProfessor(ID8635) => Min Interval: 19, Max Interval: 24
AssociateProfessor(ID8641) => Min Interval: 41, Max Interval: 43
AssociateProfessor(ID8642) => Min Interval: 18, Max Interval: 35
AssociateProfessor(ID8648) => Min Interval: 31, Max Interval: 43
AssociateProfessor(ID8649) => Min Interval: 15, Max Interval: 23
AssociateProfessor(ID8650) => Min Interval: 24, Max Interval: 49
AssociateProfessor(ID8654) => Min Interval: 17, Max Interval: 38
AssociateProfessor(ID8655) => Min Interval: 17, Max Interval: 28
AssociateProfessor(ID8660) => Min Interval: 29, Max Interval: 37
AssociateProfessor(ID8663) => Min Interval: 30, Max Interval: 34
AssociateProfessor(ID8664) => Min Interval: 23, Max Interval: 50
AssociateProfessor(ID8666) => Min Interval: 32, Max Interval: 50
AssociateProfessor(ID8670) => Min Interval: 29, Max Interval: 31
AssociateProfessor(ID8671) => Min Interval: 30, Max Interval: 42
AssociateProfessor(ID8672) => Min Interval: 26, Max Interval: 31
AssociateProfessor(ID8676) => Min Interval: 36, Max Interval: 37
AssociateProfessor(ID8678) => Min Interval: 34, Max Interval: 42
AssociateProfessor(ID8681) => Min Interval: 20, Max Interval: 37
AssociateProfessor(ID8682) => Min Interval: 33, Max Interval: 47
AssociateProfessor(ID8691) => Min Interval: 18, Max Interval: 45
AssociateProfessor(ID8694) => Min Interval: 28, Max Interval: 44
AssociateProfessor(ID8695) => Min Interval: 32, Max Interval: 50
AssociateProfessor(ID8701) => Min Interval: 30, Max Interval: 37
AssociateProfessor(ID8702) => Min Interval: 16, Max Interval: 49
AssociateProfessor(ID8704) => Min Interval: 18, Max Interval: 49
AssociateProfessor(ID8705) => Min Interval: 40, Max Interval: 46
AssociateProfessor(ID8709) => Min Interval: 12, Max Interval: 50
AssociateProfessor(ID8711) => Min Interval: 27, Max Interval: 51
AssociateProfessor(ID8712) => Min Interval: 15, Max Interval: 20
AssociateProfessor(ID8719) => Min Interval: 37, Max Interval: 50
AssociateProfessor(ID8732) => Min Interval: 18, Max Interval: 33
AssociateProfessor(ID8734) => Min Interval: 30, Max Interval: 37
AssociateProfessor(ID8735) => Min Interval: 15, Max Interval: 34
AssociateProfessor(ID8739) => Min Interval: 20, Max Interval: 27
AssociateProfessor(ID8741) => Min Interval: 22, Max Interval: 47
AssociateProfessor(ID8751) => Min Interval: 27, Max Interval: 28
AssociateProfessor(ID8753) => Min Interval: 17, Max Interval: 47
AssociateProfessor(ID8756) => Min Interval: 16, Max Interval: 34
AssociateProfessor(ID8760) => Min Interval: 42, Max Interval: 51
AssociateProfessor(ID8764) => Min Interval: 26, Max Interval: 37
AssociateProfessor(ID8768) => Min Interval: 43, Max Interval: 50
AssociateProfessor(ID8770) => Min Interval: 15, Max Interval: 47
AssociateProfessor(ID8774) => Min Interval: 22, Max Interval: 45
AssociateProfessor(ID8799) => Min Interval: 22, Max Interval: 26
AssociateProfessor(ID8812) => Min Interval: 15, Max Interval: 48
AssociateProfessor(ID8813) => Min Interval: 19, Max Interval: 51
AssociateProfessor(ID8820) => Min Interval: 31, Max Interval: 43
AssociateProfessor(ID8827) => Min Interval: 28, Max Interval: 49
AssociateProfessor(ID8846) => Min Interval: 35, Max Interval: 41
AssociateProfessor(ID8848) => Min Interval: 28, Max Interval: 33
AssociateProfessor(ID8850) => Min Interval: 11, Max Interval: 19
AssociateProfessor(ID8852) => Min Interval: 11, Max Interval: 51
AssociateProfessor(ID8854) => Min Interval: 12, Max Interval: 42
AssociateProfessor(ID8855) => Min Interval: 11, Max Interval: 40
AssociateProfessor(ID8857) => Min Interval: 17, Max Interval: 23
AssociateProfessor(ID8861) => Min Interval: 18, Max Interval: 49
AssociateProfessor(ID8862) => Min Interval: 10, Max Interval: 55
AssociateProfessor(ID8863) => Min Interval: 31, Max Interval: 46
AssociateProfessor(ID8866) => Min Interval: 12, Max Interval: 42
AssociateProfessor(ID8867) => Min Interval: 25, Max Interval: 39
AssociateProfessor(ID8869) => Min Interval: 7, Max Interval: 53
AssociateProfessor(ID8870) => Min Interval: 21, Max Interval: 38
AssociateProfessor(ID8872) => Min Interval: 23, Max Interval: 40
AssociateProfessor(ID8879) => Min Interval: 11, Max Interval: 51
AssociateProfessor(ID8880) => Min Interval: 6, Max Interval: 48
AssociateProfessor(ID8882) => Min Interval: 14, Max Interval: 48
AssociateProfessor(ID8884) => Min Interval: 14, Max Interval: 53
AssociateProfessor(ID8886) => Min Interval: 14, Max Interval: 46
AssociateProfessor(ID8887) => Min Interval: 18, Max Interval: 49
AssociateProfessor(ID8889) => Min Interval: 19, Max Interval: 51
AssociateProfessor(ID8890) => Min Interval: 35, Max Interval: 41
AssociateProfessor(ID8892) => Min Interval: 16, Max Interval: 49
AssociateProfessor(ID8893) => Min Interval: 19, Max Interval: 48
AssociateProfessor(ID8894) => Min Interval: 1, Max Interval: 44
AssociateProfessor(ID8895) => Min Interval: 0, Max Interval: 42
AssociateProfessor(ID8900) => Min Interval: 24, Max Interval: 33
AssociateProfessor(ID8902) => Min Interval: 17, Max Interval: 51
AssociateProfessor(ID8905) => Min Interval: 17, Max Interval: 40
AssociateProfessor(ID8907) => Min Interval: 29, Max Interval: 50
AssociateProfessor(ID8908) => Min Interval: 10, Max Interval: 54
AssociateProfessor(ID8909) => Min Interval: 23, Max Interval: 43
AssociateProfessor(ID8911) => Min Interval: 23, Max Interval: 32
AssociateProfessor(ID8915) => Min Interval: 21, Max Interval: 44
AssociateProfessor(ID8919) => Min Interval: 10, Max Interval: 27
AssociateProfessor(ID8921) => Min Interval: 15, Max Interval: 38
AssociateProfessor(ID8922) => Min Interval: 1, Max Interval: 39
AssociateProfessor(ID8923) => Min Interval: 20, Max Interval: 53
AssociateProfessor(ID8940) => Min Interval: 33, Max Interval: 51
AssociateProfessor(ID8942) => Min Interval: 24, Max Interval: 51
AssociateProfessor(ID8944) => Min Interval: 12, Max Interval: 41
AssociateProfessor(ID8946) => Min Interval: 11, Max Interval: 44
AssociateProfessor(ID8949) => Min Interval: 8, Max Interval: 44
AssociateProfessor(ID8950) => Min Interval: 21, Max Interval: 36
AssociateProfessor(ID8953) => Min Interval: 15, Max Interval: 46
AssociateProfessor(ID8957) => Min Interval: 17, Max Interval: 51
AssociateProfessor(ID8962) => Min Interval: 35, Max Interval: 49
AssociateProfessor(ID8965) => Min Interval: 30, Max Interval: 46
AssociateProfessor(ID8968) => Min Interval: 16, Max Interval: 49
AssociateProfessor(ID8970) => Min Interval: 46, Max Interval: 47
AssociateProfessor(ID8971) => Min Interval: 23, Max Interval: 43
AssociateProfessor(ID8972) => Min Interval: 26, Max Interval: 36
AssociateProfessor(ID8973) => Min Interval: 29, Max Interval: 43
