Stored fact information:
SmartStudent(ID0) => Min Interval: 22, Max Interval: 40
SmartStudent(ID7896) => Min Interval: 22, Max Interval: 31
SmartStudent(ID7897) => Min Interval: 22, Max Interval: 46
SmartStudent(ID7898) => Min Interval: 27, Max Interval: 33
SmartStudent(ID7901) => Min Interval: 25, Max Interval: 43
SmartStudent(ID7904) => Min Interval: 22, Max Interval: 28
SmartStudent(ID7906) => Min Interval: 25, Max Interval: 48
SmartStudent(ID7909) => Min Interval: 22, Max Interval: 23
SmartStudent(ID7910) => Min Interval: 28, Max Interval: 44
SmartStudent(ID7911) => Min Interval: 22, Max Interval: 47
SmartStudent(ID7912) => Min Interval: 22, Max Interval: 29
SmartStudent(ID7914) => Min Interval: 34, Max Interval: 36
SmartStudent(ID7915) => Min Interval: 22, Max Interval: 22
SmartStudent(ID7918) => Min Interval: 22, Max Interval: 26
SmartStudent(ID7922) => Min Interval: 22, Max Interval: 36
SmartStudent(ID7923) => Min Interval: 23, Max Interval: 25
SmartStudent(ID7925) => Min Interval: 22, Max Interval: 27
SmartStudent(ID7926) => Min Interval: 22, Max Interval: 31
SmartStudent(ID7927) => Min Interval: 22, Max Interval: 35
SmartStudent(ID7929) => Min Interval: 39, Max Interval: 42
SmartStudent(ID7934) => Min Interval: 41, Max Interval: 43
SmartStudent(ID7936) => Min Interval: 22, Max Interval: 37
SmartStudent(ID7941) => Min Interval: 22, Max Interval: 45
SmartStudent(ID7944) => Min Interval: 25, Max Interval: 40
SmartStudent(ID7946) => Min Interval: 22, Max Interval: 29
SmartStudent(ID7947) => Min Interval: 22, Max Interval: 36
SmartStudent(ID7949) => Min Interval: 23, Max Interval: 43
SmartStudent(ID7950) => Min Interval: 22, Max Interval: 32
SmartStudent(ID7953) => Min Interval: 36, Max Interval: 36
SmartStudent(ID7954) => Min Interval: 28, Max Interval: 28
SmartStudent(ID7955) => Min Interval: 26, Max Interval: 39
SmartStudent(ID7956) => Min Interval: 24, Max Interval: 42
SmartStudent(ID7960) => Min Interval: 24, Max Interval: 35
SmartStudent(ID7961) => Min Interval: 22, Max Interval: 42
SmartStudent(ID7962) => Min Interval: 38, Max Interval: 40
SmartStudent(ID7963) => Min Interval: 22, Max Interval: 34
SmartStudent(ID7964) => Min Interval: 22, Max Interval: 34
SmartStudent(ID7965) => Min Interval: 22, Max Interval: 38
SmartStudent(ID7966) => Min Interval: 22, Max Interval: 45
SmartStudent(ID7968) => Min Interval: 22, Max Interval: 36
SmartStudent(ID7969) => Min Interval: 22, Max Interval: 41
SmartStudent(ID7974) => Min Interval: 22, Max Interval: 33
SmartStudent(ID7975) => Min Interval: 22, Max Interval: 29
SmartStudent(ID7976) => Min Interval: 22, Max Interval: 33
SmartStudent(ID7977) => Min Interval: 22, Max Interval: 44
SmartStudent(ID7978) => Min Interval: 22, Max Interval: 45
SmartStudent(ID7981) => Min Interval: 22, Max Interval: 36
SmartStudent(ID7984) => Min Interval: 22, Max Interval: 28
SmartStudent(ID7985) => Min Interval: 22, Max Interval: 31
SmartStudent(ID7986) => Min Interval: 25, Max Interval: 28
SmartStudent(ID7989) => Min Interval: 22, Max Interval: 35
SmartStudent(ID7990) => Min Interval: 22, Max Interval: 39
SmartStudent(ID7994) => Min Interval: 40, Max Interval: 42
SmartStudent(ID7995) => Min Interval: 22, Max Interval: 34
SmartStudent(ID7996) => Min Interval: 22, Max Interval: 32
SmartStudent(ID7997) => Min Interval: 27, Max Interval: 44
SmartStudent(ID7998) => Min Interval: 22, Max Interval: 43
SmartStudent(ID8000) => Min Interval: 22, Max Interval: 25
SmartStudent(ID8002) => Min Interval: 25, Max Interval: 39
SmartStudent(ID8006) => Min Interval: 22, Max Interval: 47
SmartStudent(ID8007) => Min Interval: 22, Max Interval: 35
SmartStudent(ID8009) => Min Interval: 29, Max Interval: 46
SmartStudent(ID8011) => Min Interval: 28, Max Interval: 33
SmartStudent(ID8013) => Min Interval: 30, Max Interval: 37
SmartStudent(ID8015) => Min Interval: 22, Max Interval: 40
SmartStudent(ID8018) => Min Interval: 36, Max Interval: 44
SmartStudent(ID8021) => Min Interval: 22, Max Interval: 40
SmartStudent(ID8022) => Min Interval: 29, Max Interval: 48
SmartStudent(ID8023) => Min Interval: 22, Max Interval: 37
SmartStudent(ID8025) => Min Interval: 22, Max Interval: 22
SmartStudent(ID8029) => Min Interval: 22, Max Interval: 38
SmartStudent(ID8031) => Min Interval: 22, Max Interval: 28
SmartStudent(ID8033) => Min Interval: 28, Max Interval: 31
SmartStudent(ID8036) => Min Interval: 22, Max Interval: 36
SmartStudent(ID8038) => Min Interval: 22, Max Interval: 46
SmartStudent(ID8039) => Min Interval: 23, Max Interval: 47
SmartStudent(ID8042) => Min Interval: 22, Max Interval: 31
SmartStudent(ID8043) => Min Interval: 36, Max Interval: 50
SmartStudent(ID8044) => Min Interval: 22, Max Interval: 42
SmartStudent(ID8045) => Min Interval: 22, Max Interval: 42
SmartStudent(ID8046) => Min Interval: 31, Max Interval: 44
SmartStudent(ID8047) => Min Interval: 22, Max Interval: 33
SmartStudent(ID8049) => Min Interval: 22, Max Interval: 46
SmartStudent(ID8051) => Min Interval: 22, Max Interval: 33
SmartStudent(ID8052) => Min Interval: 22, Max Interval: 38
SmartStudent(ID8054) => Min Interval: 22, Max Interval: 26
SmartStudent(ID8056) => Min Interval: 22, Max Interval: 37
SmartStudent(ID8057) => Min Interval: 22, Max Interval: 27
SmartStudent(ID8059) => Min Interval: 26, Max Interval: 30
SmartStudent(ID8063) => Min Interval: 22, Max Interval: 37
SmartStudent(ID8064) => Min Interval: 22, Max Interval: 34
SmartStudent(ID8066) => Min Interval: 26, Max Interval: 43
SmartStudent(ID8067) => Min Interval: 32, Max Interval: 35
SmartStudent(ID8071) => Min Interval: 22, Max Interval: 39
SmartStudent(ID8073) => Min Interval: 22, Max Interval: 30
SmartStudent(ID8075) => Min Interval: 22, Max Interval: 25
SmartStudent(ID8076) => Min Interval: 23, Max Interval: 35
SmartStudent(ID8078) => Min Interval: 34, Max Interval: 48
SmartStudent(ID8083) => Min Interval: 22, Max Interval: 33
SmartStudent(ID8085) => Min Interval: 28, Max Interval: 35
SmartStudent(ID8086) => Min Interval: 22, Max Interval: 34
SmartStudent(ID8087) => Min Interval: 22, Max Interval: 44
SmartStudent(ID8088) => Min Interval: 22, Max Interval: 42
SmartStudent(ID8093) => Min Interval: 22, Max Interval: 40
SmartStudent(ID8095) => Min Interval: 22, Max Interval: 32
SmartStudent(ID8099) => Min Interval: 27, Max Interval: 38
SmartStudent(ID8100) => Min Interval: 24, Max Interval: 49
SmartStudent(ID8105) => Min Interval: 22, Max Interval: 25
SmartStudent(ID8106) => Min Interval: 28, Max Interval: 34
SmartStudent(ID8107) => Min Interval: 33, Max Interval: 42
SmartStudent(ID8108) => Min Interval: 25, Max Interval: 41
SmartStudent(ID8109) => Min Interval: 22, Max Interval: 23
SmartStudent(ID8110) => Min Interval: 22, Max Interval: 46
SmartStudent(ID8111) => Min Interval: 22, Max Interval: 28
SmartStudent(ID8114) => Min Interval: 22, Max Interval: 23
SmartStudent(ID8117) => Min Interval: 22, Max Interval: 43
SmartStudent(ID8118) => Min Interval: 22, Max Interval: 42
SmartStudent(ID8119) => Min Interval: 22, Max Interval: 34
SmartStudent(ID8120) => Min Interval: 32, Max Interval: 42
SmartStudent(ID8124) => Min Interval: 27, Max Interval: 40
SmartStudent(ID8127) => Min Interval: 24, Max Interval: 45
SmartStudent(ID8129) => Min Interval: 22, Max Interval: 49
SmartStudent(ID8131) => Min Interval: 22, Max Interval: 33
SmartStudent(ID8134) => Min Interval: 22, Max Interval: 24
SmartStudent(ID8140) => Min Interval: 23, Max Interval: 45
SmartStudent(ID8141) => Min Interval: 25, Max Interval: 33
SmartStudent(ID8142) => Min Interval: 24, Max Interval: 47
SmartStudent(ID8143) => Min Interval: 22, Max Interval: 44
SmartStudent(ID8144) => Min Interval: 22, Max Interval: 39
SmartStudent(ID8145) => Min Interval: 22, Max Interval: 44
SmartStudent(ID8146) => Min Interval: 29, Max Interval: 31
SmartStudent(ID8148) => Min Interval: 22, Max Interval: 40
SmartStudent(ID8153) => Min Interval: 30, Max Interval: 37
SmartStudent(ID8155) => Min Interval: 22, Max Interval: 37
SmartStudent(ID8157) => Min Interval: 22, Max Interval: 34
SmartStudent(ID8159) => Min Interval: 22, Max Interval: 29
SmartStudent(ID8162) => Min Interval: 22, Max Interval: 42
SmartStudent(ID8163) => Min Interval: 22, Max Interval: 40
SmartStudent(ID8165) => Min Interval: 22, Max Interval: 43
SmartStudent(ID8166) => Min Interval: 22, Max Interval: 26
SmartStudent(ID8167) => Min Interval: 22, Max Interval: 27
SmartStudent(ID8172) => Min Interval: 29, Max Interval: 40
SmartStudent(ID8173) => Min Interval: 22, Max Interval: 35
SmartStudent(ID8174) => Min Interval: 36, Max Interval: 40
SmartStudent(ID8175) => Min Interval: 30, Max Interval: 43
SmartStudent(ID8176) => Min Interval: 22, Max Interval: 34
SmartStudent(ID8177) => Min Interval: 22, Max Interval: 34
SmartStudent(ID8179) => Min Interval: 32, Max Interval: 36
SmartStudent(ID8180) => Min Interval: 22, Max Interval: 45
SmartStudent(ID8181) => Min Interval: 22, Max Interval: 38
SmartStudent(ID8185) => Min Interval: 36, Max Interval: 42
SmartStudent(ID8186) => Min Interval: 22, Max Interval: 34
SmartStudent(ID8187) => Min Interval: 22, Max Interval: 50
SmartStudent(ID8194) => Min Interval: 22, Max Interval: 30
SmartStudent(ID8196) => Min Interval: 22, Max Interval: 28
SmartStudent(ID8197) => Min Interval: 22, Max Interval: 37
SmartStudent(ID8198) => Min Interval: 22, Max Interval: 49
SmartStudent(ID8201) => Min Interval: 40, Max Interval: 41
SmartStudent(ID8203) => Min Interval: 26, Max Interval: 34
SmartStudent(ID8204) => Min Interval: 22, Max Interval: 45
SmartStudent(ID8205) => Min Interval: 22, Max Interval: 40
SmartStudent(ID8206) => Min Interval: 22, Max Interval: 25
SmartStudent(ID8207) => Min Interval: 22, Max Interval: 40
SmartStudent(ID8209) => Min Interval: 26, Max Interval: 48
SmartStudent(ID8210) => Min Interval: 22, Max Interval: 47
SmartStudent(ID8211) => Min Interval: 36, Max Interval: 41
SmartStudent(ID8213) => Min Interval: 28, Max Interval: 48
SmartStudent(ID8218) => Min Interval: 22, Max Interval: 32
SmartStudent(ID8219) => Min Interval: 22, Max Interval: 37
SmartStudent(ID8221) => Min Interval: 22, Max Interval: 32
SmartStudent(ID8224) => Min Interval: 22, Max Interval: 45
SmartStudent(ID8227) => Min Interval: 22, Max Interval: 24
SmartStudent(ID8229) => Min Interval: 29, Max Interval: 40
SmartStudent(ID8231) => Min Interval: 22, Max Interval: 39
SmartStudent(ID8233) => Min Interval: 22, Max Interval: 41
SmartStudent(ID8234) => Min Interval: 22, Max Interval: 44
SmartStudent(ID8236) => Min Interval: 23, Max Interval: 41
SmartStudent(ID8239) => Min Interval: 27, Max Interval: 30
SmartStudent(ID8240) => Min Interval: 22, Max Interval: 47
SmartStudent(ID8241) => Min Interval: 22, Max Interval: 42
SmartStudent(ID8245) => Min Interval: 22, Max Interval: 39
SmartStudent(ID8246) => Min Interval: 34, Max Interval: 49
SmartStudent(ID8247) => Min Interval: 22, Max Interval: 24
SmartStudent(ID8249) => Min Interval: 22, Max Interval: 36
SmartStudent(ID8251) => Min Interval: 22, Max Interval: 45
SmartStudent(ID8255) => Min Interval: 22, Max Interval: 32
SmartStudent(ID8257) => Min Interval: 22, Max Interval: 34
SmartStudent(ID8259) => Min Interval: 25, Max Interval: 41
SmartStudent(ID8260) => Min Interval: 22, Max Interval: 42
SmartStudent(ID8262) => Min Interval: 22, Max Interval: 37
SmartStudent(ID8263) => Min Interval: 22, Max Interval: 38
SmartStudent(ID8264) => Min Interval: 38, Max Interval: 38
SmartStudent(ID8265) => Min Interval: 22, Max Interval: 31
SmartStudent(ID8266) => Min Interval: 23, Max Interval: 39
SmartStudent(ID8271) => Min Interval: 34, Max Interval: 45
SmartStudent(ID8272) => Min Interval: 22, Max Interval: 31
SmartStudent(ID8277) => Min Interval: 30, Max Interval: 36
SmartStudent(ID8278) => Min Interval: 29, Max Interval: 36
SmartStudent(ID8279) => Min Interval: 22, Max Interval: 49
SmartStudent(ID8280) => Min Interval: 31, Max Interval: 48
SmartStudent(ID8285) => Min Interval: 25, Max Interval: 44
SmartStudent(ID8286) => Min Interval: 22, Max Interval: 30
SmartStudent(ID8287) => Min Interval: 22, Max Interval: 39
SmartStudent(ID8291) => Min Interval: 32, Max Interval: 48
SmartStudent(ID8294) => Min Interval: 22, Max Interval: 27
SmartStudent(ID8295) => Min Interval: 28, Max Interval: 41
SmartStudent(ID8297) => Min Interval: 22, Max Interval: 37
SmartStudent(ID8298) => Min Interval: 22, Max Interval: 38
SmartStudent(ID8299) => Min Interval: 22, Max Interval: 25
SmartStudent(ID8303) => Min Interval: 22, Max Interval: 24
SmartStudent(ID8304) => Min Interval: 22, Max Interval: 37
SmartStudent(ID8310) => Min Interval: 22, Max Interval: 48
SmartStudent(ID8311) => Min Interval: 28, Max Interval: 38
SmartStudent(ID8314) => Min Interval: 22, Max Interval: 39
SmartStudent(ID8316) => Min Interval: 22, Max Interval: 24
SmartStudent(ID8320) => Min Interval: 24, Max Interval: 29
SmartStudent(ID8323) => Min Interval: 22, Max Interval: 40
SmartStudent(ID8324) => Min Interval: 22, Max Interval: 39
SmartStudent(ID8328) => Min Interval: 22, Max Interval: 40
SmartStudent(ID8330) => Min Interval: 25, Max Interval: 45
SmartStudent(ID8331) => Min Interval: 22, Max Interval: 45
SmartStudent(ID8333) => Min Interval: 23, Max Interval: 42
SmartStudent(ID8338) => Min Interval: 25, Max Interval: 43
SmartStudent(ID8339) => Min Interval: 23, Max Interval: 40
SmartStudent(ID8340) => Min Interval: 22, Max Interval: 35
SmartStudent(ID8342) => Min Interval: 22, Max Interval: 35
SmartStudent(ID8344) => Min Interval: 22, Max Interval: 42
SmartStudent(ID8345) => Min Interval: 22, Max Interval: 34
SmartStudent(ID8348) => Min Interval: 22, Max Interval: 48
SmartStudent(ID8350) => Min Interval: 22, Max Interval: 39
SmartStudent(ID8351) => Min Interval: 22, Max Interval: 26
SmartStudent(ID8353) => Min Interval: 31, Max Interval: 41
SmartStudent(ID8355) => Min Interval: 48, Max Interval: 50
SmartStudent(ID8357) => Min Interval: 24, Max Interval: 27
SmartStudent(ID8358) => Min Interval: 23, Max Interval: 50
SmartStudent(ID8360) => Min Interval: 22, Max Interval: 40
SmartStudent(ID8369) => Min Interval: 42, Max Interval: 44
SmartStudent(ID8370) => Min Interval: 22, Max Interval: 45
SmartStudent(ID8374) => Min Interval: 38, Max Interval: 39
SmartStudent(ID8376) => Min Interval: 23, Max Interval: 41
SmartStudent(ID8377) => Min Interval: 22, Max Interval: 49
SmartStudent(ID8378) => Min Interval: 22, Max Interval: 29
SmartStudent(ID8379) => Min Interval: 35, Max Interval: 37
SmartStudent(ID8381) => Min Interval: 22, Max Interval: 38
SmartStudent(ID8382) => Min Interval: 22, Max Interval: 29
SmartStudent(ID8386) => Min Interval: 22, Max Interval: 41
SmartStudent(ID8388) => Min Interval: 22, Max Interval: 37
SmartStudent(ID8390) => Min Interval: 45, Max Interval: 48
SmartStudent(ID8391) => Min Interval: 44, Max Interval: 50
SmartStudent(ID8392) => Min Interval: 27, Max Interval: 31
SmartStudent(ID8394) => Min Interval: 22, Max Interval: 25
SmartStudent(ID8396) => Min Interval: 34, Max Interval: 35
SmartStudent(ID8397) => Min Interval: 22, Max Interval: 36
SmartStudent(ID8400) => Min Interval: 22, Max Interval: 48
SmartStudent(ID8401) => Min Interval: 22, Max Interval: 24
SmartStudent(ID8402) => Min Interval: 22, Max Interval: 39
SmartStudent(ID8404) => Min Interval: 22, Max Interval: 28
SmartStudent(ID8409) => Min Interval: 25, Max Interval: 33
SmartStudent(ID8413) => Min Interval: 22, Max Interval: 37
SmartStudent(ID8414) => Min Interval: 22, Max Interval: 23
SmartStudent(ID8415) => Min Interval: 22, Max Interval: 47
SmartStudent(ID8416) => Min Interval: 22, Max Interval: 42
SmartStudent(ID8417) => Min Interval: 22, Max Interval: 40
SmartStudent(ID8420) => Min Interval: 22, Max Interval: 46
SmartStudent(ID8424) => Min Interval: 28, Max Interval: 38
SmartStudent(ID8426) => Min Interval: 23, Max Interval: 28
SmartStudent(ID8428) => Min Interval: 22, Max Interval: 47
SmartStudent(ID8430) => Min Interval: 26, Max Interval: 34
SmartStudent(ID8431) => Min Interval: 22, Max Interval: 40
SmartStudent(ID8437) => Min Interval: 22, Max Interval: 48
SmartStudent(ID8443) => Min Interval: 22, Max Interval: 24
SmartStudent(ID8444) => Min Interval: 22, Max Interval: 30
SmartStudent(ID8447) => Min Interval: 26, Max Interval: 45
SmartStudent(ID8448) => Min Interval: 22, Max Interval: 30
SmartStudent(ID8449) => Min Interval: 22, Max Interval: 30
SmartStudent(ID8451) => Min Interval: 22, Max Interval: 33
SmartStudent(ID8454) => Min Interval: 22, Max Interval: 40
SmartStudent(ID8457) => Min Interval: 23, Max Interval: 30
SmartStudent(ID8459) => Min Interval: 30, Max Interval: 40
SmartStudent(ID8462) => Min Interval: 34, Max Interval: 39
SmartStudent(ID8463) => Min Interval: 22, Max Interval: 29
SmartStudent(ID8464) => Min Interval: 44, Max Interval: 44
SmartStudent(ID8465) => Min Interval: 33, Max Interval: 39
SmartStudent(ID8467) => Min Interval: 22, Max Interval: 49
SmartStudent(ID8468) => Min Interval: 22, Max Interval: 36
SmartStudent(ID8472) => Min Interval: 22, Max Interval: 39
SmartStudent(ID8473) => Min Interval: 23, Max Interval: 28
SmartStudent(ID8475) => Min Interval: 30, Max Interval: 35
SmartStudent(ID8484) => Min Interval: 22, Max Interval: 44
SmartStudent(ID8485) => Min Interval: 26, Max Interval: 27
SmartStudent(ID8488) => Min Interval: 34, Max Interval: 35
SmartStudent(ID8489) => Min Interval: 31, Max Interval: 32
SmartStudent(ID8490) => Min Interval: 22, Max Interval: 25
SmartStudent(ID8495) => Min Interval: 22, Max Interval: 43
SmartStudent(ID8500) => Min Interval: 22, Max Interval: 34
SmartStudent(ID8505) => Min Interval: 22, Max Interval: 28
SmartStudent(ID8511) => Min Interval: 24, Max Interval: 38
SmartStudent(ID8513) => Min Interval: 47, Max Interval: 47
SmartStudent(ID8514) => Min Interval: 22, Max Interval: 33
SmartStudent(ID8517) => Min Interval: 22, Max Interval: 27
SmartStudent(ID8518) => Min Interval: 22, Max Interval: 48
SmartStudent(ID8523) => Min Interval: 22, Max Interval: 35
SmartStudent(ID8524) => Min Interval: 22, Max Interval: 31
SmartStudent(ID8529) => Min Interval: 24, Max Interval: 40
SmartStudent(ID8533) => Min Interval: 22, Max Interval: 42
SmartStudent(ID8534) => Min Interval: 22, Max Interval: 44
SmartStudent(ID8535) => Min Interval: 25, Max Interval: 27
SmartStudent(ID8537) => Min Interval: 22, Max Interval: 48
SmartStudent(ID8538) => Min Interval: 25, Max Interval: 42
SmartStudent(ID8540) => Min Interval: 23, Max Interval: 35
SmartStudent(ID8544) => Min Interval: 22, Max Interval: 22
SmartStudent(ID8545) => Min Interval: 31, Max Interval: 34
SmartStudent(ID8546) => Min Interval: 39, Max Interval: 43
SmartStudent(ID8548) => Min Interval: 22, Max Interval: 45
SmartStudent(ID8551) => Min Interval: 22, Max Interval: 25
SmartStudent(ID8553) => Min Interval: 22, Max Interval: 39
SmartStudent(ID8556) => Min Interval: 22, Max Interval: 38
SmartStudent(ID8557) => Min Interval: 38, Max Interval: 42
SmartStudent(ID8559) => Min Interval: 26, Max Interval: 36
SmartStudent(ID8561) => Min Interval: 22, Max Interval: 43
SmartStudent(ID8565) => Min Interval: 22, Max Interval: 41
SmartStudent(ID8568) => Min Interval: 39, Max Interval: 45
SmartStudent(ID8570) => Min Interval: 22, Max Interval: 49
SmartStudent(ID8571) => Min Interval: 33, Max Interval: 35
SmartStudent(ID8572) => Min Interval: 22, Max Interval: 24
SmartStudent(ID8573) => Min Interval: 33, Max Interval: 48
SmartStudent(ID8575) => Min Interval: 22, Max Interval: 37
SmartStudent(ID8583) => Min Interval: 22, Max Interval: 41
SmartStudent(ID8584) => Min Interval: 22, Max Interval: 30
SmartStudent(ID8585) => Min Interval: 22, Max Interval: 38
SmartStudent(ID8587) => Min Interval: 25, Max Interval: 45
SmartStudent(ID8589) => Min Interval: 22, Max Interval: 47
SmartStudent(ID8593) => Min Interval: 30, Max Interval: 50
SmartStudent(ID8595) => Min Interval: 25, Max Interval: 35
SmartStudent(ID8596) => Min Interval: 22, Max Interval: 27
SmartStudent(ID8598) => Min Interval: 27, Max Interval: 44
SmartStudent(ID8599) => Min Interval: 22, Max Interval: 47
SmartStudent(ID8600) => Min Interval: 24, Max Interval: 38
SmartStudent(ID8603) => Min Interval: 22, Max Interval: 28
SmartStudent(ID8609) => Min Interval: 22, Max Interval: 36
SmartStudent(ID8610) => Min Interval: 24, Max Interval: 39
SmartStudent(ID8612) => Min Interval: 22, Max Interval: 44
SmartStudent(ID8614) => Min Interval: 23, Max Interval: 44
SmartStudent(ID8615) => Min Interval: 22, Max Interval: 40
SmartStudent(ID8620) => Min Interval: 22, Max Interval: 27
SmartStudent(ID8623) => Min Interval: 43, Max Interval: 47
SmartStudent(ID8624) => Min Interval: 22, Max Interval: 37
SmartStudent(ID8626) => Min Interval: 36, Max Interval: 43
SmartStudent(ID8628) => Min Interval: 26, Max Interval: 46
SmartStudent(ID8629) => Min Interval: 23, Max Interval: 32
SmartStudent(ID8632) => Min Interval: 22, Max Interval: 42
SmartStudent(ID8634) => Min Interval: 22, Max Interval: 36
SmartStudent(ID8635) => Min Interval: 22, Max Interval: 38
SmartStudent(ID8638) => Min Interval: 22, Max Interval: 24
SmartStudent(ID8641) => Min Interval: 22, Max Interval: 31
SmartStudent(ID8642) => Min Interval: 22, Max Interval: 34
SmartStudent(ID8644) => Min Interval: 31, Max Interval: 33
SmartStudent(ID8648) => Min Interval: 22, Max Interval: 42
SmartStudent(ID8649) => Min Interval: 22, Max Interval: 22
SmartStudent(ID8650) => Min Interval: 22, Max Interval: 47
SmartStudent(ID8652) => Min Interval: 33, Max Interval: 36
SmartStudent(ID8654) => Min Interval: 31, Max Interval: 33
SmartStudent(ID8655) => Min Interval: 22, Max Interval: 27
SmartStudent(ID8660) => Min Interval: 26, Max Interval: 36
SmartStudent(ID8663) => Min Interval: 22, Max Interval: 33
SmartStudent(ID8664) => Min Interval: 25, Max Interval: 45
SmartStudent(ID8666) => Min Interval: 22, Max Interval: 49
SmartStudent(ID8670) => Min Interval: 24, Max Interval: 30
SmartStudent(ID8671) => Min Interval: 34, Max Interval: 41
SmartStudent(ID8672) => Min Interval: 22, Max Interval: 42
SmartStudent(ID8677) => Min Interval: 39, Max Interval: 46
SmartStudent(ID8678) => Min Interval: 22, Max Interval: 24
SmartStudent(ID8681) => Min Interval: 22, Max Interval: 36
SmartStudent(ID8682) => Min Interval: 22, Max Interval: 44
SmartStudent(ID8685) => Min Interval: 27, Max Interval: 28
SmartStudent(ID8691) => Min Interval: 22, Max Interval: 39
SmartStudent(ID8693) => Min Interval: 26, Max Interval: 32
SmartStudent(ID8694) => Min Interval: 23, Max Interval: 48
SmartStudent(ID8695) => Min Interval: 36, Max Interval: 42
SmartStudent(ID8699) => Min Interval: 22, Max Interval: 30
SmartStudent(ID8701) => Min Interval: 22, Max Interval: 36
SmartStudent(ID8702) => Min Interval: 22, Max Interval: 48
SmartStudent(ID8704) => Min Interval: 22, Max Interval: 46
SmartStudent(ID8705) => Min Interval: 25, Max Interval: 30
SmartStudent(ID8709) => Min Interval: 22, Max Interval: 41
SmartStudent(ID8711) => Min Interval: 22, Max Interval: 50
SmartStudent(ID8719) => Min Interval: 22, Max Interval: 47
SmartStudent(ID8732) => Min Interval: 22, Max Interval: 32
SmartStudent(ID8734) => Min Interval: 22, Max Interval: 36
SmartStudent(ID8735) => Min Interval: 22, Max Interval: 33
SmartStudent(ID8741) => Min Interval: 22, Max Interval: 30
SmartStudent(ID8747) => Min Interval: 22, Max Interval: 33
SmartStudent(ID8751) => Min Interval: 22, Max Interval: 25
SmartStudent(ID8753) => Min Interval: 22, Max Interval: 46
SmartStudent(ID8756) => Min Interval: 22, Max Interval: 33
SmartStudent(ID8760) => Min Interval: 27, Max Interval: 39
SmartStudent(ID8764) => Min Interval: 22, Max Interval: 36
SmartStudent(ID8768) => Min Interval: 28, Max Interval: 49
SmartStudent(ID8770) => Min Interval: 22, Max Interval: 28
SmartStudent(ID8774) => Min Interval: 22, Max Interval: 44
SmartStudent(ID8798) => Min Interval: 22, Max Interval: 22
SmartStudent(ID8802) => Min Interval: 22, Max Interval: 32
SmartStudent(ID8812) => Min Interval: 22, Max Interval: 37
SmartStudent(ID8813) => Min Interval: 22, Max Interval: 50
SmartStudent(ID8820) => Min Interval: 22, Max Interval: 42
SmartStudent(ID8823) => Min Interval: 22, Max Interval: 24
SmartStudent(ID8827) => Min Interval: 22, Max Interval: 48
SmartStudent(ID8846) => Min Interval: 33, Max Interval: 40
SmartStudent(ID8848) => Min Interval: 22, Max Interval: 25
SmartStudent(ID8852) => Min Interval: 22, Max Interval: 43
SmartStudent(ID8854) => Min Interval: 22, Max Interval: 35
SmartStudent(ID8855) => Min Interval: 22, Max Interval: 33
SmartStudent(ID8857) => Min Interval: 22, Max Interval: 22
SmartStudent(ID8859) => Min Interval: 22, Max Interval: 45
SmartStudent(ID8861) => Min Interval: 22, Max Interval: 38
SmartStudent(ID8862) => Min Interval: 22, Max Interval: 48
SmartStudent(ID8866) => Min Interval: 22, Max Interval: 30
SmartStudent(ID8867) => Min Interval: 22, Max Interval: 38
SmartStudent(ID8869) => Min Interval: 22, Max Interval: 34
SmartStudent(ID8870) => Min Interval: 22, Max Interval: 37
SmartStudent(ID8872) => Min Interval: 22, Max Interval: 39
SmartStudent(ID8879) => Min Interval: 25, Max Interval: 27
SmartStudent(ID8882) => Min Interval: 22, Max Interval: 41
SmartStudent(ID8883) => Min Interval: 22, Max Interval: 44
SmartStudent(ID8884) => Min Interval: 22, Max Interval: 40
SmartStudent(ID8886) => Min Interval: 41, Max Interval: 42
SmartStudent(ID8887) => Min Interval: 22, Max Interval: 48
SmartStudent(ID8889) => Min Interval: 22, Max Interval: 48
SmartStudent(ID8890) => Min Interval: 22, Max Interval: 40
SmartStudent(ID8892) => Min Interval: 22, Max Interval: 43
SmartStudent(ID8893) => Min Interval: 22, Max Interval: 31
SmartStudent(ID8897) => Min Interval: 24, Max Interval: 31
SmartStudent(ID8900) => Min Interval: 22, Max Interval: 32
SmartStudent(ID8902) => Min Interval: 22, Max Interval: 43
SmartStudent(ID8905) => Min Interval: 22, Max Interval: 30
SmartStudent(ID8907) => Min Interval: 24, Max Interval: 42
SmartStudent(ID8908) => Min Interval: 22, Max Interval: 44
SmartStudent(ID8909) => Min Interval: 22, Max Interval: 42
SmartStudent(ID8911) => Min Interval: 22, Max Interval: 43
SmartStudent(ID8914) => Min Interval: 42, Max Interval: 45
SmartStudent(ID8915) => Min Interval: 22, Max Interval: 43
SmartStudent(ID8921) => Min Interval: 22, Max Interval: 37
SmartStudent(ID8923) => Min Interval: 25, Max Interval: 29
SmartStudent(ID8926) => Min Interval: 22, Max Interval: 28
SmartStudent(ID8928) => Min Interval: 22, Max Interval: 22
SmartStudent(ID8930) => Min Interval: 32, Max Interval: 34
SmartStudent(ID8937) => Min Interval: 24, Max Interval: 29
SmartStudent(ID8940) => Min Interval: 25, Max Interval: 47
SmartStudent(ID8946) => Min Interval: 22, Max Interval: 37
SmartStudent(ID8949) => Min Interval: 22, Max Interval: 37
SmartStudent(ID8950) => Min Interval: 22, Max Interval: 26
