Stored fact information:
Faculty(ID0) => Min Interval: 30, Max Interval: 41
Faculty(ID7840) => Min Interval: 5, Max Interval: 38
Faculty(ID7841) => Min Interval: 23, Max Interval: 48
Faculty(ID7842) => Min Interval: 8, Max Interval: 35
Faculty(ID7846) => Min Interval: 32, Max Interval: 51
Faculty(ID7848) => Min Interval: 1, Max Interval: 99
Faculty(ID7850) => Min Interval: 9, Max Interval: 32
Faculty(ID7852) => Min Interval: 14, Max Interval: 42
Faculty(ID7853) => Min Interval: 17, Max Interval: 30
Faculty(ID7854) => Min Interval: 0, Max Interval: 99
Faculty(ID7856) => Min Interval: 13, Max Interval: 40
Faculty(ID7858) => Min Interval: 27, Max Interval: 39
Faculty(ID7860) => Min Interval: 1, Max Interval: 99
Faculty(ID7862) => Min Interval: 6, Max Interval: 53
Faculty(ID7863) => Min Interval: 12, Max Interval: 26
Faculty(ID7866) => Min Interval: 10, Max Interval: 32
Faculty(ID7867) => Min Interval: 6, Max Interval: 52
Faculty(ID7870) => Min Interval: 30, Max Interval: 51
Faculty(ID7871) => Min Interval: 17, Max Interval: 41
Faculty(ID7873) => Min Interval: 12, Max Interval: 44
Faculty(ID7874) => Min Interval: 1, Max Interval: 48
Faculty(ID7877) => Min Interval: 24, Max Interval: 44
Faculty(ID7879) => Min Interval: 0, Max Interval: 99
Faculty(ID7880) => Min Interval: 10, Max Interval: 38
Faculty(ID7882) => Min Interval: 3, Max Interval: 51
Faculty(ID7884) => Min Interval: 14, Max Interval: 49
Faculty(ID7888) => Min Interval: 3, Max Interval: 99
Faculty(ID7891) => Min Interval: 32, Max Interval: 44
Faculty(ID7893) => Min Interval: 12, Max Interval: 43
Faculty(ID7894) => Min Interval: 19, Max Interval: 37
Faculty(ID7895) => Min Interval: 21, Max Interval: 48
Faculty(ID7896) => Min Interval: 11, Max Interval: 48
Faculty(ID7897) => Min Interval: 17, Max Interval: 47
Faculty(ID7898) => Min Interval: 7, Max Interval: 40
Faculty(ID7901) => Min Interval: 0, Max Interval: 50
Faculty(ID7903) => Min Interval: 35, Max Interval: 43
Faculty(ID7904) => Min Interval: 13, Max Interval: 29
Faculty(ID7906) => Min Interval: 13, Max Interval: 43
Faculty(ID7908) => Min Interval: 1, Max Interval: 99
Faculty(ID7910) => Min Interval: 36, Max Interval: 51
Faculty(ID7911) => Min Interval: 9, Max Interval: 51
Faculty(ID7912) => Min Interval: 13, Max Interval: 50
Faculty(ID7914) => Min Interval: 13, Max Interval: 37
Faculty(ID7915) => Min Interval: 16, Max Interval: 17
Faculty(ID7916) => Min Interval: 0, Max Interval: 99
Faculty(ID7918) => Min Interval: 12, Max Interval: 27
Faculty(ID7922) => Min Interval: 11, Max Interval: 37
Faculty(ID7923) => Min Interval: 31, Max Interval: 42
Faculty(ID7925) => Min Interval: 11, Max Interval: 55
Faculty(ID7927) => Min Interval: 30, Max Interval: 47
Faculty(ID7931) => Min Interval: 9, Max Interval: 18
Faculty(ID7934) => Min Interval: 0, Max Interval: 52
Faculty(ID7936) => Min Interval: 9, Max Interval: 43
Faculty(ID7938) => Min Interval: 1, Max Interval: 99
Faculty(ID7941) => Min Interval: 16, Max Interval: 46
Faculty(ID7944) => Min Interval: 2, Max Interval: 43
Faculty(ID7946) => Min Interval: 0, Max Interval: 53
Faculty(ID7947) => Min Interval: 15, Max Interval: 24
Faculty(ID7949) => Min Interval: 22, Max Interval: 51
Faculty(ID7950) => Min Interval: 11, Max Interval: 45
Faculty(ID7954) => Min Interval: 23, Max Interval: 23
Faculty(ID7955) => Min Interval: 34, Max Interval: 50
Faculty(ID7956) => Min Interval: 32, Max Interval: 43
Faculty(ID7960) => Min Interval: 30, Max Interval: 40
Faculty(ID7961) => Min Interval: 16, Max Interval: 29
Faculty(ID7962) => Min Interval: 13, Max Interval: 21
Faculty(ID7963) => Min Interval: 5, Max Interval: 47
Faculty(ID7964) => Min Interval: 16, Max Interval: 43
Faculty(ID7965) => Min Interval: 21, Max Interval: 39
Faculty(ID7966) => Min Interval: 29, Max Interval: 50
Faculty(ID7968) => Min Interval: 4, Max Interval: 43
Faculty(ID7969) => Min Interval: 13, Max Interval: 43
Faculty(ID7971) => Min Interval: 12, Max Interval: 28
Faculty(ID7974) => Min Interval: 6, Max Interval: 45
Faculty(ID7975) => Min Interval: 24, Max Interval: 24
Faculty(ID7976) => Min Interval: 9, Max Interval: 36
Faculty(ID7977) => Min Interval: 8, Max Interval: 45
Faculty(ID7978) => Min Interval: 17, Max Interval: 47
Faculty(ID7981) => Min Interval: 30, Max Interval: 51
Faculty(ID7984) => Min Interval: 22, Max Interval: 32
Faculty(ID7985) => Min Interval: 15, Max Interval: 32
Faculty(ID7986) => Min Interval: 20, Max Interval: 48
Faculty(ID7987) => Min Interval: 11, Max Interval: 19
Faculty(ID7989) => Min Interval: 1, Max Interval: 53
Faculty(ID7990) => Min Interval: 23, Max Interval: 51
Faculty(ID7993) => Min Interval: 2, Max Interval: 99
Faculty(ID7995) => Min Interval: 12, Max Interval: 23
Faculty(ID7996) => Min Interval: 12, Max Interval: 13
Faculty(ID7997) => Min Interval: 20, Max Interval: 45
Faculty(ID7998) => Min Interval: 13, Max Interval: 44
Faculty(ID8000) => Min Interval: 9, Max Interval: 38
Faculty(ID8002) => Min Interval: 26, Max Interval: 34
Faculty(ID8006) => Min Interval: 14, Max Interval: 48
Faculty(ID8007) => Min Interval: 18, Max Interval: 47
Faculty(ID8008) => Min Interval: 1, Max Interval: 45
Faculty(ID8009) => Min Interval: 14, Max Interval: 51
Faculty(ID8010) => Min Interval: 16, Max Interval: 51
Faculty(ID8011) => Min Interval: 4, Max Interval: 54
Faculty(ID8015) => Min Interval: 4, Max Interval: 51
Faculty(ID8018) => Min Interval: 8, Max Interval: 45
Faculty(ID8019) => Min Interval: 3, Max Interval: 99
Faculty(ID8021) => Min Interval: 8, Max Interval: 51
Faculty(ID8022) => Min Interval: 37, Max Interval: 49
Faculty(ID8023) => Min Interval: 15, Max Interval: 51
Faculty(ID8025) => Min Interval: 12, Max Interval: 34
Faculty(ID8029) => Min Interval: 11, Max Interval: 39
Faculty(ID8031) => Min Interval: 8, Max Interval: 53
Faculty(ID8033) => Min Interval: 10, Max Interval: 35
Faculty(ID8036) => Min Interval: 4, Max Interval: 45
Faculty(ID8037) => Min Interval: 4, Max Interval: 99
Faculty(ID8038) => Min Interval: 9, Max Interval: 50
Faculty(ID8042) => Min Interval: 7, Max Interval: 49
Faculty(ID8043) => Min Interval: 44, Max Interval: 45
Faculty(ID8044) => Min Interval: 24, Max Interval: 43
Faculty(ID8045) => Min Interval: 21, Max Interval: 43
Faculty(ID8046) => Min Interval: 39, Max Interval: 51
Faculty(ID8047) => Min Interval: 24, Max Interval: 34
Faculty(ID8049) => Min Interval: 5, Max Interval: 53
Faculty(ID8051) => Min Interval: 16, Max Interval: 34
Faculty(ID8052) => Min Interval: 26, Max Interval: 39
Faculty(ID8054) => Min Interval: 14, Max Interval: 51
Faculty(ID8056) => Min Interval: 10, Max Interval: 38
Faculty(ID8057) => Min Interval: 8, Max Interval: 39
Faculty(ID8059) => Min Interval: 1, Max Interval: 37
Faculty(ID8061) => Min Interval: 0, Max Interval: 99
Faculty(ID8063) => Min Interval: 13, Max Interval: 38
Faculty(ID8064) => Min Interval: 23, Max Interval: 35
Faculty(ID8066) => Min Interval: 7, Max Interval: 52
Faculty(ID8068) => Min Interval: 10, Max Interval: 20
Faculty(ID8069) => Min Interval: 2, Max Interval: 99
Faculty(ID8071) => Min Interval: 26, Max Interval: 40
Faculty(ID8072) => Min Interval: 12, Max Interval: 22
Faculty(ID8073) => Min Interval: 9, Max Interval: 31
Faculty(ID8076) => Min Interval: 21, Max Interval: 46
Faculty(ID8078) => Min Interval: 17, Max Interval: 49
Faculty(ID8084) => Min Interval: 0, Max Interval: 99
Faculty(ID8086) => Min Interval: 12, Max Interval: 42
Faculty(ID8087) => Min Interval: 18, Max Interval: 45
Faculty(ID8088) => Min Interval: 18, Max Interval: 43
Faculty(ID8091) => Min Interval: 2, Max Interval: 99
Faculty(ID8093) => Min Interval: 26, Max Interval: 50
Faculty(ID8095) => Min Interval: 3, Max Interval: 54
Faculty(ID8099) => Min Interval: 11, Max Interval: 41
Faculty(ID8100) => Min Interval: 32, Max Interval: 50
Faculty(ID8105) => Min Interval: 18, Max Interval: 26
Faculty(ID8106) => Min Interval: 14, Max Interval: 35
Faculty(ID8107) => Min Interval: 10, Max Interval: 52
Faculty(ID8108) => Min Interval: 16, Max Interval: 42
Faculty(ID8110) => Min Interval: 10, Max Interval: 32
Faculty(ID8111) => Min Interval: 10, Max Interval: 47
Faculty(ID8112) => Min Interval: 4, Max Interval: 99
Faculty(ID8114) => Min Interval: 7, Max Interval: 30
Faculty(ID8117) => Min Interval: 21, Max Interval: 44
Faculty(ID8118) => Min Interval: 8, Max Interval: 49
Faculty(ID8119) => Min Interval: 19, Max Interval: 43
Faculty(ID8123) => Min Interval: 27, Max Interval: 42
Faculty(ID8124) => Min Interval: 5, Max Interval: 47
Faculty(ID8127) => Min Interval: 30, Max Interval: 50
Faculty(ID8129) => Min Interval: 12, Max Interval: 52
Faculty(ID8131) => Min Interval: 24, Max Interval: 35
Faculty(ID8132) => Min Interval: 17, Max Interval: 46
Faculty(ID8134) => Min Interval: 17, Max Interval: 45
Faculty(ID8140) => Min Interval: 12, Max Interval: 46
Faculty(ID8142) => Min Interval: 32, Max Interval: 51
Faculty(ID8143) => Min Interval: 11, Max Interval: 45
Faculty(ID8144) => Min Interval: 12, Max Interval: 48
Faculty(ID8145) => Min Interval: 10, Max Interval: 45
Faculty(ID8148) => Min Interval: 16, Max Interval: 41
Faculty(ID8153) => Min Interval: 38, Max Interval: 38
Faculty(ID8155) => Min Interval: 17, Max Interval: 38
Faculty(ID8157) => Min Interval: 10, Max Interval: 38
Faculty(ID8159) => Min Interval: 11, Max Interval: 36
Faculty(ID8162) => Min Interval: 18, Max Interval: 37
Faculty(ID8163) => Min Interval: 14, Max Interval: 41
Faculty(ID8165) => Min Interval: 12, Max Interval: 50
Faculty(ID8166) => Min Interval: 6, Max Interval: 33
Faculty(ID8167) => Min Interval: 2, Max Interval: 32
Faculty(ID8173) => Min Interval: 16, Max Interval: 50
Faculty(ID8174) => Min Interval: 13, Max Interval: 24
Faculty(ID8175) => Min Interval: 24, Max Interval: 44
Faculty(ID8176) => Min Interval: 28, Max Interval: 50
Faculty(ID8177) => Min Interval: 23, Max Interval: 35
Faculty(ID8179) => Min Interval: 14, Max Interval: 38
Faculty(ID8180) => Min Interval: 18, Max Interval: 49
Faculty(ID8181) => Min Interval: 7, Max Interval: 52
Faculty(ID8185) => Min Interval: 12, Max Interval: 43
Faculty(ID8186) => Min Interval: 18, Max Interval: 35
Faculty(ID8187) => Min Interval: 9, Max Interval: 37
Faculty(ID8190) => Min Interval: 9, Max Interval: 99
Faculty(ID8194) => Min Interval: 6, Max Interval: 45
Faculty(ID8196) => Min Interval: 14, Max Interval: 48
Faculty(ID8197) => Min Interval: 27, Max Interval: 38
Faculty(ID8198) => Min Interval: 10, Max Interval: 50
Faculty(ID8203) => Min Interval: 1, Max Interval: 52
Faculty(ID8204) => Min Interval: 16, Max Interval: 48
Faculty(ID8205) => Min Interval: 8, Max Interval: 42
Faculty(ID8207) => Min Interval: 21, Max Interval: 41
Faculty(ID8209) => Min Interval: 3, Max Interval: 55
Faculty(ID8210) => Min Interval: 22, Max Interval: 48
Faculty(ID8211) => Min Interval: 12, Max Interval: 24
Faculty(ID8212) => Min Interval: 14, Max Interval: 33
Faculty(ID8213) => Min Interval: 1, Max Interval: 52
Faculty(ID8217) => Min Interval: 2, Max Interval: 99
Faculty(ID8218) => Min Interval: 10, Max Interval: 33
Faculty(ID8219) => Min Interval: 19, Max Interval: 38
Faculty(ID8221) => Min Interval: 19, Max Interval: 48
Faculty(ID8224) => Min Interval: 22, Max Interval: 46
Faculty(ID8225) => Min Interval: 8, Max Interval: 39
Faculty(ID8227) => Min Interval: 8, Max Interval: 31
Faculty(ID8231) => Min Interval: 29, Max Interval: 46
Faculty(ID8232) => Min Interval: 30, Max Interval: 30
Faculty(ID8233) => Min Interval: 11, Max Interval: 45
Faculty(ID8234) => Min Interval: 3, Max Interval: 53
Faculty(ID8236) => Min Interval: 22, Max Interval: 48
Faculty(ID8239) => Min Interval: 2, Max Interval: 47
Faculty(ID8240) => Min Interval: 16, Max Interval: 48
Faculty(ID8241) => Min Interval: 3, Max Interval: 55
Faculty(ID8245) => Min Interval: 36, Max Interval: 44
Faculty(ID8246) => Min Interval: 4, Max Interval: 54
Faculty(ID8247) => Min Interval: 8, Max Interval: 38
Faculty(ID8249) => Min Interval: 12, Max Interval: 44
Faculty(ID8251) => Min Interval: 20, Max Interval: 49
Faculty(ID8255) => Min Interval: 22, Max Interval: 33
Faculty(ID8257) => Min Interval: 20, Max Interval: 35
Faculty(ID8259) => Min Interval: 33, Max Interval: 42
Faculty(ID8260) => Min Interval: 26, Max Interval: 43
Faculty(ID8262) => Min Interval: 17, Max Interval: 38
Faculty(ID8263) => Min Interval: 26, Max Interval: 39
Faculty(ID8264) => Min Interval: 10, Max Interval: 11
Faculty(ID8265) => Min Interval: 2, Max Interval: 51
Faculty(ID8266) => Min Interval: 31, Max Interval: 40
Faculty(ID8267) => Min Interval: 1, Max Interval: 99
Faculty(ID8271) => Min Interval: 15, Max Interval: 46
Faculty(ID8272) => Min Interval: 30, Max Interval: 47
Faculty(ID8277) => Min Interval: 29, Max Interval: 37
Faculty(ID8278) => Min Interval: 14, Max Interval: 37
Faculty(ID8279) => Min Interval: 10, Max Interval: 50
Faculty(ID8280) => Min Interval: 39, Max Interval: 51
Faculty(ID8282) => Min Interval: 0, Max Interval: 99
Faculty(ID8285) => Min Interval: 33, Max Interval: 45
Faculty(ID8286) => Min Interval: 1, Max Interval: 51
Faculty(ID8287) => Min Interval: 27, Max Interval: 49
Faculty(ID8288) => Min Interval: 37, Max Interval: 51
Faculty(ID8291) => Min Interval: 22, Max Interval: 51
Faculty(ID8294) => Min Interval: 10, Max Interval: 33
Faculty(ID8295) => Min Interval: 36, Max Interval: 36
Faculty(ID8296) => Min Interval: 16, Max Interval: 49
Faculty(ID8297) => Min Interval: 19, Max Interval: 38
Faculty(ID8298) => Min Interval: 8, Max Interval: 39
Faculty(ID8299) => Min Interval: 17, Max Interval: 26
Faculty(ID8303) => Min Interval: 19, Max Interval: 19
Faculty(ID8310) => Min Interval: 11, Max Interval: 28
Faculty(ID8314) => Min Interval: 21, Max Interval: 40
Faculty(ID8316) => Min Interval: 12, Max Interval: 38
Faculty(ID8320) => Min Interval: 32, Max Interval: 41
Faculty(ID8323) => Min Interval: 18, Max Interval: 32
Faculty(ID8324) => Min Interval: 11, Max Interval: 40
Faculty(ID8328) => Min Interval: 6, Max Interval: 52
Faculty(ID8330) => Min Interval: 33, Max Interval: 33
Faculty(ID8331) => Min Interval: 11, Max Interval: 49
Faculty(ID8332) => Min Interval: 19, Max Interval: 41
Faculty(ID8333) => Min Interval: 22, Max Interval: 23
Faculty(ID8336) => Min Interval: 40, Max Interval: 50
Faculty(ID8338) => Min Interval: 7, Max Interval: 50
Faculty(ID8339) => Min Interval: 8, Max Interval: 41
Faculty(ID8340) => Min Interval: 16, Max Interval: 42
Faculty(ID8342) => Min Interval: 12, Max Interval: 49
Faculty(ID8344) => Min Interval: 9, Max Interval: 47
Faculty(ID8345) => Min Interval: 9, Max Interval: 35
Faculty(ID8348) => Min Interval: 27, Max Interval: 49
Faculty(ID8350) => Min Interval: 30, Max Interval: 40
Faculty(ID8351) => Min Interval: 20, Max Interval: 21
Faculty(ID8355) => Min Interval: 23, Max Interval: 51
Faculty(ID8358) => Min Interval: 10, Max Interval: 51
Faculty(ID8360) => Min Interval: 10, Max Interval: 36
Faculty(ID8369) => Min Interval: 2, Max Interval: 52
Faculty(ID8370) => Min Interval: 2, Max Interval: 52
Faculty(ID8376) => Min Interval: 37, Max Interval: 37
Faculty(ID8377) => Min Interval: 11, Max Interval: 50
Faculty(ID8378) => Min Interval: 9, Max Interval: 30
Faculty(ID8381) => Min Interval: 11, Max Interval: 50
Faculty(ID8382) => Min Interval: 10, Max Interval: 30
Faculty(ID8386) => Min Interval: 17, Max Interval: 42
Faculty(ID8388) => Min Interval: 9, Max Interval: 38
Faculty(ID8391) => Min Interval: 6, Max Interval: 53
Faculty(ID8394) => Min Interval: 1, Max Interval: 36
Faculty(ID8397) => Min Interval: 9, Max Interval: 45
Faculty(ID8398) => Min Interval: 15, Max Interval: 33
Faculty(ID8400) => Min Interval: 26, Max Interval: 50
Faculty(ID8401) => Min Interval: 10, Max Interval: 38
Faculty(ID8402) => Min Interval: 23, Max Interval: 47
Faculty(ID8404) => Min Interval: 17, Max Interval: 35
Faculty(ID8409) => Min Interval: 28, Max Interval: 36
Faculty(ID8412) => Min Interval: 11, Max Interval: 46
Faculty(ID8413) => Min Interval: 9, Max Interval: 38
Faculty(ID8414) => Min Interval: 17, Max Interval: 18
Faculty(ID8415) => Min Interval: 6, Max Interval: 54
Faculty(ID8416) => Min Interval: 13, Max Interval: 43
Faculty(ID8417) => Min Interval: 16, Max Interval: 45
Faculty(ID8420) => Min Interval: 13, Max Interval: 53
Faculty(ID8424) => Min Interval: 13, Max Interval: 39
Faculty(ID8426) => Min Interval: 13, Max Interval: 29
Faculty(ID8428) => Min Interval: 14, Max Interval: 48
Faculty(ID8430) => Min Interval: 8, Max Interval: 41
Faculty(ID8431) => Min Interval: 24, Max Interval: 41
Faculty(ID8437) => Min Interval: 21, Max Interval: 51
Faculty(ID8441) => Min Interval: 26, Max Interval: 48
Faculty(ID8443) => Min Interval: 9, Max Interval: 29
Faculty(ID8444) => Min Interval: 10, Max Interval: 31
Faculty(ID8447) => Min Interval: 8, Max Interval: 46
Faculty(ID8448) => Min Interval: 24, Max Interval: 45
Faculty(ID8449) => Min Interval: 13, Max Interval: 31
Faculty(ID8451) => Min Interval: 10, Max Interval: 35
Faculty(ID8454) => Min Interval: 21, Max Interval: 50
Faculty(ID8457) => Min Interval: 19, Max Interval: 20
Faculty(ID8459) => Min Interval: 3, Max Interval: 43
Faculty(ID8462) => Min Interval: 36, Max Interval: 48
Faculty(ID8463) => Min Interval: 18, Max Interval: 43
Faculty(ID8467) => Min Interval: 9, Max Interval: 52
Faculty(ID8468) => Min Interval: 1, Max Interval: 39
Faculty(ID8472) => Min Interval: 28, Max Interval: 40
Faculty(ID8473) => Min Interval: 15, Max Interval: 51
Faculty(ID8475) => Min Interval: 38, Max Interval: 50
Faculty(ID8480) => Min Interval: 5, Max Interval: 33
Faculty(ID8484) => Min Interval: 29, Max Interval: 46
Faculty(ID8485) => Min Interval: 11, Max Interval: 28
Faculty(ID8488) => Min Interval: 42, Max Interval: 50
Faculty(ID8489) => Min Interval: 10, Max Interval: 21
Faculty(ID8490) => Min Interval: 20, Max Interval: 20
Faculty(ID8495) => Min Interval: 9, Max Interval: 49
Faculty(ID8500) => Min Interval: 17, Max Interval: 35
Faculty(ID8503) => Min Interval: 15, Max Interval: 48
Faculty(ID8505) => Min Interval: 21, Max Interval: 29
Faculty(ID8511) => Min Interval: 23, Max Interval: 45
Faculty(ID8514) => Min Interval: 13, Max Interval: 34
Faculty(ID8517) => Min Interval: 17, Max Interval: 34
Faculty(ID8518) => Min Interval: 11, Max Interval: 49
Faculty(ID8523) => Min Interval: 19, Max Interval: 46
Faculty(ID8524) => Min Interval: 14, Max Interval: 32
Faculty(ID8529) => Min Interval: 32, Max Interval: 41
Faculty(ID8533) => Min Interval: 27, Max Interval: 43
Faculty(ID8534) => Min Interval: 10, Max Interval: 36
Faculty(ID8535) => Min Interval: 33, Max Interval: 34
Faculty(ID8537) => Min Interval: 15, Max Interval: 42
Faculty(ID8538) => Min Interval: 29, Max Interval: 43
Faculty(ID8540) => Min Interval: 31, Max Interval: 50
Faculty(ID8544) => Min Interval: 9, Max Interval: 26
Faculty(ID8545) => Min Interval: 20, Max Interval: 35
Faculty(ID8546) => Min Interval: 9, Max Interval: 10
Faculty(ID8548) => Min Interval: 16, Max Interval: 51
Faculty(ID8551) => Min Interval: 9, Max Interval: 37
Faculty(ID8553) => Min Interval: 18, Max Interval: 49
Faculty(ID8555) => Min Interval: 36, Max Interval: 46
Faculty(ID8556) => Min Interval: 4, Max Interval: 45
Faculty(ID8557) => Min Interval: 4, Max Interval: 16
Faculty(ID8561) => Min Interval: 24, Max Interval: 50
Faculty(ID8570) => Min Interval: 20, Max Interval: 50
Faculty(ID8572) => Min Interval: 24, Max Interval: 25
Faculty(ID8573) => Min Interval: 9, Max Interval: 49
Faculty(ID8575) => Min Interval: 19, Max Interval: 42
Faculty(ID8583) => Min Interval: 24, Max Interval: 42
Faculty(ID8585) => Min Interval: 29, Max Interval: 50
Faculty(ID8587) => Min Interval: 33, Max Interval: 46
Faculty(ID8589) => Min Interval: 15, Max Interval: 48
Faculty(ID8593) => Min Interval: 17, Max Interval: 53
Faculty(ID8596) => Min Interval: 13, Max Interval: 34
Faculty(ID8598) => Min Interval: 26, Max Interval: 51
Faculty(ID8599) => Min Interval: 15, Max Interval: 42
Faculty(ID8600) => Min Interval: 32, Max Interval: 33
Faculty(ID8603) => Min Interval: 14, Max Interval: 29
Faculty(ID8609) => Min Interval: 29, Max Interval: 50
Faculty(ID8610) => Min Interval: 10, Max Interval: 47
Faculty(ID8612) => Min Interval: 12, Max Interval: 45
Faculty(ID8614) => Min Interval: 31, Max Interval: 45
Faculty(ID8615) => Min Interval: 15, Max Interval: 49
Faculty(ID8620) => Min Interval: 15, Max Interval: 46
Faculty(ID8623) => Min Interval: 18, Max Interval: 48
Faculty(ID8624) => Min Interval: 9, Max Interval: 42
Faculty(ID8628) => Min Interval: 13, Max Interval: 50
Faculty(ID8629) => Min Interval: 15, Max Interval: 44
Faculty(ID8632) => Min Interval: 5, Max Interval: 45
Faculty(ID8634) => Min Interval: 26, Max Interval: 44
Faculty(ID8635) => Min Interval: 12, Max Interval: 24
Faculty(ID8641) => Min Interval: 34, Max Interval: 43
Faculty(ID8642) => Min Interval: 11, Max Interval: 35
Faculty(ID8648) => Min Interval: 24, Max Interval: 43
Faculty(ID8649) => Min Interval: 8, Max Interval: 23
Faculty(ID8650) => Min Interval: 17, Max Interval: 49
Faculty(ID8654) => Min Interval: 10, Max Interval: 38
Faculty(ID8655) => Min Interval: 10, Max Interval: 28
Faculty(ID8660) => Min Interval: 22, Max Interval: 37
Faculty(ID8663) => Min Interval: 23, Max Interval: 34
Faculty(ID8664) => Min Interval: 16, Max Interval: 50
Faculty(ID8666) => Min Interval: 25, Max Interval: 50
Faculty(ID8670) => Min Interval: 22, Max Interval: 31
Faculty(ID8671) => Min Interval: 23, Max Interval: 42
Faculty(ID8672) => Min Interval: 19, Max Interval: 31
Faculty(ID8676) => Min Interval: 29, Max Interval: 37
Faculty(ID8677) => Min Interval: 14, Max Interval: 14
Faculty(ID8678) => Min Interval: 27, Max Interval: 42
Faculty(ID8681) => Min Interval: 13, Max Interval: 37
Faculty(ID8682) => Min Interval: 26, Max Interval: 47
Faculty(ID8691) => Min Interval: 11, Max Interval: 45
Faculty(ID8694) => Min Interval: 21, Max Interval: 44
Faculty(ID8695) => Min Interval: 25, Max Interval: 50
Faculty(ID8701) => Min Interval: 23, Max Interval: 37
Faculty(ID8702) => Min Interval: 9, Max Interval: 49
Faculty(ID8704) => Min Interval: 11, Max Interval: 49
Faculty(ID8705) => Min Interval: 33, Max Interval: 46
Faculty(ID8709) => Min Interval: 5, Max Interval: 50
Faculty(ID8711) => Min Interval: 20, Max Interval: 51
Faculty(ID8712) => Min Interval: 8, Max Interval: 20
Faculty(ID8719) => Min Interval: 30, Max Interval: 50
Faculty(ID8732) => Min Interval: 11, Max Interval: 33
Faculty(ID8734) => Min Interval: 23, Max Interval: 37
Faculty(ID8735) => Min Interval: 8, Max Interval: 34
Faculty(ID8739) => Min Interval: 13, Max Interval: 27
Faculty(ID8741) => Min Interval: 15, Max Interval: 47
Faculty(ID8751) => Min Interval: 20, Max Interval: 28
Faculty(ID8753) => Min Interval: 10, Max Interval: 47
Faculty(ID8756) => Min Interval: 9, Max Interval: 34
Faculty(ID8760) => Min Interval: 35, Max Interval: 51
Faculty(ID8764) => Min Interval: 19, Max Interval: 37
Faculty(ID8768) => Min Interval: 36, Max Interval: 50
Faculty(ID8770) => Min Interval: 8, Max Interval: 47
Faculty(ID8774) => Min Interval: 15, Max Interval: 45
Faculty(ID8789) => Min Interval: 39, Max Interval: 40
Faculty(ID8799) => Min Interval: 15, Max Interval: 26
Faculty(ID8812) => Min Interval: 8, Max Interval: 48
Faculty(ID8813) => Min Interval: 12, Max Interval: 51
Faculty(ID8820) => Min Interval: 24, Max Interval: 43
Faculty(ID8823) => Min Interval: 19, Max Interval: 19
Faculty(ID8827) => Min Interval: 21, Max Interval: 49
Faculty(ID8846) => Min Interval: 28, Max Interval: 41
Faculty(ID8848) => Min Interval: 21, Max Interval: 33
Faculty(ID8850) => Min Interval: 4, Max Interval: 19
Faculty(ID8851) => Min Interval: 1, Max Interval: 99
Faculty(ID8852) => Min Interval: 4, Max Interval: 51
Faculty(ID8854) => Min Interval: 5, Max Interval: 42
Faculty(ID8855) => Min Interval: 4, Max Interval: 40
Faculty(ID8857) => Min Interval: 10, Max Interval: 23
Faculty(ID8861) => Min Interval: 11, Max Interval: 49
Faculty(ID8862) => Min Interval: 3, Max Interval: 55
Faculty(ID8863) => Min Interval: 2, Max Interval: 99
Faculty(ID8866) => Min Interval: 5, Max Interval: 42
Faculty(ID8867) => Min Interval: 18, Max Interval: 39
Faculty(ID8869) => Min Interval: 0, Max Interval: 53
Faculty(ID8870) => Min Interval: 14, Max Interval: 38
Faculty(ID8872) => Min Interval: 16, Max Interval: 40
Faculty(ID8879) => Min Interval: 4, Max Interval: 51
Faculty(ID8880) => Min Interval: 2, Max Interval: 99
Faculty(ID8882) => Min Interval: 7, Max Interval: 48
Faculty(ID8884) => Min Interval: 7, Max Interval: 53
Faculty(ID8886) => Min Interval: 7, Max Interval: 46
Faculty(ID8887) => Min Interval: 11, Max Interval: 49
Faculty(ID8888) => Min Interval: 2, Max Interval: 99
Faculty(ID8889) => Min Interval: 12, Max Interval: 51
Faculty(ID8890) => Min Interval: 28, Max Interval: 41
Faculty(ID8892) => Min Interval: 9, Max Interval: 49
Faculty(ID8893) => Min Interval: 12, Max Interval: 48
Faculty(ID8894) => Min Interval: 1, Max Interval: 99
Faculty(ID8895) => Min Interval: 0, Max Interval: 99
Faculty(ID8900) => Min Interval: 17, Max Interval: 33
Faculty(ID8902) => Min Interval: 10, Max Interval: 51
Faculty(ID8905) => Min Interval: 10, Max Interval: 40
Faculty(ID8907) => Min Interval: 22, Max Interval: 50
Faculty(ID8908) => Min Interval: 3, Max Interval: 54
Faculty(ID8909) => Min Interval: 16, Max Interval: 43
Faculty(ID8911) => Min Interval: 16, Max Interval: 32
Faculty(ID8915) => Min Interval: 14, Max Interval: 44
Faculty(ID8919) => Min Interval: 0, Max Interval: 99
Faculty(ID8921) => Min Interval: 8, Max Interval: 38
Faculty(ID8922) => Min Interval: 0, Max Interval: 99
Faculty(ID8923) => Min Interval: 13, Max Interval: 53
Faculty(ID8926) => Min Interval: 23, Max Interval: 23
Faculty(ID8940) => Min Interval: 26, Max Interval: 51
Faculty(ID8942) => Min Interval: 6, Max Interval: 99
Faculty(ID8944) => Min Interval: 3, Max Interval: 99
Faculty(ID8946) => Min Interval: 4, Max Interval: 44
Faculty(ID8947) => Min Interval: 1, Max Interval: 99
Faculty(ID8949) => Min Interval: 1, Max Interval: 44
Faculty(ID8950) => Min Interval: 14, Max Interval: 36
