Stored fact information:
ResearchAssistantCandidate(ID0) => Min Interval: 27, Max Interval: 40
ResearchAssistantCandidate(ID7994) => Min Interval: 17, Max Interval: 19
ResearchAssistantCandidate(ID7995) => Min Interval: 9, Max Interval: 34
ResearchAssistantCandidate(ID7996) => Min Interval: 9, Max Interval: 32
ResearchAssistantCandidate(ID7997) => Min Interval: 17, Max Interval: 44
ResearchAssistantCandidate(ID7998) => Min Interval: 10, Max Interval: 43
ResearchAssistantCandidate(ID8000) => Min Interval: 6, Max Interval: 37
ResearchAssistantCandidate(ID8002) => Min Interval: 23, Max Interval: 33
ResearchAssistantCandidate(ID8006) => Min Interval: 11, Max Interval: 47
ResearchAssistantCandidate(ID8007) => Min Interval: 15, Max Interval: 46
ResearchAssistantCandidate(ID8008) => Min Interval: 0, Max Interval: 40
ResearchAssistantCandidate(ID8009) => Min Interval: 11, Max Interval: 50
ResearchAssistantCandidate(ID8010) => Min Interval: 13, Max Interval: 50
ResearchAssistantCandidate(ID8011) => Min Interval: 1, Max Interval: 51
ResearchAssistantCandidate(ID8013) => Min Interval: 32, Max Interval: 39
ResearchAssistantCandidate(ID8015) => Min Interval: 5, Max Interval: 50
ResearchAssistantCandidate(ID8018) => Min Interval: 5, Max Interval: 44
ResearchAssistantCandidate(ID8021) => Min Interval: 5, Max Interval: 50
ResearchAssistantCandidate(ID8022) => Min Interval: 9, Max Interval: 48
ResearchAssistantCandidate(ID8023) => Min Interval: 16, Max Interval: 39
ResearchAssistantCandidate(ID8025) => Min Interval: 13, Max Interval: 29
ResearchAssistantCandidate(ID8029) => Min Interval: 8, Max Interval: 38
ResearchAssistantCandidate(ID8031) => Min Interval: 7, Max Interval: 52
ResearchAssistantCandidate(ID8033) => Min Interval: 7, Max Interval: 34
ResearchAssistantCandidate(ID8036) => Min Interval: 1, Max Interval: 38
ResearchAssistantCandidate(ID8038) => Min Interval: 6, Max Interval: 49
ResearchAssistantCandidate(ID8039) => Min Interval: 28, Max Interval: 47
ResearchAssistantCandidate(ID8042) => Min Interval: 4, Max Interval: 48
ResearchAssistantCandidate(ID8043) => Min Interval: 41, Max Interval: 50
ResearchAssistantCandidate(ID8044) => Min Interval: 21, Max Interval: 42
ResearchAssistantCandidate(ID8045) => Min Interval: 18, Max Interval: 42
ResearchAssistantCandidate(ID8046) => Min Interval: 36, Max Interval: 50
ResearchAssistantCandidate(ID8047) => Min Interval: 21, Max Interval: 33
ResearchAssistantCandidate(ID8049) => Min Interval: 6, Max Interval: 52
ResearchAssistantCandidate(ID8051) => Min Interval: 13, Max Interval: 33
ResearchAssistantCandidate(ID8052) => Min Interval: 23, Max Interval: 38
ResearchAssistantCandidate(ID8054) => Min Interval: 0, Max Interval: 50
ResearchAssistantCandidate(ID8056) => Min Interval: 7, Max Interval: 37
ResearchAssistantCandidate(ID8057) => Min Interval: 5, Max Interval: 38
ResearchAssistantCandidate(ID8059) => Min Interval: 2, Max Interval: 32
ResearchAssistantCandidate(ID8063) => Min Interval: 10, Max Interval: 37
ResearchAssistantCandidate(ID8064) => Min Interval: 20, Max Interval: 34
ResearchAssistantCandidate(ID8066) => Min Interval: 8, Max Interval: 47
ResearchAssistantCandidate(ID8068) => Min Interval: 7, Max Interval: 19
ResearchAssistantCandidate(ID8071) => Min Interval: 23, Max Interval: 39
ResearchAssistantCandidate(ID8072) => Min Interval: 9, Max Interval: 21
ResearchAssistantCandidate(ID8073) => Min Interval: 6, Max Interval: 30
ResearchAssistantCandidate(ID8075) => Min Interval: 24, Max Interval: 31
ResearchAssistantCandidate(ID8076) => Min Interval: 18, Max Interval: 45
ResearchAssistantCandidate(ID8078) => Min Interval: 14, Max Interval: 48
ResearchAssistantCandidate(ID8083) => Min Interval: 19, Max Interval: 33
ResearchAssistantCandidate(ID8086) => Min Interval: 9, Max Interval: 41
ResearchAssistantCandidate(ID8087) => Min Interval: 15, Max Interval: 44
ResearchAssistantCandidate(ID8088) => Min Interval: 15, Max Interval: 42
ResearchAssistantCandidate(ID8093) => Min Interval: 11, Max Interval: 49
ResearchAssistantCandidate(ID8095) => Min Interval: 10, Max Interval: 34
ResearchAssistantCandidate(ID8099) => Min Interval: 8, Max Interval: 40
ResearchAssistantCandidate(ID8100) => Min Interval: 29, Max Interval: 49
ResearchAssistantCandidate(ID8105) => Min Interval: 15, Max Interval: 25
ResearchAssistantCandidate(ID8106) => Min Interval: 11, Max Interval: 34
ResearchAssistantCandidate(ID8107) => Min Interval: 11, Max Interval: 51
ResearchAssistantCandidate(ID8108) => Min Interval: 13, Max Interval: 41
ResearchAssistantCandidate(ID8109) => Min Interval: 18, Max Interval: 23
ResearchAssistantCandidate(ID8110) => Min Interval: 7, Max Interval: 48
ResearchAssistantCandidate(ID8111) => Min Interval: 7, Max Interval: 46
ResearchAssistantCandidate(ID8114) => Min Interval: 4, Max Interval: 25
ResearchAssistantCandidate(ID8117) => Min Interval: 18, Max Interval: 43
ResearchAssistantCandidate(ID8118) => Min Interval: 5, Max Interval: 44
ResearchAssistantCandidate(ID8119) => Min Interval: 16, Max Interval: 42
ResearchAssistantCandidate(ID8120) => Min Interval: 37, Max Interval: 42
ResearchAssistantCandidate(ID8123) => Min Interval: 24, Max Interval: 41
ResearchAssistantCandidate(ID8124) => Min Interval: 6, Max Interval: 42
ResearchAssistantCandidate(ID8127) => Min Interval: 13, Max Interval: 49
ResearchAssistantCandidate(ID8129) => Min Interval: 9, Max Interval: 51
ResearchAssistantCandidate(ID8131) => Min Interval: 21, Max Interval: 34
ResearchAssistantCandidate(ID8132) => Min Interval: 14, Max Interval: 45
ResearchAssistantCandidate(ID8134) => Min Interval: 14, Max Interval: 44
ResearchAssistantCandidate(ID8140) => Min Interval: 9, Max Interval: 45
ResearchAssistantCandidate(ID8141) => Min Interval: 16, Max Interval: 33
ResearchAssistantCandidate(ID8142) => Min Interval: 29, Max Interval: 50
ResearchAssistantCandidate(ID8143) => Min Interval: 8, Max Interval: 44
ResearchAssistantCandidate(ID8144) => Min Interval: 9, Max Interval: 47
ResearchAssistantCandidate(ID8145) => Min Interval: 7, Max Interval: 44
ResearchAssistantCandidate(ID8146) => Min Interval: 8, Max Interval: 11
ResearchAssistantCandidate(ID8148) => Min Interval: 13, Max Interval: 40
ResearchAssistantCandidate(ID8153) => Min Interval: 35, Max Interval: 43
ResearchAssistantCandidate(ID8155) => Min Interval: 14, Max Interval: 37
ResearchAssistantCandidate(ID8157) => Min Interval: 7, Max Interval: 37
ResearchAssistantCandidate(ID8159) => Min Interval: 8, Max Interval: 35
ResearchAssistantCandidate(ID8162) => Min Interval: 15, Max Interval: 42
ResearchAssistantCandidate(ID8163) => Min Interval: 5, Max Interval: 40
ResearchAssistantCandidate(ID8165) => Min Interval: 13, Max Interval: 45
ResearchAssistantCandidate(ID8166) => Min Interval: 7, Max Interval: 28
ResearchAssistantCandidate(ID8167) => Min Interval: 18, Max Interval: 29
ResearchAssistantCandidate(ID8172) => Min Interval: 34, Max Interval: 40
ResearchAssistantCandidate(ID8173) => Min Interval: 13, Max Interval: 49
ResearchAssistantCandidate(ID8174) => Min Interval: 10, Max Interval: 23
ResearchAssistantCandidate(ID8175) => Min Interval: 21, Max Interval: 43
ResearchAssistantCandidate(ID8176) => Min Interval: 25, Max Interval: 49
ResearchAssistantCandidate(ID8177) => Min Interval: 20, Max Interval: 34
ResearchAssistantCandidate(ID8179) => Min Interval: 11, Max Interval: 37
ResearchAssistantCandidate(ID8180) => Min Interval: 15, Max Interval: 48
ResearchAssistantCandidate(ID8181) => Min Interval: 6, Max Interval: 47
ResearchAssistantCandidate(ID8185) => Min Interval: 9, Max Interval: 42
ResearchAssistantCandidate(ID8186) => Min Interval: 15, Max Interval: 34
ResearchAssistantCandidate(ID8187) => Min Interval: 6, Max Interval: 36
ResearchAssistantCandidate(ID8194) => Min Interval: 12, Max Interval: 32
ResearchAssistantCandidate(ID8196) => Min Interval: 11, Max Interval: 47
ResearchAssistantCandidate(ID8197) => Min Interval: 24, Max Interval: 37
ResearchAssistantCandidate(ID8198) => Min Interval: 7, Max Interval: 49
ResearchAssistantCandidate(ID8199) => Min Interval: 15, Max Interval: 21
ResearchAssistantCandidate(ID8203) => Min Interval: 0, Max Interval: 47
ResearchAssistantCandidate(ID8204) => Min Interval: 13, Max Interval: 47
ResearchAssistantCandidate(ID8205) => Min Interval: 5, Max Interval: 41
ResearchAssistantCandidate(ID8206) => Min Interval: 13, Max Interval: 16
ResearchAssistantCandidate(ID8207) => Min Interval: 18, Max Interval: 40
ResearchAssistantCandidate(ID8209) => Min Interval: 3, Max Interval: 50
ResearchAssistantCandidate(ID8210) => Min Interval: 19, Max Interval: 47
ResearchAssistantCandidate(ID8211) => Min Interval: 9, Max Interval: 41
ResearchAssistantCandidate(ID8212) => Min Interval: 11, Max Interval: 32
ResearchAssistantCandidate(ID8213) => Min Interval: 0, Max Interval: 51
ResearchAssistantCandidate(ID8218) => Min Interval: 7, Max Interval: 32
ResearchAssistantCandidate(ID8219) => Min Interval: 16, Max Interval: 37
ResearchAssistantCandidate(ID8221) => Min Interval: 16, Max Interval: 47
ResearchAssistantCandidate(ID8224) => Min Interval: 19, Max Interval: 45
ResearchAssistantCandidate(ID8225) => Min Interval: 5, Max Interval: 48
ResearchAssistantCandidate(ID8227) => Min Interval: 5, Max Interval: 26
ResearchAssistantCandidate(ID8229) => Min Interval: 17, Max Interval: 40
ResearchAssistantCandidate(ID8231) => Min Interval: 26, Max Interval: 45
ResearchAssistantCandidate(ID8232) => Min Interval: 9, Max Interval: 35
ResearchAssistantCandidate(ID8233) => Min Interval: 8, Max Interval: 44
ResearchAssistantCandidate(ID8234) => Min Interval: 0, Max Interval: 49
ResearchAssistantCandidate(ID8236) => Min Interval: 23, Max Interval: 43
ResearchAssistantCandidate(ID8239) => Min Interval: 27, Max Interval: 42
ResearchAssistantCandidate(ID8240) => Min Interval: 13, Max Interval: 47
ResearchAssistantCandidate(ID8241) => Min Interval: 11, Max Interval: 50
ResearchAssistantCandidate(ID8245) => Min Interval: 22, Max Interval: 43
ResearchAssistantCandidate(ID8246) => Min Interval: 5, Max Interval: 52
ResearchAssistantCandidate(ID8247) => Min Interval: 5, Max Interval: 37
ResearchAssistantCandidate(ID8249) => Min Interval: 9, Max Interval: 43
ResearchAssistantCandidate(ID8251) => Min Interval: 17, Max Interval: 48
ResearchAssistantCandidate(ID8255) => Min Interval: 19, Max Interval: 32
ResearchAssistantCandidate(ID8257) => Min Interval: 17, Max Interval: 34
ResearchAssistantCandidate(ID8259) => Min Interval: 30, Max Interval: 41
ResearchAssistantCandidate(ID8260) => Min Interval: 23, Max Interval: 42
ResearchAssistantCandidate(ID8262) => Min Interval: 14, Max Interval: 37
ResearchAssistantCandidate(ID8263) => Min Interval: 23, Max Interval: 38
ResearchAssistantCandidate(ID8264) => Min Interval: 7, Max Interval: 50
ResearchAssistantCandidate(ID8265) => Min Interval: 0, Max Interval: 50
ResearchAssistantCandidate(ID8266) => Min Interval: 28, Max Interval: 39
ResearchAssistantCandidate(ID8271) => Min Interval: 12, Max Interval: 45
ResearchAssistantCandidate(ID8272) => Min Interval: 27, Max Interval: 46
ResearchAssistantCandidate(ID8277) => Min Interval: 26, Max Interval: 36
ResearchAssistantCandidate(ID8278) => Min Interval: 11, Max Interval: 42
ResearchAssistantCandidate(ID8279) => Min Interval: 7, Max Interval: 49
ResearchAssistantCandidate(ID8280) => Min Interval: 36, Max Interval: 50
ResearchAssistantCandidate(ID8285) => Min Interval: 30, Max Interval: 44
ResearchAssistantCandidate(ID8286) => Min Interval: 2, Max Interval: 50
ResearchAssistantCandidate(ID8287) => Min Interval: 24, Max Interval: 48
ResearchAssistantCandidate(ID8288) => Min Interval: 14, Max Interval: 50
ResearchAssistantCandidate(ID8291) => Min Interval: 19, Max Interval: 50
ResearchAssistantCandidate(ID8294) => Min Interval: 7, Max Interval: 32
ResearchAssistantCandidate(ID8295) => Min Interval: 12, Max Interval: 41
ResearchAssistantCandidate(ID8296) => Min Interval: 13, Max Interval: 48
ResearchAssistantCandidate(ID8297) => Min Interval: 16, Max Interval: 37
ResearchAssistantCandidate(ID8298) => Min Interval: 5, Max Interval: 38
ResearchAssistantCandidate(ID8299) => Min Interval: 14, Max Interval: 25
ResearchAssistantCandidate(ID8303) => Min Interval: 16, Max Interval: 42
ResearchAssistantCandidate(ID8304) => Min Interval: 42, Max Interval: 45
ResearchAssistantCandidate(ID8310) => Min Interval: 8, Max Interval: 48
ResearchAssistantCandidate(ID8311) => Min Interval: 33, Max Interval: 38
ResearchAssistantCandidate(ID8314) => Min Interval: 18, Max Interval: 39
ResearchAssistantCandidate(ID8316) => Min Interval: 9, Max Interval: 45
ResearchAssistantCandidate(ID8319) => Min Interval: 7, Max Interval: 40
ResearchAssistantCandidate(ID8320) => Min Interval: 29, Max Interval: 40
ResearchAssistantCandidate(ID8323) => Min Interval: 15, Max Interval: 40
ResearchAssistantCandidate(ID8324) => Min Interval: 8, Max Interval: 39
ResearchAssistantCandidate(ID8328) => Min Interval: 4, Max Interval: 51
ResearchAssistantCandidate(ID8330) => Min Interval: 30, Max Interval: 45
ResearchAssistantCandidate(ID8331) => Min Interval: 8, Max Interval: 48
ResearchAssistantCandidate(ID8332) => Min Interval: 16, Max Interval: 40
ResearchAssistantCandidate(ID8333) => Min Interval: 19, Max Interval: 47
ResearchAssistantCandidate(ID8336) => Min Interval: 37, Max Interval: 49
ResearchAssistantCandidate(ID8338) => Min Interval: 6, Max Interval: 45
ResearchAssistantCandidate(ID8339) => Min Interval: 5, Max Interval: 40
ResearchAssistantCandidate(ID8340) => Min Interval: 13, Max Interval: 41
ResearchAssistantCandidate(ID8342) => Min Interval: 11, Max Interval: 48
ResearchAssistantCandidate(ID8344) => Min Interval: 6, Max Interval: 46
ResearchAssistantCandidate(ID8345) => Min Interval: 6, Max Interval: 34
ResearchAssistantCandidate(ID8348) => Min Interval: 24, Max Interval: 48
ResearchAssistantCandidate(ID8350) => Min Interval: 27, Max Interval: 39
ResearchAssistantCandidate(ID8351) => Min Interval: 17, Max Interval: 26
ResearchAssistantCandidate(ID8353) => Min Interval: 36, Max Interval: 41
ResearchAssistantCandidate(ID8355) => Min Interval: 20, Max Interval: 50
ResearchAssistantCandidate(ID8356) => Min Interval: 16, Max Interval: 35
ResearchAssistantCandidate(ID8357) => Min Interval: 13, Max Interval: 19
ResearchAssistantCandidate(ID8358) => Min Interval: 7, Max Interval: 50
ResearchAssistantCandidate(ID8360) => Min Interval: 7, Max Interval: 35
ResearchAssistantCandidate(ID8369) => Min Interval: 3, Max Interval: 48
ResearchAssistantCandidate(ID8370) => Min Interval: 0, Max Interval: 51
ResearchAssistantCandidate(ID8376) => Min Interval: 25, Max Interval: 42
ResearchAssistantCandidate(ID8377) => Min Interval: 8, Max Interval: 49
ResearchAssistantCandidate(ID8378) => Min Interval: 6, Max Interval: 29
ResearchAssistantCandidate(ID8381) => Min Interval: 8, Max Interval: 49
ResearchAssistantCandidate(ID8382) => Min Interval: 7, Max Interval: 29
ResearchAssistantCandidate(ID8383) => Min Interval: 5, Max Interval: 8
ResearchAssistantCandidate(ID8386) => Min Interval: 14, Max Interval: 41
ResearchAssistantCandidate(ID8388) => Min Interval: 6, Max Interval: 37
ResearchAssistantCandidate(ID8391) => Min Interval: 5, Max Interval: 52
ResearchAssistantCandidate(ID8392) => Min Interval: 8, Max Interval: 38
ResearchAssistantCandidate(ID8394) => Min Interval: 2, Max Interval: 35
ResearchAssistantCandidate(ID8397) => Min Interval: 6, Max Interval: 44
ResearchAssistantCandidate(ID8398) => Min Interval: 12, Max Interval: 32
ResearchAssistantCandidate(ID8400) => Min Interval: 12, Max Interval: 49
ResearchAssistantCandidate(ID8401) => Min Interval: 7, Max Interval: 37
ResearchAssistantCandidate(ID8402) => Min Interval: 20, Max Interval: 46
ResearchAssistantCandidate(ID8404) => Min Interval: 14, Max Interval: 45
ResearchAssistantCandidate(ID8409) => Min Interval: 6, Max Interval: 35
ResearchAssistantCandidate(ID8412) => Min Interval: 8, Max Interval: 45
ResearchAssistantCandidate(ID8413) => Min Interval: 6, Max Interval: 37
ResearchAssistantCandidate(ID8414) => Min Interval: 14, Max Interval: 23
ResearchAssistantCandidate(ID8415) => Min Interval: 7, Max Interval: 49
ResearchAssistantCandidate(ID8416) => Min Interval: 10, Max Interval: 42
ResearchAssistantCandidate(ID8417) => Min Interval: 13, Max Interval: 44
ResearchAssistantCandidate(ID8420) => Min Interval: 10, Max Interval: 52
ResearchAssistantCandidate(ID8424) => Min Interval: 10, Max Interval: 38
ResearchAssistantCandidate(ID8426) => Min Interval: 10, Max Interval: 28
ResearchAssistantCandidate(ID8428) => Min Interval: 11, Max Interval: 47
ResearchAssistantCandidate(ID8430) => Min Interval: 5, Max Interval: 36
ResearchAssistantCandidate(ID8431) => Min Interval: 21, Max Interval: 40
ResearchAssistantCandidate(ID8437) => Min Interval: 18, Max Interval: 50
ResearchAssistantCandidate(ID8441) => Min Interval: 23, Max Interval: 47
ResearchAssistantCandidate(ID8443) => Min Interval: 6, Max Interval: 28
ResearchAssistantCandidate(ID8444) => Min Interval: 7, Max Interval: 30
ResearchAssistantCandidate(ID8447) => Min Interval: 5, Max Interval: 45
ResearchAssistantCandidate(ID8448) => Min Interval: 21, Max Interval: 44
ResearchAssistantCandidate(ID8449) => Min Interval: 10, Max Interval: 30
ResearchAssistantCandidate(ID8451) => Min Interval: 7, Max Interval: 34
ResearchAssistantCandidate(ID8454) => Min Interval: 18, Max Interval: 49
ResearchAssistantCandidate(ID8457) => Min Interval: 16, Max Interval: 25
ResearchAssistantCandidate(ID8459) => Min Interval: 0, Max Interval: 42
ResearchAssistantCandidate(ID8462) => Min Interval: 33, Max Interval: 47
ResearchAssistantCandidate(ID8463) => Min Interval: 15, Max Interval: 42
ResearchAssistantCandidate(ID8464) => Min Interval: 40, Max Interval: 44
ResearchAssistantCandidate(ID8465) => Min Interval: 13, Max Interval: 39
ResearchAssistantCandidate(ID8467) => Min Interval: 8, Max Interval: 51
ResearchAssistantCandidate(ID8468) => Min Interval: 11, Max Interval: 38
ResearchAssistantCandidate(ID8472) => Min Interval: 25, Max Interval: 39
ResearchAssistantCandidate(ID8473) => Min Interval: 12, Max Interval: 50
ResearchAssistantCandidate(ID8475) => Min Interval: 35, Max Interval: 49
ResearchAssistantCandidate(ID8480) => Min Interval: 6, Max Interval: 28
ResearchAssistantCandidate(ID8484) => Min Interval: 26, Max Interval: 45
ResearchAssistantCandidate(ID8485) => Min Interval: 8, Max Interval: 27
ResearchAssistantCandidate(ID8488) => Min Interval: 5, Max Interval: 49
ResearchAssistantCandidate(ID8489) => Min Interval: 7, Max Interval: 20
ResearchAssistantCandidate(ID8490) => Min Interval: 17, Max Interval: 25
ResearchAssistantCandidate(ID8495) => Min Interval: 6, Max Interval: 48
ResearchAssistantCandidate(ID8500) => Min Interval: 14, Max Interval: 34
ResearchAssistantCandidate(ID8503) => Min Interval: 2, Max Interval: 47
ResearchAssistantCandidate(ID8505) => Min Interval: 10, Max Interval: 28
ResearchAssistantCandidate(ID8511) => Min Interval: 24, Max Interval: 40
ResearchAssistantCandidate(ID8513) => Min Interval: 4, Max Interval: 49
ResearchAssistantCandidate(ID8514) => Min Interval: 10, Max Interval: 33
ResearchAssistantCandidate(ID8517) => Min Interval: 14, Max Interval: 33
ResearchAssistantCandidate(ID8518) => Min Interval: 8, Max Interval: 48
ResearchAssistantCandidate(ID8523) => Min Interval: 5, Max Interval: 45
ResearchAssistantCandidate(ID8524) => Min Interval: 11, Max Interval: 31
ResearchAssistantCandidate(ID8528) => Min Interval: 8, Max Interval: 11
ResearchAssistantCandidate(ID8529) => Min Interval: 29, Max Interval: 40
ResearchAssistantCandidate(ID8533) => Min Interval: 24, Max Interval: 42
ResearchAssistantCandidate(ID8534) => Min Interval: 7, Max Interval: 35
ResearchAssistantCandidate(ID8535) => Min Interval: 30, Max Interval: 39
ResearchAssistantCandidate(ID8537) => Min Interval: 12, Max Interval: 41
ResearchAssistantCandidate(ID8538) => Min Interval: 26, Max Interval: 42
ResearchAssistantCandidate(ID8540) => Min Interval: 28, Max Interval: 49
ResearchAssistantCandidate(ID8544) => Min Interval: 6, Max Interval: 49
ResearchAssistantCandidate(ID8545) => Min Interval: 17, Max Interval: 34
ResearchAssistantCandidate(ID8546) => Min Interval: 6, Max Interval: 15
ResearchAssistantCandidate(ID8548) => Min Interval: 13, Max Interval: 50
ResearchAssistantCandidate(ID8551) => Min Interval: 8, Max Interval: 32
ResearchAssistantCandidate(ID8553) => Min Interval: 15, Max Interval: 48
ResearchAssistantCandidate(ID8555) => Min Interval: 33, Max Interval: 45
ResearchAssistantCandidate(ID8556) => Min Interval: 1, Max Interval: 40
ResearchAssistantCandidate(ID8557) => Min Interval: 5, Max Interval: 44
ResearchAssistantCandidate(ID8559) => Min Interval: 31, Max Interval: 37
ResearchAssistantCandidate(ID8561) => Min Interval: 21, Max Interval: 49
ResearchAssistantCandidate(ID8565) => Min Interval: 21, Max Interval: 41
ResearchAssistantCandidate(ID8568) => Min Interval: 16, Max Interval: 45
ResearchAssistantCandidate(ID8570) => Min Interval: 17, Max Interval: 49
ResearchAssistantCandidate(ID8571) => Min Interval: 46, Max Interval: 48
ResearchAssistantCandidate(ID8572) => Min Interval: 7, Max Interval: 30
ResearchAssistantCandidate(ID8573) => Min Interval: 6, Max Interval: 48
ResearchAssistantCandidate(ID8575) => Min Interval: 16, Max Interval: 41
ResearchAssistantCandidate(ID8583) => Min Interval: 21, Max Interval: 41
ResearchAssistantCandidate(ID8584) => Min Interval: 16, Max Interval: 30
ResearchAssistantCandidate(ID8585) => Min Interval: 26, Max Interval: 49
ResearchAssistantCandidate(ID8587) => Min Interval: 30, Max Interval: 45
ResearchAssistantCandidate(ID8589) => Min Interval: 12, Max Interval: 47
ResearchAssistantCandidate(ID8593) => Min Interval: 18, Max Interval: 52
ResearchAssistantCandidate(ID8595) => Min Interval: 30, Max Interval: 36
ResearchAssistantCandidate(ID8596) => Min Interval: 10, Max Interval: 29
ResearchAssistantCandidate(ID8598) => Min Interval: 23, Max Interval: 50
ResearchAssistantCandidate(ID8599) => Min Interval: 12, Max Interval: 47
ResearchAssistantCandidate(ID8600) => Min Interval: 29, Max Interval: 38
ResearchAssistantCandidate(ID8603) => Min Interval: 11, Max Interval: 28
ResearchAssistantCandidate(ID8609) => Min Interval: 26, Max Interval: 49
ResearchAssistantCandidate(ID8610) => Min Interval: 7, Max Interval: 46
ResearchAssistantCandidate(ID8612) => Min Interval: 9, Max Interval: 44
ResearchAssistantCandidate(ID8614) => Min Interval: 28, Max Interval: 44
ResearchAssistantCandidate(ID8615) => Min Interval: 12, Max Interval: 48
ResearchAssistantCandidate(ID8620) => Min Interval: 12, Max Interval: 45
ResearchAssistantCandidate(ID8623) => Min Interval: 15, Max Interval: 47
ResearchAssistantCandidate(ID8624) => Min Interval: 6, Max Interval: 41
ResearchAssistantCandidate(ID8626) => Min Interval: 9, Max Interval: 43
ResearchAssistantCandidate(ID8628) => Min Interval: 10, Max Interval: 49
ResearchAssistantCandidate(ID8629) => Min Interval: 12, Max Interval: 43
ResearchAssistantCandidate(ID8632) => Min Interval: 6, Max Interval: 44
ResearchAssistantCandidate(ID8634) => Min Interval: 23, Max Interval: 43
ResearchAssistantCandidate(ID8635) => Min Interval: 9, Max Interval: 38
ResearchAssistantCandidate(ID8638) => Min Interval: 22, Max Interval: 24
ResearchAssistantCandidate(ID8641) => Min Interval: 31, Max Interval: 42
ResearchAssistantCandidate(ID8642) => Min Interval: 8, Max Interval: 34
ResearchAssistantCandidate(ID8644) => Min Interval: 12, Max Interval: 12
ResearchAssistantCandidate(ID8648) => Min Interval: 21, Max Interval: 42
ResearchAssistantCandidate(ID8649) => Min Interval: 5, Max Interval: 22
ResearchAssistantCandidate(ID8650) => Min Interval: 14, Max Interval: 48
ResearchAssistantCandidate(ID8654) => Min Interval: 7, Max Interval: 37
ResearchAssistantCandidate(ID8655) => Min Interval: 7, Max Interval: 27
ResearchAssistantCandidate(ID8660) => Min Interval: 10, Max Interval: 36
ResearchAssistantCandidate(ID8663) => Min Interval: 20, Max Interval: 33
ResearchAssistantCandidate(ID8664) => Min Interval: 17, Max Interval: 47
ResearchAssistantCandidate(ID8666) => Min Interval: 22, Max Interval: 49
ResearchAssistantCandidate(ID8667) => Min Interval: 6, Max Interval: 7
ResearchAssistantCandidate(ID8670) => Min Interval: 19, Max Interval: 30
ResearchAssistantCandidate(ID8671) => Min Interval: 20, Max Interval: 41
ResearchAssistantCandidate(ID8672) => Min Interval: 16, Max Interval: 42
ResearchAssistantCandidate(ID8676) => Min Interval: 26, Max Interval: 36
ResearchAssistantCandidate(ID8677) => Min Interval: 11, Max Interval: 46
ResearchAssistantCandidate(ID8678) => Min Interval: 24, Max Interval: 41
ResearchAssistantCandidate(ID8681) => Min Interval: 10, Max Interval: 36
ResearchAssistantCandidate(ID8682) => Min Interval: 23, Max Interval: 46
ResearchAssistantCandidate(ID8691) => Min Interval: 8, Max Interval: 44
ResearchAssistantCandidate(ID8693) => Min Interval: 13, Max Interval: 32
ResearchAssistantCandidate(ID8694) => Min Interval: 18, Max Interval: 43
ResearchAssistantCandidate(ID8695) => Min Interval: 22, Max Interval: 49
ResearchAssistantCandidate(ID8701) => Min Interval: 20, Max Interval: 36
ResearchAssistantCandidate(ID8702) => Min Interval: 6, Max Interval: 48
ResearchAssistantCandidate(ID8704) => Min Interval: 8, Max Interval: 48
ResearchAssistantCandidate(ID8705) => Min Interval: 30, Max Interval: 45
ResearchAssistantCandidate(ID8709) => Min Interval: 2, Max Interval: 43
ResearchAssistantCandidate(ID8711) => Min Interval: 17, Max Interval: 50
ResearchAssistantCandidate(ID8712) => Min Interval: 5, Max Interval: 19
ResearchAssistantCandidate(ID8719) => Min Interval: 27, Max Interval: 49
ResearchAssistantCandidate(ID8732) => Min Interval: 8, Max Interval: 32
ResearchAssistantCandidate(ID8734) => Min Interval: 20, Max Interval: 36
ResearchAssistantCandidate(ID8735) => Min Interval: 5, Max Interval: 33
ResearchAssistantCandidate(ID8739) => Min Interval: 10, Max Interval: 26
ResearchAssistantCandidate(ID8741) => Min Interval: 12, Max Interval: 46
ResearchAssistantCandidate(ID8747) => Min Interval: 9, Max Interval: 33
ResearchAssistantCandidate(ID8751) => Min Interval: 17, Max Interval: 27
ResearchAssistantCandidate(ID8753) => Min Interval: 7, Max Interval: 46
ResearchAssistantCandidate(ID8756) => Min Interval: 6, Max Interval: 33
ResearchAssistantCandidate(ID8760) => Min Interval: 32, Max Interval: 50
ResearchAssistantCandidate(ID8764) => Min Interval: 16, Max Interval: 36
ResearchAssistantCandidate(ID8768) => Min Interval: 33, Max Interval: 49
ResearchAssistantCandidate(ID8770) => Min Interval: 5, Max Interval: 46
ResearchAssistantCandidate(ID8774) => Min Interval: 12, Max Interval: 44
ResearchAssistantCandidate(ID8789) => Min Interval: 16, Max Interval: 45
ResearchAssistantCandidate(ID8798) => Min Interval: 22, Max Interval: 22
ResearchAssistantCandidate(ID8799) => Min Interval: 12, Max Interval: 25
ResearchAssistantCandidate(ID8802) => Min Interval: 5, Max Interval: 32
ResearchAssistantCandidate(ID8806) => Min Interval: 7, Max Interval: 14
ResearchAssistantCandidate(ID8812) => Min Interval: 5, Max Interval: 47
ResearchAssistantCandidate(ID8813) => Min Interval: 9, Max Interval: 50
ResearchAssistantCandidate(ID8820) => Min Interval: 21, Max Interval: 42
ResearchAssistantCandidate(ID8823) => Min Interval: 16, Max Interval: 24
ResearchAssistantCandidate(ID8827) => Min Interval: 18, Max Interval: 48
ResearchAssistantCandidate(ID8846) => Min Interval: 15, Max Interval: 40
