Stored fact information:
ResearchAssistant(ID0) => Min Interval: 32, Max Interval: 40
ResearchAssistant(ID8119) => Min Interval: 21, Max Interval: 42
ResearchAssistant(ID8120) => Min Interval: 42, Max Interval: 42
ResearchAssistant(ID8123) => Min Interval: 29, Max Interval: 41
ResearchAssistant(ID8124) => Min Interval: 7, Max Interval: 42
ResearchAssistant(ID8127) => Min Interval: 18, Max Interval: 49
ResearchAssistant(ID8129) => Min Interval: 14, Max Interval: 51
ResearchAssistant(ID8131) => Min Interval: 26, Max Interval: 34
ResearchAssistant(ID8132) => Min Interval: 19, Max Interval: 45
ResearchAssistant(ID8134) => Min Interval: 19, Max Interval: 44
ResearchAssistant(ID8140) => Min Interval: 14, Max Interval: 45
ResearchAssistant(ID8142) => Min Interval: 34, Max Interval: 50
ResearchAssistant(ID8143) => Min Interval: 13, Max Interval: 44
ResearchAssistant(ID8144) => Min Interval: 14, Max Interval: 47
ResearchAssistant(ID8145) => Min Interval: 12, Max Interval: 44
ResearchAssistant(ID8148) => Min Interval: 18, Max Interval: 40
ResearchAssistant(ID8153) => Min Interval: 40, Max Interval: 43
ResearchAssistant(ID8155) => Min Interval: 19, Max Interval: 37
ResearchAssistant(ID8157) => Min Interval: 12, Max Interval: 37
ResearchAssistant(ID8159) => Min Interval: 13, Max Interval: 35
ResearchAssistant(ID8162) => Min Interval: 20, Max Interval: 42
ResearchAssistant(ID8163) => Min Interval: 16, Max Interval: 40
ResearchAssistant(ID8165) => Min Interval: 14, Max Interval: 45
ResearchAssistant(ID8166) => Min Interval: 8, Max Interval: 28
ResearchAssistant(ID8167) => Min Interval: 1, Max Interval: 31
ResearchAssistant(ID8172) => Min Interval: 39, Max Interval: 40
ResearchAssistant(ID8173) => Min Interval: 18, Max Interval: 49
ResearchAssistant(ID8174) => Min Interval: 15, Max Interval: 23
ResearchAssistant(ID8175) => Min Interval: 26, Max Interval: 43
ResearchAssistant(ID8176) => Min Interval: 30, Max Interval: 49
ResearchAssistant(ID8177) => Min Interval: 25, Max Interval: 34
ResearchAssistant(ID8179) => Min Interval: 16, Max Interval: 37
ResearchAssistant(ID8180) => Min Interval: 20, Max Interval: 48
ResearchAssistant(ID8181) => Min Interval: 7, Max Interval: 47
ResearchAssistant(ID8185) => Min Interval: 14, Max Interval: 42
ResearchAssistant(ID8186) => Min Interval: 20, Max Interval: 34
ResearchAssistant(ID8187) => Min Interval: 11, Max Interval: 36
ResearchAssistant(ID8194) => Min Interval: 6, Max Interval: 42
ResearchAssistant(ID8196) => Min Interval: 16, Max Interval: 47
ResearchAssistant(ID8197) => Min Interval: 29, Max Interval: 37
ResearchAssistant(ID8198) => Min Interval: 12, Max Interval: 49
ResearchAssistant(ID8199) => Min Interval: 20, Max Interval: 21
ResearchAssistant(ID8203) => Min Interval: 1, Max Interval: 47
ResearchAssistant(ID8204) => Min Interval: 18, Max Interval: 47
ResearchAssistant(ID8205) => Min Interval: 10, Max Interval: 41
ResearchAssistant(ID8207) => Min Interval: 23, Max Interval: 40
ResearchAssistant(ID8209) => Min Interval: 4, Max Interval: 50
ResearchAssistant(ID8210) => Min Interval: 24, Max Interval: 47
ResearchAssistant(ID8211) => Min Interval: 14, Max Interval: 23
ResearchAssistant(ID8212) => Min Interval: 16, Max Interval: 32
ResearchAssistant(ID8213) => Min Interval: 0, Max Interval: 51
ResearchAssistant(ID8218) => Min Interval: 12, Max Interval: 32
ResearchAssistant(ID8219) => Min Interval: 21, Max Interval: 37
ResearchAssistant(ID8221) => Min Interval: 21, Max Interval: 47
ResearchAssistant(ID8224) => Min Interval: 24, Max Interval: 45
ResearchAssistant(ID8225) => Min Interval: 10, Max Interval: 38
ResearchAssistant(ID8227) => Min Interval: 9, Max Interval: 26
ResearchAssistant(ID8229) => Min Interval: 39, Max Interval: 40
ResearchAssistant(ID8231) => Min Interval: 31, Max Interval: 45
ResearchAssistant(ID8232) => Min Interval: 32, Max Interval: 35
ResearchAssistant(ID8233) => Min Interval: 13, Max Interval: 44
ResearchAssistant(ID8234) => Min Interval: 3, Max Interval: 49
ResearchAssistant(ID8236) => Min Interval: 24, Max Interval: 43
ResearchAssistant(ID8239) => Min Interval: 1, Max Interval: 46
ResearchAssistant(ID8240) => Min Interval: 18, Max Interval: 47
ResearchAssistant(ID8241) => Min Interval: 2, Max Interval: 50
ResearchAssistant(ID8245) => Min Interval: 38, Max Interval: 43
ResearchAssistant(ID8246) => Min Interval: 6, Max Interval: 52
ResearchAssistant(ID8247) => Min Interval: 10, Max Interval: 37
ResearchAssistant(ID8249) => Min Interval: 14, Max Interval: 43
ResearchAssistant(ID8251) => Min Interval: 22, Max Interval: 48
ResearchAssistant(ID8255) => Min Interval: 24, Max Interval: 32
ResearchAssistant(ID8257) => Min Interval: 22, Max Interval: 34
ResearchAssistant(ID8259) => Min Interval: 35, Max Interval: 41
ResearchAssistant(ID8260) => Min Interval: 28, Max Interval: 42
ResearchAssistant(ID8262) => Min Interval: 19, Max Interval: 37
ResearchAssistant(ID8263) => Min Interval: 28, Max Interval: 38
ResearchAssistant(ID8264) => Min Interval: 12, Max Interval: 50
ResearchAssistant(ID8265) => Min Interval: 2, Max Interval: 50
ResearchAssistant(ID8266) => Min Interval: 33, Max Interval: 39
ResearchAssistant(ID8271) => Min Interval: 17, Max Interval: 45
ResearchAssistant(ID8272) => Min Interval: 32, Max Interval: 46
ResearchAssistant(ID8277) => Min Interval: 31, Max Interval: 36
ResearchAssistant(ID8278) => Min Interval: 16, Max Interval: 42
ResearchAssistant(ID8279) => Min Interval: 12, Max Interval: 49
ResearchAssistant(ID8280) => Min Interval: 41, Max Interval: 50
ResearchAssistant(ID8285) => Min Interval: 35, Max Interval: 44
ResearchAssistant(ID8286) => Min Interval: 3, Max Interval: 50
ResearchAssistant(ID8287) => Min Interval: 29, Max Interval: 48
ResearchAssistant(ID8288) => Min Interval: 19, Max Interval: 50
ResearchAssistant(ID8291) => Min Interval: 24, Max Interval: 50
ResearchAssistant(ID8294) => Min Interval: 12, Max Interval: 32
ResearchAssistant(ID8295) => Min Interval: 38, Max Interval: 41
ResearchAssistant(ID8296) => Min Interval: 18, Max Interval: 48
ResearchAssistant(ID8297) => Min Interval: 21, Max Interval: 37
ResearchAssistant(ID8298) => Min Interval: 10, Max Interval: 38
ResearchAssistant(ID8299) => Min Interval: 19, Max Interval: 25
ResearchAssistant(ID8303) => Min Interval: 21, Max Interval: 24
ResearchAssistant(ID8310) => Min Interval: 13, Max Interval: 27
ResearchAssistant(ID8311) => Min Interval: 38, Max Interval: 38
ResearchAssistant(ID8314) => Min Interval: 23, Max Interval: 39
ResearchAssistant(ID8316) => Min Interval: 10, Max Interval: 45
ResearchAssistant(ID8319) => Min Interval: 12, Max Interval: 14
ResearchAssistant(ID8320) => Min Interval: 34, Max Interval: 40
ResearchAssistant(ID8323) => Min Interval: 20, Max Interval: 31
ResearchAssistant(ID8324) => Min Interval: 13, Max Interval: 39
ResearchAssistant(ID8328) => Min Interval: 6, Max Interval: 51
ResearchAssistant(ID8330) => Min Interval: 35, Max Interval: 38
ResearchAssistant(ID8331) => Min Interval: 13, Max Interval: 48
ResearchAssistant(ID8332) => Min Interval: 21, Max Interval: 40
ResearchAssistant(ID8333) => Min Interval: 24, Max Interval: 47
ResearchAssistant(ID8336) => Min Interval: 42, Max Interval: 49
ResearchAssistant(ID8338) => Min Interval: 7, Max Interval: 45
ResearchAssistant(ID8339) => Min Interval: 10, Max Interval: 40
ResearchAssistant(ID8340) => Min Interval: 18, Max Interval: 41
ResearchAssistant(ID8342) => Min Interval: 11, Max Interval: 48
ResearchAssistant(ID8344) => Min Interval: 11, Max Interval: 46
ResearchAssistant(ID8345) => Min Interval: 11, Max Interval: 34
ResearchAssistant(ID8348) => Min Interval: 29, Max Interval: 48
ResearchAssistant(ID8350) => Min Interval: 32, Max Interval: 39
ResearchAssistant(ID8351) => Min Interval: 22, Max Interval: 26
ResearchAssistant(ID8353) => Min Interval: 41, Max Interval: 41
ResearchAssistant(ID8355) => Min Interval: 25, Max Interval: 50
ResearchAssistant(ID8357) => Min Interval: 18, Max Interval: 19
ResearchAssistant(ID8358) => Min Interval: 12, Max Interval: 50
ResearchAssistant(ID8360) => Min Interval: 12, Max Interval: 35
ResearchAssistant(ID8369) => Min Interval: 4, Max Interval: 48
ResearchAssistant(ID8370) => Min Interval: 2, Max Interval: 51
ResearchAssistant(ID8376) => Min Interval: 39, Max Interval: 42
ResearchAssistant(ID8377) => Min Interval: 13, Max Interval: 49
ResearchAssistant(ID8378) => Min Interval: 11, Max Interval: 29
ResearchAssistant(ID8381) => Min Interval: 13, Max Interval: 49
ResearchAssistant(ID8382) => Min Interval: 12, Max Interval: 29
ResearchAssistant(ID8386) => Min Interval: 19, Max Interval: 41
ResearchAssistant(ID8388) => Min Interval: 11, Max Interval: 37
ResearchAssistant(ID8391) => Min Interval: 6, Max Interval: 52
ResearchAssistant(ID8392) => Min Interval: 37, Max Interval: 38
ResearchAssistant(ID8394) => Min Interval: 0, Max Interval: 35
ResearchAssistant(ID8397) => Min Interval: 11, Max Interval: 44
ResearchAssistant(ID8398) => Min Interval: 17, Max Interval: 32
ResearchAssistant(ID8400) => Min Interval: 28, Max Interval: 49
ResearchAssistant(ID8401) => Min Interval: 12, Max Interval: 37
ResearchAssistant(ID8402) => Min Interval: 25, Max Interval: 46
ResearchAssistant(ID8404) => Min Interval: 19, Max Interval: 34
ResearchAssistant(ID8409) => Min Interval: 30, Max Interval: 35
ResearchAssistant(ID8412) => Min Interval: 13, Max Interval: 45
ResearchAssistant(ID8413) => Min Interval: 11, Max Interval: 37
ResearchAssistant(ID8414) => Min Interval: 19, Max Interval: 23
ResearchAssistant(ID8415) => Min Interval: 8, Max Interval: 49
ResearchAssistant(ID8416) => Min Interval: 15, Max Interval: 42
ResearchAssistant(ID8417) => Min Interval: 18, Max Interval: 44
ResearchAssistant(ID8420) => Min Interval: 15, Max Interval: 52
ResearchAssistant(ID8424) => Min Interval: 15, Max Interval: 38
ResearchAssistant(ID8426) => Min Interval: 15, Max Interval: 28
ResearchAssistant(ID8428) => Min Interval: 16, Max Interval: 47
ResearchAssistant(ID8430) => Min Interval: 10, Max Interval: 36
ResearchAssistant(ID8431) => Min Interval: 26, Max Interval: 40
ResearchAssistant(ID8437) => Min Interval: 23, Max Interval: 50
ResearchAssistant(ID8441) => Min Interval: 28, Max Interval: 47
ResearchAssistant(ID8443) => Min Interval: 11, Max Interval: 28
ResearchAssistant(ID8444) => Min Interval: 12, Max Interval: 30
ResearchAssistant(ID8447) => Min Interval: 10, Max Interval: 45
ResearchAssistant(ID8448) => Min Interval: 26, Max Interval: 44
ResearchAssistant(ID8449) => Min Interval: 15, Max Interval: 30
ResearchAssistant(ID8451) => Min Interval: 12, Max Interval: 34
ResearchAssistant(ID8454) => Min Interval: 23, Max Interval: 49
ResearchAssistant(ID8457) => Min Interval: 21, Max Interval: 25
ResearchAssistant(ID8459) => Min Interval: 5, Max Interval: 42
ResearchAssistant(ID8462) => Min Interval: 38, Max Interval: 47
ResearchAssistant(ID8463) => Min Interval: 20, Max Interval: 42
ResearchAssistant(ID8467) => Min Interval: 9, Max Interval: 51
ResearchAssistant(ID8468) => Min Interval: 1, Max Interval: 38
ResearchAssistant(ID8472) => Min Interval: 30, Max Interval: 39
ResearchAssistant(ID8473) => Min Interval: 17, Max Interval: 50
ResearchAssistant(ID8475) => Min Interval: 40, Max Interval: 49
ResearchAssistant(ID8480) => Min Interval: 7, Max Interval: 28
ResearchAssistant(ID8484) => Min Interval: 31, Max Interval: 45
ResearchAssistant(ID8485) => Min Interval: 13, Max Interval: 27
ResearchAssistant(ID8488) => Min Interval: 10, Max Interval: 49
ResearchAssistant(ID8489) => Min Interval: 12, Max Interval: 20
ResearchAssistant(ID8490) => Min Interval: 22, Max Interval: 25
ResearchAssistant(ID8495) => Min Interval: 11, Max Interval: 48
ResearchAssistant(ID8500) => Min Interval: 19, Max Interval: 34
ResearchAssistant(ID8503) => Min Interval: 7, Max Interval: 47
ResearchAssistant(ID8505) => Min Interval: 23, Max Interval: 28
ResearchAssistant(ID8511) => Min Interval: 25, Max Interval: 40
ResearchAssistant(ID8513) => Min Interval: 9, Max Interval: 49
ResearchAssistant(ID8514) => Min Interval: 15, Max Interval: 33
ResearchAssistant(ID8517) => Min Interval: 19, Max Interval: 33
ResearchAssistant(ID8518) => Min Interval: 13, Max Interval: 48
ResearchAssistant(ID8523) => Min Interval: 10, Max Interval: 45
ResearchAssistant(ID8524) => Min Interval: 16, Max Interval: 31
ResearchAssistant(ID8529) => Min Interval: 34, Max Interval: 40
ResearchAssistant(ID8533) => Min Interval: 29, Max Interval: 42
ResearchAssistant(ID8534) => Min Interval: 12, Max Interval: 35
ResearchAssistant(ID8535) => Min Interval: 35, Max Interval: 39
ResearchAssistant(ID8537) => Min Interval: 17, Max Interval: 41
ResearchAssistant(ID8538) => Min Interval: 31, Max Interval: 42
ResearchAssistant(ID8540) => Min Interval: 33, Max Interval: 49
ResearchAssistant(ID8544) => Min Interval: 11, Max Interval: 25
ResearchAssistant(ID8545) => Min Interval: 22, Max Interval: 34
ResearchAssistant(ID8546) => Min Interval: 11, Max Interval: 15
ResearchAssistant(ID8548) => Min Interval: 18, Max Interval: 50
ResearchAssistant(ID8551) => Min Interval: 9, Max Interval: 32
ResearchAssistant(ID8553) => Min Interval: 20, Max Interval: 48
ResearchAssistant(ID8555) => Min Interval: 38, Max Interval: 45
ResearchAssistant(ID8556) => Min Interval: 6, Max Interval: 40
ResearchAssistant(ID8557) => Min Interval: 6, Max Interval: 44
ResearchAssistant(ID8559) => Min Interval: 36, Max Interval: 37
ResearchAssistant(ID8561) => Min Interval: 26, Max Interval: 49
ResearchAssistant(ID8565) => Min Interval: 26, Max Interval: 26
ResearchAssistant(ID8570) => Min Interval: 22, Max Interval: 49
ResearchAssistant(ID8572) => Min Interval: 26, Max Interval: 30
ResearchAssistant(ID8573) => Min Interval: 11, Max Interval: 48
ResearchAssistant(ID8575) => Min Interval: 21, Max Interval: 41
ResearchAssistant(ID8583) => Min Interval: 26, Max Interval: 41
ResearchAssistant(ID8585) => Min Interval: 31, Max Interval: 49
ResearchAssistant(ID8587) => Min Interval: 35, Max Interval: 45
ResearchAssistant(ID8589) => Min Interval: 17, Max Interval: 47
ResearchAssistant(ID8593) => Min Interval: 19, Max Interval: 52
ResearchAssistant(ID8595) => Min Interval: 35, Max Interval: 36
ResearchAssistant(ID8596) => Min Interval: 15, Max Interval: 29
ResearchAssistant(ID8598) => Min Interval: 28, Max Interval: 50
ResearchAssistant(ID8599) => Min Interval: 17, Max Interval: 47
ResearchAssistant(ID8600) => Min Interval: 34, Max Interval: 38
ResearchAssistant(ID8603) => Min Interval: 16, Max Interval: 28
ResearchAssistant(ID8609) => Min Interval: 31, Max Interval: 49
ResearchAssistant(ID8610) => Min Interval: 12, Max Interval: 46
ResearchAssistant(ID8612) => Min Interval: 14, Max Interval: 44
ResearchAssistant(ID8614) => Min Interval: 33, Max Interval: 44
ResearchAssistant(ID8615) => Min Interval: 17, Max Interval: 48
ResearchAssistant(ID8620) => Min Interval: 17, Max Interval: 45
ResearchAssistant(ID8623) => Min Interval: 20, Max Interval: 47
ResearchAssistant(ID8624) => Min Interval: 11, Max Interval: 41
ResearchAssistant(ID8626) => Min Interval: 14, Max Interval: 15
ResearchAssistant(ID8628) => Min Interval: 15, Max Interval: 49
ResearchAssistant(ID8629) => Min Interval: 17, Max Interval: 43
ResearchAssistant(ID8632) => Min Interval: 7, Max Interval: 44
ResearchAssistant(ID8634) => Min Interval: 28, Max Interval: 43
ResearchAssistant(ID8635) => Min Interval: 14, Max Interval: 23
ResearchAssistant(ID8641) => Min Interval: 36, Max Interval: 42
ResearchAssistant(ID8642) => Min Interval: 13, Max Interval: 34
ResearchAssistant(ID8648) => Min Interval: 26, Max Interval: 42
ResearchAssistant(ID8649) => Min Interval: 10, Max Interval: 22
ResearchAssistant(ID8650) => Min Interval: 19, Max Interval: 48
ResearchAssistant(ID8654) => Min Interval: 12, Max Interval: 37
ResearchAssistant(ID8655) => Min Interval: 12, Max Interval: 27
ResearchAssistant(ID8660) => Min Interval: 24, Max Interval: 36
ResearchAssistant(ID8663) => Min Interval: 25, Max Interval: 33
ResearchAssistant(ID8664) => Min Interval: 18, Max Interval: 47
ResearchAssistant(ID8666) => Min Interval: 27, Max Interval: 49
ResearchAssistant(ID8670) => Min Interval: 24, Max Interval: 30
ResearchAssistant(ID8671) => Min Interval: 25, Max Interval: 41
ResearchAssistant(ID8672) => Min Interval: 21, Max Interval: 30
ResearchAssistant(ID8676) => Min Interval: 31, Max Interval: 36
ResearchAssistant(ID8677) => Min Interval: 16, Max Interval: 19
ResearchAssistant(ID8678) => Min Interval: 29, Max Interval: 41
ResearchAssistant(ID8681) => Min Interval: 15, Max Interval: 36
ResearchAssistant(ID8682) => Min Interval: 28, Max Interval: 46
ResearchAssistant(ID8691) => Min Interval: 13, Max Interval: 44
ResearchAssistant(ID8693) => Min Interval: 18, Max Interval: 19
ResearchAssistant(ID8694) => Min Interval: 23, Max Interval: 43
ResearchAssistant(ID8695) => Min Interval: 27, Max Interval: 49
ResearchAssistant(ID8701) => Min Interval: 25, Max Interval: 36
ResearchAssistant(ID8702) => Min Interval: 11, Max Interval: 48
ResearchAssistant(ID8704) => Min Interval: 13, Max Interval: 48
ResearchAssistant(ID8705) => Min Interval: 35, Max Interval: 45
ResearchAssistant(ID8709) => Min Interval: 6, Max Interval: 45
ResearchAssistant(ID8711) => Min Interval: 22, Max Interval: 50
ResearchAssistant(ID8712) => Min Interval: 10, Max Interval: 19
ResearchAssistant(ID8719) => Min Interval: 32, Max Interval: 49
ResearchAssistant(ID8732) => Min Interval: 13, Max Interval: 32
ResearchAssistant(ID8734) => Min Interval: 25, Max Interval: 36
ResearchAssistant(ID8735) => Min Interval: 10, Max Interval: 33
ResearchAssistant(ID8739) => Min Interval: 15, Max Interval: 26
ResearchAssistant(ID8741) => Min Interval: 17, Max Interval: 46
ResearchAssistant(ID8747) => Min Interval: 32, Max Interval: 33
ResearchAssistant(ID8751) => Min Interval: 22, Max Interval: 27
ResearchAssistant(ID8753) => Min Interval: 12, Max Interval: 46
ResearchAssistant(ID8756) => Min Interval: 11, Max Interval: 33
ResearchAssistant(ID8760) => Min Interval: 37, Max Interval: 50
ResearchAssistant(ID8764) => Min Interval: 21, Max Interval: 36
ResearchAssistant(ID8768) => Min Interval: 38, Max Interval: 49
ResearchAssistant(ID8770) => Min Interval: 10, Max Interval: 46
ResearchAssistant(ID8774) => Min Interval: 17, Max Interval: 44
ResearchAssistant(ID8789) => Min Interval: 41, Max Interval: 45
ResearchAssistant(ID8799) => Min Interval: 17, Max Interval: 25
ResearchAssistant(ID8802) => Min Interval: 32, Max Interval: 32
ResearchAssistant(ID8806) => Min Interval: 12, Max Interval: 14
ResearchAssistant(ID8812) => Min Interval: 10, Max Interval: 47
ResearchAssistant(ID8813) => Min Interval: 14, Max Interval: 50
ResearchAssistant(ID8820) => Min Interval: 26, Max Interval: 42
ResearchAssistant(ID8823) => Min Interval: 21, Max Interval: 24
ResearchAssistant(ID8827) => Min Interval: 23, Max Interval: 48
ResearchAssistant(ID8846) => Min Interval: 30, Max Interval: 40
ResearchAssistant(ID8848) => Min Interval: 23, Max Interval: 32
ResearchAssistant(ID8850) => Min Interval: 4, Max Interval: 14
ResearchAssistant(ID8852) => Min Interval: 6, Max Interval: 46
ResearchAssistant(ID8854) => Min Interval: 7, Max Interval: 37
ResearchAssistant(ID8855) => Min Interval: 5, Max Interval: 48
ResearchAssistant(ID8857) => Min Interval: 12, Max Interval: 22
ResearchAssistant(ID8859) => Min Interval: 28, Max Interval: 29
ResearchAssistant(ID8861) => Min Interval: 13, Max Interval: 48
ResearchAssistant(ID8862) => Min Interval: 3, Max Interval: 50
ResearchAssistant(ID8866) => Min Interval: 4, Max Interval: 41
ResearchAssistant(ID8867) => Min Interval: 20, Max Interval: 38
ResearchAssistant(ID8869) => Min Interval: 1, Max Interval: 48
ResearchAssistant(ID8870) => Min Interval: 16, Max Interval: 37
ResearchAssistant(ID8872) => Min Interval: 18, Max Interval: 39
ResearchAssistant(ID8879) => Min Interval: 4, Max Interval: 46
ResearchAssistant(ID8882) => Min Interval: 7, Max Interval: 43
ResearchAssistant(ID8883) => Min Interval: 27, Max Interval: 27
ResearchAssistant(ID8884) => Min Interval: 9, Max Interval: 50
ResearchAssistant(ID8886) => Min Interval: 8, Max Interval: 45
ResearchAssistant(ID8887) => Min Interval: 13, Max Interval: 48
ResearchAssistant(ID8889) => Min Interval: 14, Max Interval: 50
ResearchAssistant(ID8890) => Min Interval: 30, Max Interval: 40
ResearchAssistant(ID8892) => Min Interval: 11, Max Interval: 48
ResearchAssistant(ID8893) => Min Interval: 12, Max Interval: 47
ResearchAssistant(ID8900) => Min Interval: 19, Max Interval: 32
ResearchAssistant(ID8902) => Min Interval: 12, Max Interval: 50
ResearchAssistant(ID8905) => Min Interval: 12, Max Interval: 39
ResearchAssistant(ID8907) => Min Interval: 24, Max Interval: 49
ResearchAssistant(ID8908) => Min Interval: 5, Max Interval: 49
ResearchAssistant(ID8909) => Min Interval: 18, Max Interval: 42
ResearchAssistant(ID8911) => Min Interval: 18, Max Interval: 31
ResearchAssistant(ID8914) => Min Interval: 19, Max Interval: 21
ResearchAssistant(ID8915) => Min Interval: 16, Max Interval: 43
ResearchAssistant(ID8921) => Min Interval: 10, Max Interval: 37
ResearchAssistant(ID8923) => Min Interval: 15, Max Interval: 52
ResearchAssistant(ID8926) => Min Interval: 25, Max Interval: 28
ResearchAssistant(ID8937) => Min Interval: 34, Max Interval: 36
ResearchAssistant(ID8940) => Min Interval: 28, Max Interval: 50
ResearchAssistant(ID8946) => Min Interval: 6, Max Interval: 39
ResearchAssistant(ID8949) => Min Interval: 3, Max Interval: 39
ResearchAssistant(ID8950) => Min Interval: 16, Max Interval: 35
ResearchAssistant(ID8953) => Min Interval: 10, Max Interval: 45
ResearchAssistant(ID8957) => Min Interval: 12, Max Interval: 50
ResearchAssistant(ID8962) => Min Interval: 30, Max Interval: 48
ResearchAssistant(ID8965) => Min Interval: 25, Max Interval: 45
ResearchAssistant(ID8968) => Min Interval: 11, Max Interval: 48
ResearchAssistant(ID8970) => Min Interval: 41, Max Interval: 46
ResearchAssistant(ID8971) => Min Interval: 18, Max Interval: 42
ResearchAssistant(ID8972) => Min Interval: 21, Max Interval: 35
ResearchAssistant(ID8973) => Min Interval: 24, Max Interval: 42
ResearchAssistant(ID8977) => Min Interval: 23, Max Interval: 46
ResearchAssistant(ID8978) => Min Interval: 18, Max Interval: 41
ResearchAssistant(ID8979) => Min Interval: 36, Max Interval: 48
ResearchAssistant(ID8980) => Min Interval: 24, Max Interval: 30
ResearchAssistant(ID8981) => Min Interval: 40, Max Interval: 44
ResearchAssistant(ID8983) => Min Interval: 3, Max Interval: 50
ResearchAssistant(ID8987) => Min Interval: 18, Max Interval: 43
ResearchAssistant(ID8995) => Min Interval: 22, Max Interval: 35
ResearchAssistant(ID8997) => Min Interval: 17, Max Interval: 49
ResearchAssistant(ID9001) => Min Interval: 3, Max Interval: 50
ResearchAssistant(ID9002) => Min Interval: 7, Max Interval: 40
ResearchAssistant(ID9003) => Min Interval: 18, Max Interval: 45
ResearchAssistant(ID9005) => Min Interval: 17, Max Interval: 40
ResearchAssistant(ID9009) => Min Interval: 27, Max Interval: 31
ResearchAssistant(ID9012) => Min Interval: 10, Max Interval: 14
ResearchAssistant(ID9013) => Min Interval: 2, Max Interval: 47
ResearchAssistant(ID9015) => Min Interval: 7, Max Interval: 47
ResearchAssistant(ID9016) => Min Interval: 17, Max Interval: 30
ResearchAssistant(ID9018) => Min Interval: 26, Max Interval: 36
ResearchAssistant(ID9022) => Min Interval: 13, Max Interval: 41
ResearchAssistant(ID9024) => Min Interval: 36, Max Interval: 42
ResearchAssistant(ID9026) => Min Interval: 33, Max Interval: 49
ResearchAssistant(ID9030) => Min Interval: 12, Max Interval: 34
ResearchAssistant(ID9033) => Min Interval: 10, Max Interval: 41
ResearchAssistant(ID9034) => Min Interval: 14, Max Interval: 41
ResearchAssistant(ID9036) => Min Interval: 24, Max Interval: 29
ResearchAssistant(ID9042) => Min Interval: 19, Max Interval: 46
ResearchAssistant(ID9044) => Min Interval: 14, Max Interval: 42
ResearchAssistant(ID9046) => Min Interval: 13, Max Interval: 37
ResearchAssistant(ID9049) => Min Interval: 1, Max Interval: 42
ResearchAssistant(ID9050) => Min Interval: 13, Max Interval: 41
ResearchAssistant(ID9051) => Min Interval: 19, Max Interval: 35
ResearchAssistant(ID9053) => Min Interval: 3, Max Interval: 46
ResearchAssistant(ID9056) => Min Interval: 2, Max Interval: 52
ResearchAssistant(ID9059) => Min Interval: 4, Max Interval: 46
ResearchAssistant(ID9061) => Min Interval: 28, Max Interval: 48
ResearchAssistant(ID9064) => Min Interval: 18, Max Interval: 50
ResearchAssistant(ID9065) => Min Interval: 15, Max Interval: 50
ResearchAssistant(ID9066) => Min Interval: 11, Max Interval: 47
ResearchAssistant(ID9069) => Min Interval: 10, Max Interval: 32
ResearchAssistant(ID9070) => Min Interval: 5, Max Interval: 42
ResearchAssistant(ID9072) => Min Interval: 12, Max Interval: 48
ResearchAssistant(ID9074) => Min Interval: 18, Max Interval: 39
ResearchAssistant(ID9075) => Min Interval: 17, Max Interval: 41
ResearchAssistant(ID9076) => Min Interval: 29, Max Interval: 48
ResearchAssistant(ID9079) => Min Interval: 27, Max Interval: 44
ResearchAssistant(ID9082) => Min Interval: 17, Max Interval: 47
ResearchAssistant(ID9083) => Min Interval: 24, Max Interval: 44
ResearchAssistant(ID9086) => Min Interval: 5, Max Interval: 52
ResearchAssistant(ID9087) => Min Interval: 30, Max Interval: 50
ResearchAssistant(ID9089) => Min Interval: 1, Max Interval: 52
ResearchAssistant(ID9090) => Min Interval: 31, Max Interval: 40
ResearchAssistant(ID9092) => Min Interval: 11, Max Interval: 35
ResearchAssistant(ID9093) => Min Interval: 37, Max Interval: 47
ResearchAssistant(ID9095) => Min Interval: 31, Max Interval: 38
ResearchAssistant(ID9097) => Min Interval: 18, Max Interval: 36
ResearchAssistant(ID9098) => Min Interval: 11, Max Interval: 50
ResearchAssistant(ID9099) => Min Interval: 11, Max Interval: 49
ResearchAssistant(ID9103) => Min Interval: 39, Max Interval: 47
ResearchAssistant(ID9105) => Min Interval: 4, Max Interval: 39
ResearchAssistant(ID9110) => Min Interval: 21, Max Interval: 26
ResearchAssistant(ID9111) => Min Interval: 10, Max Interval: 24
ResearchAssistant(ID9116) => Min Interval: 7, Max Interval: 47
ResearchAssistant(ID9120) => Min Interval: 11, Max Interval: 41
ResearchAssistant(ID9121) => Min Interval: 6, Max Interval: 34
ResearchAssistant(ID9122) => Min Interval: 17, Max Interval: 49
ResearchAssistant(ID9124) => Min Interval: 8, Max Interval: 50
ResearchAssistant(ID9131) => Min Interval: 10, Max Interval: 49
ResearchAssistant(ID9134) => Min Interval: 20, Max Interval: 35
ResearchAssistant(ID9136) => Min Interval: 10, Max Interval: 10
ResearchAssistant(ID9138) => Min Interval: 14, Max Interval: 38
ResearchAssistant(ID9139) => Min Interval: 38, Max Interval: 45
ResearchAssistant(ID9141) => Min Interval: 20, Max Interval: 48
ResearchAssistant(ID9144) => Min Interval: 15, Max Interval: 27
ResearchAssistant(ID9146) => Min Interval: 14, Max Interval: 32
ResearchAssistant(ID9148) => Min Interval: 23, Max Interval: 46
ResearchAssistant(ID9149) => Min Interval: 19, Max Interval: 50
ResearchAssistant(ID9152) => Min Interval: 12, Max Interval: 45
ResearchAssistant(ID9155) => Min Interval: 11, Max Interval: 49
