Stored fact information:
Employee(ID0) => Min Interval: 30, Max Interval: 41
Employee(ID7985) => Min Interval: 15, Max Interval: 32
Employee(ID7986) => Min Interval: 20, Max Interval: 48
Employee(ID7987) => Min Interval: 11, Max Interval: 19
Employee(ID7989) => Min Interval: 1, Max Interval: 53
Employee(ID7990) => Min Interval: 23, Max Interval: 51
Employee(ID7993) => Min Interval: 2, Max Interval: 99
Employee(ID7995) => Min Interval: 12, Max Interval: 23
Employee(ID7996) => Min Interval: 12, Max Interval: 13
Employee(ID7997) => Min Interval: 20, Max Interval: 45
Employee(ID7998) => Min Interval: 13, Max Interval: 44
Employee(ID8000) => Min Interval: 9, Max Interval: 38
Employee(ID8002) => Min Interval: 26, Max Interval: 34
Employee(ID8006) => Min Interval: 14, Max Interval: 48
Employee(ID8007) => Min Interval: 18, Max Interval: 47
Employee(ID8008) => Min Interval: 1, Max Interval: 45
Employee(ID8009) => Min Interval: 14, Max Interval: 51
Employee(ID8010) => Min Interval: 16, Max Interval: 51
Employee(ID8011) => Min Interval: 4, Max Interval: 54
Employee(ID8015) => Min Interval: 4, Max Interval: 51
Employee(ID8018) => Min Interval: 8, Max Interval: 45
Employee(ID8019) => Min Interval: 3, Max Interval: 99
Employee(ID8021) => Min Interval: 8, Max Interval: 51
Employee(ID8022) => Min Interval: 37, Max Interval: 49
Employee(ID8023) => Min Interval: 15, Max Interval: 51
Employee(ID8025) => Min Interval: 12, Max Interval: 34
Employee(ID8029) => Min Interval: 11, Max Interval: 39
Employee(ID8031) => Min Interval: 8, Max Interval: 53
Employee(ID8033) => Min Interval: 10, Max Interval: 35
Employee(ID8036) => Min Interval: 4, Max Interval: 45
Employee(ID8037) => Min Interval: 4, Max Interval: 99
Employee(ID8038) => Min Interval: 9, Max Interval: 50
Employee(ID8042) => Min Interval: 7, Max Interval: 49
Employee(ID8043) => Min Interval: 44, Max Interval: 45
Employee(ID8044) => Min Interval: 24, Max Interval: 43
Employee(ID8045) => Min Interval: 21, Max Interval: 43
Employee(ID8046) => Min Interval: 39, Max Interval: 51
Employee(ID8047) => Min Interval: 24, Max Interval: 34
Employee(ID8049) => Min Interval: 5, Max Interval: 53
Employee(ID8051) => Min Interval: 16, Max Interval: 34
Employee(ID8052) => Min Interval: 26, Max Interval: 39
Employee(ID8054) => Min Interval: 14, Max Interval: 51
Employee(ID8056) => Min Interval: 10, Max Interval: 38
Employee(ID8057) => Min Interval: 8, Max Interval: 39
Employee(ID8059) => Min Interval: 1, Max Interval: 37
Employee(ID8061) => Min Interval: 0, Max Interval: 99
Employee(ID8063) => Min Interval: 13, Max Interval: 38
Employee(ID8064) => Min Interval: 23, Max Interval: 35
Employee(ID8066) => Min Interval: 7, Max Interval: 52
Employee(ID8068) => Min Interval: 10, Max Interval: 20
Employee(ID8069) => Min Interval: 1, Max Interval: 99
Employee(ID8071) => Min Interval: 26, Max Interval: 40
Employee(ID8072) => Min Interval: 12, Max Interval: 22
Employee(ID8073) => Min Interval: 9, Max Interval: 31
Employee(ID8076) => Min Interval: 21, Max Interval: 46
Employee(ID8078) => Min Interval: 17, Max Interval: 49
Employee(ID8084) => Min Interval: 0, Max Interval: 99
Employee(ID8086) => Min Interval: 12, Max Interval: 42
Employee(ID8087) => Min Interval: 18, Max Interval: 45
Employee(ID8088) => Min Interval: 18, Max Interval: 43
Employee(ID8091) => Min Interval: 2, Max Interval: 99
Employee(ID8093) => Min Interval: 26, Max Interval: 50
Employee(ID8095) => Min Interval: 3, Max Interval: 54
Employee(ID8099) => Min Interval: 11, Max Interval: 41
Employee(ID8100) => Min Interval: 32, Max Interval: 50
Employee(ID8105) => Min Interval: 18, Max Interval: 26
Employee(ID8106) => Min Interval: 14, Max Interval: 35
Employee(ID8107) => Min Interval: 10, Max Interval: 52
Employee(ID8108) => Min Interval: 16, Max Interval: 42
Employee(ID8110) => Min Interval: 10, Max Interval: 32
Employee(ID8111) => Min Interval: 10, Max Interval: 47
Employee(ID8112) => Min Interval: 0, Max Interval: 99
Employee(ID8114) => Min Interval: 7, Max Interval: 30
Employee(ID8117) => Min Interval: 21, Max Interval: 44
Employee(ID8118) => Min Interval: 8, Max Interval: 49
Employee(ID8119) => Min Interval: 19, Max Interval: 43
Employee(ID8123) => Min Interval: 27, Max Interval: 42
Employee(ID8124) => Min Interval: 5, Max Interval: 47
Employee(ID8127) => Min Interval: 30, Max Interval: 50
Employee(ID8129) => Min Interval: 12, Max Interval: 52
Employee(ID8131) => Min Interval: 24, Max Interval: 35
Employee(ID8132) => Min Interval: 17, Max Interval: 46
Employee(ID8134) => Min Interval: 17, Max Interval: 45
Employee(ID8140) => Min Interval: 12, Max Interval: 46
Employee(ID8142) => Min Interval: 32, Max Interval: 51
Employee(ID8143) => Min Interval: 11, Max Interval: 45
Employee(ID8144) => Min Interval: 12, Max Interval: 48
Employee(ID8145) => Min Interval: 10, Max Interval: 45
Employee(ID8148) => Min Interval: 16, Max Interval: 41
Employee(ID8153) => Min Interval: 38, Max Interval: 38
Employee(ID8155) => Min Interval: 17, Max Interval: 38
Employee(ID8157) => Min Interval: 10, Max Interval: 38
Employee(ID8159) => Min Interval: 11, Max Interval: 36
Employee(ID8162) => Min Interval: 18, Max Interval: 37
Employee(ID8163) => Min Interval: 14, Max Interval: 41
Employee(ID8165) => Min Interval: 12, Max Interval: 50
Employee(ID8166) => Min Interval: 6, Max Interval: 33
Employee(ID8167) => Min Interval: 2, Max Interval: 32
Employee(ID8173) => Min Interval: 16, Max Interval: 50
Employee(ID8174) => Min Interval: 13, Max Interval: 24
Employee(ID8175) => Min Interval: 24, Max Interval: 44
Employee(ID8176) => Min Interval: 28, Max Interval: 50
Employee(ID8177) => Min Interval: 23, Max Interval: 35
Employee(ID8179) => Min Interval: 14, Max Interval: 38
Employee(ID8180) => Min Interval: 18, Max Interval: 49
Employee(ID8181) => Min Interval: 7, Max Interval: 52
Employee(ID8185) => Min Interval: 12, Max Interval: 43
Employee(ID8186) => Min Interval: 18, Max Interval: 35
Employee(ID8187) => Min Interval: 9, Max Interval: 37
Employee(ID8190) => Min Interval: 3, Max Interval: 99
Employee(ID8194) => Min Interval: 6, Max Interval: 45
Employee(ID8196) => Min Interval: 14, Max Interval: 48
Employee(ID8197) => Min Interval: 27, Max Interval: 38
Employee(ID8198) => Min Interval: 10, Max Interval: 50
Employee(ID8203) => Min Interval: 1, Max Interval: 52
Employee(ID8204) => Min Interval: 16, Max Interval: 48
Employee(ID8205) => Min Interval: 8, Max Interval: 42
Employee(ID8207) => Min Interval: 21, Max Interval: 41
Employee(ID8209) => Min Interval: 3, Max Interval: 55
Employee(ID8210) => Min Interval: 22, Max Interval: 48
Employee(ID8211) => Min Interval: 12, Max Interval: 24
Employee(ID8212) => Min Interval: 14, Max Interval: 33
Employee(ID8213) => Min Interval: 1, Max Interval: 52
Employee(ID8217) => Min Interval: 2, Max Interval: 99
Employee(ID8218) => Min Interval: 10, Max Interval: 33
Employee(ID8219) => Min Interval: 19, Max Interval: 38
Employee(ID8221) => Min Interval: 19, Max Interval: 48
Employee(ID8224) => Min Interval: 22, Max Interval: 46
Employee(ID8225) => Min Interval: 8, Max Interval: 39
Employee(ID8227) => Min Interval: 8, Max Interval: 31
Employee(ID8231) => Min Interval: 29, Max Interval: 46
Employee(ID8232) => Min Interval: 30, Max Interval: 30
Employee(ID8233) => Min Interval: 11, Max Interval: 45
Employee(ID8234) => Min Interval: 3, Max Interval: 53
Employee(ID8236) => Min Interval: 22, Max Interval: 48
Employee(ID8239) => Min Interval: 2, Max Interval: 47
Employee(ID8240) => Min Interval: 16, Max Interval: 48
Employee(ID8241) => Min Interval: 3, Max Interval: 55
Employee(ID8245) => Min Interval: 36, Max Interval: 44
Employee(ID8246) => Min Interval: 4, Max Interval: 54
Employee(ID8247) => Min Interval: 8, Max Interval: 38
Employee(ID8249) => Min Interval: 12, Max Interval: 44
Employee(ID8251) => Min Interval: 20, Max Interval: 49
Employee(ID8255) => Min Interval: 22, Max Interval: 33
Employee(ID8257) => Min Interval: 20, Max Interval: 35
Employee(ID8259) => Min Interval: 33, Max Interval: 42
Employee(ID8260) => Min Interval: 26, Max Interval: 43
Employee(ID8262) => Min Interval: 17, Max Interval: 38
Employee(ID8263) => Min Interval: 26, Max Interval: 39
Employee(ID8264) => Min Interval: 10, Max Interval: 11
Employee(ID8265) => Min Interval: 2, Max Interval: 51
Employee(ID8266) => Min Interval: 31, Max Interval: 40
Employee(ID8267) => Min Interval: 1, Max Interval: 99
Employee(ID8271) => Min Interval: 15, Max Interval: 46
Employee(ID8272) => Min Interval: 30, Max Interval: 47
Employee(ID8277) => Min Interval: 29, Max Interval: 37
Employee(ID8278) => Min Interval: 14, Max Interval: 37
Employee(ID8279) => Min Interval: 10, Max Interval: 50
Employee(ID8280) => Min Interval: 39, Max Interval: 51
Employee(ID8282) => Min Interval: 0, Max Interval: 99
Employee(ID8285) => Min Interval: 33, Max Interval: 45
Employee(ID8286) => Min Interval: 1, Max Interval: 51
Employee(ID8287) => Min Interval: 27, Max Interval: 49
Employee(ID8288) => Min Interval: 37, Max Interval: 51
Employee(ID8291) => Min Interval: 22, Max Interval: 51
Employee(ID8294) => Min Interval: 10, Max Interval: 33
Employee(ID8295) => Min Interval: 36, Max Interval: 36
Employee(ID8296) => Min Interval: 16, Max Interval: 49
Employee(ID8297) => Min Interval: 19, Max Interval: 38
Employee(ID8298) => Min Interval: 8, Max Interval: 39
Employee(ID8299) => Min Interval: 17, Max Interval: 26
Employee(ID8303) => Min Interval: 19, Max Interval: 19
Employee(ID8310) => Min Interval: 11, Max Interval: 28
Employee(ID8314) => Min Interval: 21, Max Interval: 40
Employee(ID8316) => Min Interval: 12, Max Interval: 38
Employee(ID8320) => Min Interval: 32, Max Interval: 41
Employee(ID8323) => Min Interval: 18, Max Interval: 32
Employee(ID8324) => Min Interval: 11, Max Interval: 40
Employee(ID8328) => Min Interval: 6, Max Interval: 52
Employee(ID8330) => Min Interval: 33, Max Interval: 33
Employee(ID8331) => Min Interval: 11, Max Interval: 49
Employee(ID8332) => Min Interval: 19, Max Interval: 41
Employee(ID8333) => Min Interval: 22, Max Interval: 23
Employee(ID8336) => Min Interval: 40, Max Interval: 50
Employee(ID8338) => Min Interval: 7, Max Interval: 50
Employee(ID8339) => Min Interval: 8, Max Interval: 41
Employee(ID8340) => Min Interval: 16, Max Interval: 42
Employee(ID8342) => Min Interval: 12, Max Interval: 49
Employee(ID8344) => Min Interval: 9, Max Interval: 47
Employee(ID8345) => Min Interval: 9, Max Interval: 35
Employee(ID8348) => Min Interval: 27, Max Interval: 49
Employee(ID8350) => Min Interval: 30, Max Interval: 40
Employee(ID8351) => Min Interval: 20, Max Interval: 21
Employee(ID8355) => Min Interval: 23, Max Interval: 51
Employee(ID8358) => Min Interval: 10, Max Interval: 51
Employee(ID8360) => Min Interval: 10, Max Interval: 36
Employee(ID8369) => Min Interval: 2, Max Interval: 52
Employee(ID8370) => Min Interval: 2, Max Interval: 52
Employee(ID8376) => Min Interval: 37, Max Interval: 37
Employee(ID8377) => Min Interval: 11, Max Interval: 50
Employee(ID8378) => Min Interval: 9, Max Interval: 30
Employee(ID8381) => Min Interval: 11, Max Interval: 50
Employee(ID8382) => Min Interval: 10, Max Interval: 30
Employee(ID8386) => Min Interval: 17, Max Interval: 42
Employee(ID8388) => Min Interval: 9, Max Interval: 38
Employee(ID8391) => Min Interval: 6, Max Interval: 53
Employee(ID8394) => Min Interval: 1, Max Interval: 36
Employee(ID8397) => Min Interval: 9, Max Interval: 45
Employee(ID8398) => Min Interval: 15, Max Interval: 33
Employee(ID8400) => Min Interval: 26, Max Interval: 50
Employee(ID8401) => Min Interval: 10, Max Interval: 38
Employee(ID8402) => Min Interval: 23, Max Interval: 47
Employee(ID8404) => Min Interval: 17, Max Interval: 35
Employee(ID8409) => Min Interval: 28, Max Interval: 36
Employee(ID8412) => Min Interval: 11, Max Interval: 46
Employee(ID8413) => Min Interval: 9, Max Interval: 38
Employee(ID8414) => Min Interval: 17, Max Interval: 18
Employee(ID8415) => Min Interval: 6, Max Interval: 54
Employee(ID8416) => Min Interval: 13, Max Interval: 43
Employee(ID8417) => Min Interval: 16, Max Interval: 45
Employee(ID8420) => Min Interval: 13, Max Interval: 53
Employee(ID8424) => Min Interval: 13, Max Interval: 39
Employee(ID8426) => Min Interval: 13, Max Interval: 29
Employee(ID8428) => Min Interval: 14, Max Interval: 48
Employee(ID8430) => Min Interval: 8, Max Interval: 41
Employee(ID8431) => Min Interval: 24, Max Interval: 41
Employee(ID8437) => Min Interval: 21, Max Interval: 51
Employee(ID8441) => Min Interval: 26, Max Interval: 48
Employee(ID8443) => Min Interval: 9, Max Interval: 29
Employee(ID8444) => Min Interval: 10, Max Interval: 31
Employee(ID8447) => Min Interval: 8, Max Interval: 46
Employee(ID8448) => Min Interval: 24, Max Interval: 45
Employee(ID8449) => Min Interval: 13, Max Interval: 31
Employee(ID8451) => Min Interval: 10, Max Interval: 35
Employee(ID8454) => Min Interval: 21, Max Interval: 50
Employee(ID8457) => Min Interval: 19, Max Interval: 20
Employee(ID8459) => Min Interval: 3, Max Interval: 43
Employee(ID8462) => Min Interval: 36, Max Interval: 48
Employee(ID8463) => Min Interval: 18, Max Interval: 43
Employee(ID8467) => Min Interval: 9, Max Interval: 52
Employee(ID8468) => Min Interval: 1, Max Interval: 39
Employee(ID8472) => Min Interval: 28, Max Interval: 40
Employee(ID8473) => Min Interval: 15, Max Interval: 51
Employee(ID8475) => Min Interval: 38, Max Interval: 50
Employee(ID8480) => Min Interval: 5, Max Interval: 33
Employee(ID8484) => Min Interval: 29, Max Interval: 46
Employee(ID8485) => Min Interval: 11, Max Interval: 28
Employee(ID8488) => Min Interval: 42, Max Interval: 50
Employee(ID8489) => Min Interval: 10, Max Interval: 21
Employee(ID8490) => Min Interval: 20, Max Interval: 20
Employee(ID8495) => Min Interval: 9, Max Interval: 49
Employee(ID8500) => Min Interval: 17, Max Interval: 35
Employee(ID8503) => Min Interval: 15, Max Interval: 48
Employee(ID8505) => Min Interval: 21, Max Interval: 29
Employee(ID8511) => Min Interval: 23, Max Interval: 45
Employee(ID8514) => Min Interval: 13, Max Interval: 34
Employee(ID8517) => Min Interval: 17, Max Interval: 34
Employee(ID8518) => Min Interval: 11, Max Interval: 49
Employee(ID8523) => Min Interval: 19, Max Interval: 46
Employee(ID8524) => Min Interval: 14, Max Interval: 32
Employee(ID8529) => Min Interval: 32, Max Interval: 41
Employee(ID8533) => Min Interval: 27, Max Interval: 43
Employee(ID8534) => Min Interval: 10, Max Interval: 36
Employee(ID8535) => Min Interval: 33, Max Interval: 34
Employee(ID8537) => Min Interval: 15, Max Interval: 42
Employee(ID8538) => Min Interval: 29, Max Interval: 43
Employee(ID8540) => Min Interval: 31, Max Interval: 50
Employee(ID8544) => Min Interval: 9, Max Interval: 26
Employee(ID8545) => Min Interval: 20, Max Interval: 35
Employee(ID8546) => Min Interval: 9, Max Interval: 10
Employee(ID8548) => Min Interval: 16, Max Interval: 51
Employee(ID8551) => Min Interval: 9, Max Interval: 37
Employee(ID8553) => Min Interval: 18, Max Interval: 49
Employee(ID8555) => Min Interval: 36, Max Interval: 46
Employee(ID8556) => Min Interval: 4, Max Interval: 45
Employee(ID8557) => Min Interval: 4, Max Interval: 16
Employee(ID8561) => Min Interval: 24, Max Interval: 50
Employee(ID8570) => Min Interval: 20, Max Interval: 50
Employee(ID8572) => Min Interval: 24, Max Interval: 25
Employee(ID8573) => Min Interval: 9, Max Interval: 49
Employee(ID8575) => Min Interval: 19, Max Interval: 42
Employee(ID8583) => Min Interval: 24, Max Interval: 42
Employee(ID8585) => Min Interval: 29, Max Interval: 50
Employee(ID8587) => Min Interval: 33, Max Interval: 46
Employee(ID8589) => Min Interval: 15, Max Interval: 48
Employee(ID8593) => Min Interval: 17, Max Interval: 53
Employee(ID8596) => Min Interval: 13, Max Interval: 34
Employee(ID8598) => Min Interval: 26, Max Interval: 51
Employee(ID8599) => Min Interval: 15, Max Interval: 42
Employee(ID8600) => Min Interval: 32, Max Interval: 33
Employee(ID8603) => Min Interval: 14, Max Interval: 29
Employee(ID8609) => Min Interval: 29, Max Interval: 50
Employee(ID8610) => Min Interval: 10, Max Interval: 47
Employee(ID8612) => Min Interval: 12, Max Interval: 45
Employee(ID8614) => Min Interval: 31, Max Interval: 45
Employee(ID8615) => Min Interval: 15, Max Interval: 49
Employee(ID8620) => Min Interval: 15, Max Interval: 46
Employee(ID8623) => Min Interval: 18, Max Interval: 48
Employee(ID8624) => Min Interval: 9, Max Interval: 42
Employee(ID8628) => Min Interval: 13, Max Interval: 50
Employee(ID8629) => Min Interval: 15, Max Interval: 44
Employee(ID8632) => Min Interval: 5, Max Interval: 45
Employee(ID8634) => Min Interval: 26, Max Interval: 44
Employee(ID8635) => Min Interval: 12, Max Interval: 24
Employee(ID8641) => Min Interval: 34, Max Interval: 43
Employee(ID8642) => Min Interval: 11, Max Interval: 35
Employee(ID8648) => Min Interval: 24, Max Interval: 43
Employee(ID8649) => Min Interval: 8, Max Interval: 23
Employee(ID8650) => Min Interval: 17, Max Interval: 49
Employee(ID8654) => Min Interval: 10, Max Interval: 38
Employee(ID8655) => Min Interval: 10, Max Interval: 28
Employee(ID8660) => Min Interval: 22, Max Interval: 37
Employee(ID8663) => Min Interval: 23, Max Interval: 34
Employee(ID8664) => Min Interval: 16, Max Interval: 50
Employee(ID8666) => Min Interval: 25, Max Interval: 50
Employee(ID8670) => Min Interval: 22, Max Interval: 31
Employee(ID8671) => Min Interval: 23, Max Interval: 42
Employee(ID8672) => Min Interval: 19, Max Interval: 31
Employee(ID8676) => Min Interval: 29, Max Interval: 37
Employee(ID8677) => Min Interval: 14, Max Interval: 14
Employee(ID8678) => Min Interval: 27, Max Interval: 42
Employee(ID8681) => Min Interval: 13, Max Interval: 37
Employee(ID8682) => Min Interval: 26, Max Interval: 47
Employee(ID8691) => Min Interval: 11, Max Interval: 45
Employee(ID8694) => Min Interval: 21, Max Interval: 44
Employee(ID8695) => Min Interval: 25, Max Interval: 50
Employee(ID8701) => Min Interval: 23, Max Interval: 37
Employee(ID8702) => Min Interval: 9, Max Interval: 49
Employee(ID8704) => Min Interval: 11, Max Interval: 49
Employee(ID8705) => Min Interval: 33, Max Interval: 46
Employee(ID8709) => Min Interval: 5, Max Interval: 50
Employee(ID8711) => Min Interval: 20, Max Interval: 51
Employee(ID8712) => Min Interval: 8, Max Interval: 20
Employee(ID8719) => Min Interval: 30, Max Interval: 50
Employee(ID8732) => Min Interval: 11, Max Interval: 33
Employee(ID8734) => Min Interval: 23, Max Interval: 37
Employee(ID8735) => Min Interval: 8, Max Interval: 34
Employee(ID8739) => Min Interval: 13, Max Interval: 27
Employee(ID8741) => Min Interval: 15, Max Interval: 47
Employee(ID8751) => Min Interval: 20, Max Interval: 28
Employee(ID8753) => Min Interval: 10, Max Interval: 47
Employee(ID8756) => Min Interval: 9, Max Interval: 34
Employee(ID8760) => Min Interval: 35, Max Interval: 51
Employee(ID8764) => Min Interval: 19, Max Interval: 37
Employee(ID8768) => Min Interval: 36, Max Interval: 50
Employee(ID8770) => Min Interval: 8, Max Interval: 47
Employee(ID8774) => Min Interval: 15, Max Interval: 45
Employee(ID8789) => Min Interval: 39, Max Interval: 40
Employee(ID8799) => Min Interval: 15, Max Interval: 26
Employee(ID8812) => Min Interval: 8, Max Interval: 48
Employee(ID8813) => Min Interval: 12, Max Interval: 51
Employee(ID8820) => Min Interval: 24, Max Interval: 43
Employee(ID8823) => Min Interval: 19, Max Interval: 19
Employee(ID8827) => Min Interval: 21, Max Interval: 49
Employee(ID8846) => Min Interval: 28, Max Interval: 41
Employee(ID8848) => Min Interval: 21, Max Interval: 33
Employee(ID8850) => Min Interval: 4, Max Interval: 19
Employee(ID8851) => Min Interval: 1, Max Interval: 99
Employee(ID8852) => Min Interval: 4, Max Interval: 51
Employee(ID8854) => Min Interval: 5, Max Interval: 42
Employee(ID8855) => Min Interval: 4, Max Interval: 40
Employee(ID8857) => Min Interval: 10, Max Interval: 23
Employee(ID8861) => Min Interval: 11, Max Interval: 49
Employee(ID8862) => Min Interval: 3, Max Interval: 55
Employee(ID8863) => Min Interval: 2, Max Interval: 99
Employee(ID8866) => Min Interval: 5, Max Interval: 42
Employee(ID8867) => Min Interval: 18, Max Interval: 39
Employee(ID8869) => Min Interval: 0, Max Interval: 53
Employee(ID8870) => Min Interval: 14, Max Interval: 38
Employee(ID8872) => Min Interval: 16, Max Interval: 40
Employee(ID8879) => Min Interval: 4, Max Interval: 51
Employee(ID8880) => Min Interval: 2, Max Interval: 99
Employee(ID8882) => Min Interval: 7, Max Interval: 48
Employee(ID8884) => Min Interval: 7, Max Interval: 53
Employee(ID8886) => Min Interval: 7, Max Interval: 46
Employee(ID8887) => Min Interval: 11, Max Interval: 49
Employee(ID8888) => Min Interval: 2, Max Interval: 99
Employee(ID8889) => Min Interval: 12, Max Interval: 51
Employee(ID8890) => Min Interval: 28, Max Interval: 41
Employee(ID8892) => Min Interval: 9, Max Interval: 49
Employee(ID8893) => Min Interval: 12, Max Interval: 48
Employee(ID8894) => Min Interval: 1, Max Interval: 99
Employee(ID8895) => Min Interval: 0, Max Interval: 99
Employee(ID8900) => Min Interval: 17, Max Interval: 33
Employee(ID8902) => Min Interval: 10, Max Interval: 51
Employee(ID8905) => Min Interval: 10, Max Interval: 40
Employee(ID8907) => Min Interval: 22, Max Interval: 50
Employee(ID8908) => Min Interval: 3, Max Interval: 54
Employee(ID8909) => Min Interval: 16, Max Interval: 43
Employee(ID8911) => Min Interval: 16, Max Interval: 32
Employee(ID8915) => Min Interval: 14, Max Interval: 44
Employee(ID8919) => Min Interval: 0, Max Interval: 99
Employee(ID8921) => Min Interval: 8, Max Interval: 38
Employee(ID8922) => Min Interval: 0, Max Interval: 99
Employee(ID8923) => Min Interval: 13, Max Interval: 53
Employee(ID8926) => Min Interval: 23, Max Interval: 23
Employee(ID8940) => Min Interval: 26, Max Interval: 51
Employee(ID8942) => Min Interval: 6, Max Interval: 99
Employee(ID8944) => Min Interval: 3, Max Interval: 99
Employee(ID8946) => Min Interval: 4, Max Interval: 44
Employee(ID8947) => Min Interval: 0, Max Interval: 99
Employee(ID8949) => Min Interval: 1, Max Interval: 44
Employee(ID8950) => Min Interval: 14, Max Interval: 36
Employee(ID8953) => Min Interval: 8, Max Interval: 46
Employee(ID8957) => Min Interval: 10, Max Interval: 51
Employee(ID8960) => Min Interval: 0, Max Interval: 99
Employee(ID8962) => Min Interval: 28, Max Interval: 49
Employee(ID8965) => Min Interval: 23, Max Interval: 46
Employee(ID8968) => Min Interval: 9, Max Interval: 49
Employee(ID8970) => Min Interval: 39, Max Interval: 47
Employee(ID8971) => Min Interval: 16, Max Interval: 43
Employee(ID8972) => Min Interval: 19, Max Interval: 36
Employee(ID8973) => Min Interval: 22, Max Interval: 43
Employee(ID8976) => Min Interval: 4, Max Interval: 99
Employee(ID8977) => Min Interval: 21, Max Interval: 47
Employee(ID8978) => Min Interval: 16, Max Interval: 42
Employee(ID8979) => Min Interval: 34, Max Interval: 49
Employee(ID8980) => Min Interval: 22, Max Interval: 31
Employee(ID8981) => Min Interval: 38, Max Interval: 39
Employee(ID8983) => Min Interval: 3, Max Interval: 54
Employee(ID8987) => Min Interval: 16, Max Interval: 44
Employee(ID8990) => Min Interval: 0, Max Interval: 99
Employee(ID8991) => Min Interval: 1, Max Interval: 99
Employee(ID8995) => Min Interval: 20, Max Interval: 36
Employee(ID8997) => Min Interval: 15, Max Interval: 50
Employee(ID9001) => Min Interval: 3, Max Interval: 54
Employee(ID9002) => Min Interval: 5, Max Interval: 45
Employee(ID9003) => Min Interval: 16, Max Interval: 46
Employee(ID9005) => Min Interval: 15, Max Interval: 41
Employee(ID9007) => Min Interval: 0, Max Interval: 99
Employee(ID9009) => Min Interval: 25, Max Interval: 26
Employee(ID9012) => Min Interval: 8, Max Interval: 9
Employee(ID9013) => Min Interval: 3, Max Interval: 48
Employee(ID9015) => Min Interval: 5, Max Interval: 52
Employee(ID9016) => Min Interval: 15, Max Interval: 31
Employee(ID9018) => Min Interval: 24, Max Interval: 37
Employee(ID9020) => Min Interval: 2, Max Interval: 99
Employee(ID9022) => Min Interval: 11, Max Interval: 46
Employee(ID9024) => Min Interval: 34, Max Interval: 43
Employee(ID9026) => Min Interval: 31, Max Interval: 50
Employee(ID9030) => Min Interval: 10, Max Interval: 35
Employee(ID9031) => Min Interval: 0, Max Interval: 99
Employee(ID9033) => Min Interval: 10, Max Interval: 45
Employee(ID9034) => Min Interval: 12, Max Interval: 42
Employee(ID9036) => Min Interval: 22, Max Interval: 30
Employee(ID9042) => Min Interval: 17, Max Interval: 47
Employee(ID9043) => Min Interval: 3, Max Interval: 99
Employee(ID9044) => Min Interval: 12, Max Interval: 43
Employee(ID9046) => Min Interval: 11, Max Interval: 38
Employee(ID9049) => Min Interval: 1, Max Interval: 47
Employee(ID9050) => Min Interval: 11, Max Interval: 42
Employee(ID9051) => Min Interval: 17, Max Interval: 36
Employee(ID9053) => Min Interval: 8, Max Interval: 51
Employee(ID9056) => Min Interval: 3, Max Interval: 53
Employee(ID9059) => Min Interval: 4, Max Interval: 51
Employee(ID9061) => Min Interval: 26, Max Interval: 49
Employee(ID9064) => Min Interval: 16, Max Interval: 51
Employee(ID9065) => Min Interval: 15, Max Interval: 55
Employee(ID9066) => Min Interval: 23, Max Interval: 48
Employee(ID9069) => Min Interval: 8, Max Interval: 33
Employee(ID9070) => Min Interval: 3, Max Interval: 43
Employee(ID9072) => Min Interval: 10, Max Interval: 51
Employee(ID9074) => Min Interval: 16, Max Interval: 40
Employee(ID9075) => Min Interval: 15, Max Interval: 42
Employee(ID9076) => Min Interval: 27, Max Interval: 49
Employee(ID9079) => Min Interval: 25, Max Interval: 45
Employee(ID9082) => Min Interval: 15, Max Interval: 48
Employee(ID9083) => Min Interval: 22, Max Interval: 45
Employee(ID9086) => Min Interval: 5, Max Interval: 53
Employee(ID9087) => Min Interval: 28, Max Interval: 51
Employee(ID9089) => Min Interval: 1, Max Interval: 54
Employee(ID9090) => Min Interval: 29, Max Interval: 41
Employee(ID9091) => Min Interval: 0, Max Interval: 99
Employee(ID9092) => Min Interval: 9, Max Interval: 36
Employee(ID9093) => Min Interval: 35, Max Interval: 48
Employee(ID9094) => Min Interval: 0, Max Interval: 99
Employee(ID9095) => Min Interval: 29, Max Interval: 39
Employee(ID9097) => Min Interval: 16, Max Interval: 37
Employee(ID9098) => Min Interval: 9, Max Interval: 51
Employee(ID9099) => Min Interval: 9, Max Interval: 50
Employee(ID9103) => Min Interval: 37, Max Interval: 48
Employee(ID9105) => Min Interval: 4, Max Interval: 44
Employee(ID9106) => Min Interval: 1, Max Interval: 99
Employee(ID9110) => Min Interval: 19, Max Interval: 27
Employee(ID9111) => Min Interval: 8, Max Interval: 25
Employee(ID9116) => Min Interval: 6, Max Interval: 52
Employee(ID9118) => Min Interval: 0, Max Interval: 99
Employee(ID9120) => Min Interval: 9, Max Interval: 42
Employee(ID9121) => Min Interval: 5, Max Interval: 39
Employee(ID9122) => Min Interval: 15, Max Interval: 50
Employee(ID9124) => Min Interval: 7, Max Interval: 55
Employee(ID9125) => Min Interval: 0, Max Interval: 99
Employee(ID9131) => Min Interval: 8, Max Interval: 50
Employee(ID9134) => Min Interval: 18, Max Interval: 36
Employee(ID9135) => Min Interval: 0, Max Interval: 99
Employee(ID9138) => Min Interval: 12, Max Interval: 39
Employee(ID9139) => Min Interval: 36, Max Interval: 50
Employee(ID9141) => Min Interval: 39, Max Interval: 49
Employee(ID9144) => Min Interval: 13, Max Interval: 28
