Stored fact information:
AssociateProfessorCandidate(ID0) => Min Interval: 36, Max Interval: 39
AssociateProfessorCandidate(ID8110) => Min Interval: 16, Max Interval: 30
AssociateProfessorCandidate(ID8111) => Min Interval: 16, Max Interval: 45
AssociateProfessorCandidate(ID8112) => Min Interval: 19, Max Interval: 45
AssociateProfessorCandidate(ID8114) => Min Interval: 13, Max Interval: 28
AssociateProfessorCandidate(ID8117) => Min Interval: 27, Max Interval: 42
AssociateProfessorCandidate(ID8118) => Min Interval: 14, Max Interval: 47
AssociateProfessorCandidate(ID8119) => Min Interval: 25, Max Interval: 41
AssociateProfessorCandidate(ID8123) => Min Interval: 33, Max Interval: 40
AssociateProfessorCandidate(ID8124) => Min Interval: 11, Max Interval: 45
AssociateProfessorCandidate(ID8127) => Min Interval: 36, Max Interval: 48
AssociateProfessorCandidate(ID8129) => Min Interval: 18, Max Interval: 50
AssociateProfessorCandidate(ID8131) => Min Interval: 30, Max Interval: 33
AssociateProfessorCandidate(ID8132) => Min Interval: 23, Max Interval: 44
AssociateProfessorCandidate(ID8134) => Min Interval: 23, Max Interval: 43
AssociateProfessorCandidate(ID8140) => Min Interval: 18, Max Interval: 44
AssociateProfessorCandidate(ID8142) => Min Interval: 38, Max Interval: 49
AssociateProfessorCandidate(ID8143) => Min Interval: 17, Max Interval: 43
AssociateProfessorCandidate(ID8144) => Min Interval: 18, Max Interval: 46
AssociateProfessorCandidate(ID8145) => Min Interval: 16, Max Interval: 43
AssociateProfessorCandidate(ID8148) => Min Interval: 22, Max Interval: 39
AssociateProfessorCandidate(ID8155) => Min Interval: 23, Max Interval: 36
AssociateProfessorCandidate(ID8157) => Min Interval: 16, Max Interval: 36
AssociateProfessorCandidate(ID8159) => Min Interval: 17, Max Interval: 34
AssociateProfessorCandidate(ID8162) => Min Interval: 24, Max Interval: 24
AssociateProfessorCandidate(ID8163) => Min Interval: 20, Max Interval: 39
AssociateProfessorCandidate(ID8165) => Min Interval: 18, Max Interval: 48
AssociateProfessorCandidate(ID8166) => Min Interval: 12, Max Interval: 31
AssociateProfessorCandidate(ID8167) => Min Interval: 8, Max Interval: 30
AssociateProfessorCandidate(ID8173) => Min Interval: 22, Max Interval: 48
AssociateProfessorCandidate(ID8174) => Min Interval: 19, Max Interval: 22
AssociateProfessorCandidate(ID8175) => Min Interval: 30, Max Interval: 42
AssociateProfessorCandidate(ID8176) => Min Interval: 34, Max Interval: 48
AssociateProfessorCandidate(ID8177) => Min Interval: 29, Max Interval: 33
AssociateProfessorCandidate(ID8179) => Min Interval: 20, Max Interval: 36
AssociateProfessorCandidate(ID8180) => Min Interval: 24, Max Interval: 47
AssociateProfessorCandidate(ID8181) => Min Interval: 13, Max Interval: 50
AssociateProfessorCandidate(ID8185) => Min Interval: 18, Max Interval: 41
AssociateProfessorCandidate(ID8186) => Min Interval: 24, Max Interval: 33
AssociateProfessorCandidate(ID8187) => Min Interval: 15, Max Interval: 35
AssociateProfessorCandidate(ID8194) => Min Interval: 12, Max Interval: 43
AssociateProfessorCandidate(ID8196) => Min Interval: 20, Max Interval: 46
AssociateProfessorCandidate(ID8197) => Min Interval: 33, Max Interval: 36
AssociateProfessorCandidate(ID8198) => Min Interval: 16, Max Interval: 48
AssociateProfessorCandidate(ID8203) => Min Interval: 7, Max Interval: 50
AssociateProfessorCandidate(ID8204) => Min Interval: 22, Max Interval: 46
AssociateProfessorCandidate(ID8205) => Min Interval: 14, Max Interval: 40
AssociateProfessorCandidate(ID8207) => Min Interval: 27, Max Interval: 39
AssociateProfessorCandidate(ID8209) => Min Interval: 9, Max Interval: 53
AssociateProfessorCandidate(ID8210) => Min Interval: 28, Max Interval: 46
AssociateProfessorCandidate(ID8211) => Min Interval: 18, Max Interval: 22
AssociateProfessorCandidate(ID8212) => Min Interval: 20, Max Interval: 31
AssociateProfessorCandidate(ID8213) => Min Interval: 7, Max Interval: 50
AssociateProfessorCandidate(ID8218) => Min Interval: 16, Max Interval: 31
AssociateProfessorCandidate(ID8219) => Min Interval: 25, Max Interval: 36
AssociateProfessorCandidate(ID8221) => Min Interval: 25, Max Interval: 46
AssociateProfessorCandidate(ID8224) => Min Interval: 28, Max Interval: 44
AssociateProfessorCandidate(ID8225) => Min Interval: 14, Max Interval: 37
AssociateProfessorCandidate(ID8227) => Min Interval: 14, Max Interval: 29
AssociateProfessorCandidate(ID8231) => Min Interval: 35, Max Interval: 44
AssociateProfessorCandidate(ID8233) => Min Interval: 17, Max Interval: 43
AssociateProfessorCandidate(ID8234) => Min Interval: 9, Max Interval: 51
AssociateProfessorCandidate(ID8236) => Min Interval: 28, Max Interval: 46
AssociateProfessorCandidate(ID8239) => Min Interval: 8, Max Interval: 45
AssociateProfessorCandidate(ID8240) => Min Interval: 22, Max Interval: 46
AssociateProfessorCandidate(ID8241) => Min Interval: 9, Max Interval: 53
AssociateProfessorCandidate(ID8245) => Min Interval: 42, Max Interval: 42
AssociateProfessorCandidate(ID8246) => Min Interval: 10, Max Interval: 52
AssociateProfessorCandidate(ID8247) => Min Interval: 14, Max Interval: 36
AssociateProfessorCandidate(ID8249) => Min Interval: 18, Max Interval: 42
AssociateProfessorCandidate(ID8251) => Min Interval: 26, Max Interval: 47
AssociateProfessorCandidate(ID8255) => Min Interval: 28, Max Interval: 31
AssociateProfessorCandidate(ID8257) => Min Interval: 26, Max Interval: 33
AssociateProfessorCandidate(ID8259) => Min Interval: 39, Max Interval: 40
AssociateProfessorCandidate(ID8260) => Min Interval: 32, Max Interval: 41
AssociateProfessorCandidate(ID8262) => Min Interval: 23, Max Interval: 36
AssociateProfessorCandidate(ID8263) => Min Interval: 32, Max Interval: 37
AssociateProfessorCandidate(ID8265) => Min Interval: 8, Max Interval: 49
AssociateProfessorCandidate(ID8266) => Min Interval: 37, Max Interval: 38
AssociateProfessorCandidate(ID8267) => Min Interval: 18, Max Interval: 32
AssociateProfessorCandidate(ID8271) => Min Interval: 21, Max Interval: 44
AssociateProfessorCandidate(ID8272) => Min Interval: 36, Max Interval: 45
AssociateProfessorCandidate(ID8277) => Min Interval: 35, Max Interval: 35
AssociateProfessorCandidate(ID8279) => Min Interval: 16, Max Interval: 48
AssociateProfessorCandidate(ID8280) => Min Interval: 45, Max Interval: 49
AssociateProfessorCandidate(ID8285) => Min Interval: 39, Max Interval: 43
AssociateProfessorCandidate(ID8286) => Min Interval: 7, Max Interval: 49
AssociateProfessorCandidate(ID8287) => Min Interval: 33, Max Interval: 47
AssociateProfessorCandidate(ID8288) => Min Interval: 43, Max Interval: 49
AssociateProfessorCandidate(ID8291) => Min Interval: 28, Max Interval: 49
AssociateProfessorCandidate(ID8294) => Min Interval: 16, Max Interval: 31
AssociateProfessorCandidate(ID8296) => Min Interval: 22, Max Interval: 47
AssociateProfessorCandidate(ID8297) => Min Interval: 25, Max Interval: 36
AssociateProfessorCandidate(ID8298) => Min Interval: 14, Max Interval: 37
AssociateProfessorCandidate(ID8299) => Min Interval: 23, Max Interval: 24
AssociateProfessorCandidate(ID8310) => Min Interval: 17, Max Interval: 26
AssociateProfessorCandidate(ID8314) => Min Interval: 27, Max Interval: 38
AssociateProfessorCandidate(ID8316) => Min Interval: 18, Max Interval: 36
AssociateProfessorCandidate(ID8320) => Min Interval: 38, Max Interval: 39
AssociateProfessorCandidate(ID8323) => Min Interval: 24, Max Interval: 30
AssociateProfessorCandidate(ID8324) => Min Interval: 17, Max Interval: 38
AssociateProfessorCandidate(ID8328) => Min Interval: 12, Max Interval: 50
AssociateProfessorCandidate(ID8331) => Min Interval: 17, Max Interval: 47
AssociateProfessorCandidate(ID8332) => Min Interval: 25, Max Interval: 39
AssociateProfessorCandidate(ID8336) => Min Interval: 46, Max Interval: 48
AssociateProfessorCandidate(ID8338) => Min Interval: 13, Max Interval: 48
AssociateProfessorCandidate(ID8339) => Min Interval: 14, Max Interval: 39
AssociateProfessorCandidate(ID8340) => Min Interval: 22, Max Interval: 40
AssociateProfessorCandidate(ID8342) => Min Interval: 18, Max Interval: 47
AssociateProfessorCandidate(ID8344) => Min Interval: 15, Max Interval: 45
AssociateProfessorCandidate(ID8345) => Min Interval: 15, Max Interval: 33
AssociateProfessorCandidate(ID8348) => Min Interval: 33, Max Interval: 47
AssociateProfessorCandidate(ID8350) => Min Interval: 36, Max Interval: 38
AssociateProfessorCandidate(ID8355) => Min Interval: 29, Max Interval: 49
AssociateProfessorCandidate(ID8358) => Min Interval: 16, Max Interval: 49
AssociateProfessorCandidate(ID8360) => Min Interval: 16, Max Interval: 34
AssociateProfessorCandidate(ID8369) => Min Interval: 8, Max Interval: 50
AssociateProfessorCandidate(ID8370) => Min Interval: 8, Max Interval: 50
AssociateProfessorCandidate(ID8377) => Min Interval: 17, Max Interval: 48
AssociateProfessorCandidate(ID8378) => Min Interval: 15, Max Interval: 28
AssociateProfessorCandidate(ID8381) => Min Interval: 17, Max Interval: 48
AssociateProfessorCandidate(ID8382) => Min Interval: 16, Max Interval: 28
AssociateProfessorCandidate(ID8386) => Min Interval: 23, Max Interval: 40
AssociateProfessorCandidate(ID8388) => Min Interval: 15, Max Interval: 36
AssociateProfessorCandidate(ID8391) => Min Interval: 12, Max Interval: 51
AssociateProfessorCandidate(ID8394) => Min Interval: 7, Max Interval: 34
AssociateProfessorCandidate(ID8397) => Min Interval: 15, Max Interval: 43
AssociateProfessorCandidate(ID8398) => Min Interval: 21, Max Interval: 31
AssociateProfessorCandidate(ID8400) => Min Interval: 32, Max Interval: 48
AssociateProfessorCandidate(ID8401) => Min Interval: 16, Max Interval: 36
AssociateProfessorCandidate(ID8402) => Min Interval: 29, Max Interval: 45
AssociateProfessorCandidate(ID8404) => Min Interval: 23, Max Interval: 33
AssociateProfessorCandidate(ID8409) => Min Interval: 34, Max Interval: 34
AssociateProfessorCandidate(ID8412) => Min Interval: 17, Max Interval: 44
AssociateProfessorCandidate(ID8413) => Min Interval: 15, Max Interval: 36
AssociateProfessorCandidate(ID8415) => Min Interval: 12, Max Interval: 52
AssociateProfessorCandidate(ID8416) => Min Interval: 19, Max Interval: 41
AssociateProfessorCandidate(ID8417) => Min Interval: 22, Max Interval: 43
AssociateProfessorCandidate(ID8420) => Min Interval: 19, Max Interval: 51
AssociateProfessorCandidate(ID8424) => Min Interval: 19, Max Interval: 37
AssociateProfessorCandidate(ID8426) => Min Interval: 19, Max Interval: 27
AssociateProfessorCandidate(ID8428) => Min Interval: 20, Max Interval: 46
AssociateProfessorCandidate(ID8430) => Min Interval: 14, Max Interval: 39
AssociateProfessorCandidate(ID8431) => Min Interval: 30, Max Interval: 39
AssociateProfessorCandidate(ID8437) => Min Interval: 27, Max Interval: 49
AssociateProfessorCandidate(ID8441) => Min Interval: 32, Max Interval: 46
AssociateProfessorCandidate(ID8443) => Min Interval: 15, Max Interval: 27
AssociateProfessorCandidate(ID8444) => Min Interval: 16, Max Interval: 29
AssociateProfessorCandidate(ID8447) => Min Interval: 14, Max Interval: 44
AssociateProfessorCandidate(ID8448) => Min Interval: 30, Max Interval: 43
AssociateProfessorCandidate(ID8449) => Min Interval: 19, Max Interval: 29
AssociateProfessorCandidate(ID8451) => Min Interval: 16, Max Interval: 33
AssociateProfessorCandidate(ID8454) => Min Interval: 27, Max Interval: 48
AssociateProfessorCandidate(ID8459) => Min Interval: 9, Max Interval: 41
AssociateProfessorCandidate(ID8462) => Min Interval: 42, Max Interval: 46
AssociateProfessorCandidate(ID8463) => Min Interval: 24, Max Interval: 41
AssociateProfessorCandidate(ID8467) => Min Interval: 15, Max Interval: 50
AssociateProfessorCandidate(ID8468) => Min Interval: 7, Max Interval: 37
AssociateProfessorCandidate(ID8472) => Min Interval: 34, Max Interval: 38
AssociateProfessorCandidate(ID8473) => Min Interval: 21, Max Interval: 49
AssociateProfessorCandidate(ID8475) => Min Interval: 44, Max Interval: 48
AssociateProfessorCandidate(ID8480) => Min Interval: 11, Max Interval: 31
AssociateProfessorCandidate(ID8484) => Min Interval: 35, Max Interval: 44
AssociateProfessorCandidate(ID8485) => Min Interval: 17, Max Interval: 26
AssociateProfessorCandidate(ID8488) => Min Interval: 48, Max Interval: 48
AssociateProfessorCandidate(ID8489) => Min Interval: 16, Max Interval: 19
AssociateProfessorCandidate(ID8495) => Min Interval: 15, Max Interval: 47
AssociateProfessorCandidate(ID8500) => Min Interval: 23, Max Interval: 33
AssociateProfessorCandidate(ID8503) => Min Interval: 32, Max Interval: 46
AssociateProfessorCandidate(ID8505) => Min Interval: 27, Max Interval: 27
AssociateProfessorCandidate(ID8511) => Min Interval: 29, Max Interval: 43
AssociateProfessorCandidate(ID8514) => Min Interval: 19, Max Interval: 32
AssociateProfessorCandidate(ID8517) => Min Interval: 23, Max Interval: 32
AssociateProfessorCandidate(ID8518) => Min Interval: 17, Max Interval: 47
AssociateProfessorCandidate(ID8523) => Min Interval: 25, Max Interval: 44
AssociateProfessorCandidate(ID8524) => Min Interval: 20, Max Interval: 30
AssociateProfessorCandidate(ID8529) => Min Interval: 38, Max Interval: 39
AssociateProfessorCandidate(ID8533) => Min Interval: 33, Max Interval: 41
AssociateProfessorCandidate(ID8534) => Min Interval: 16, Max Interval: 34
AssociateProfessorCandidate(ID8537) => Min Interval: 21, Max Interval: 40
AssociateProfessorCandidate(ID8538) => Min Interval: 35, Max Interval: 41
AssociateProfessorCandidate(ID8540) => Min Interval: 37, Max Interval: 48
AssociateProfessorCandidate(ID8544) => Min Interval: 15, Max Interval: 24
AssociateProfessorCandidate(ID8545) => Min Interval: 26, Max Interval: 33
AssociateProfessorCandidate(ID8548) => Min Interval: 22, Max Interval: 49
AssociateProfessorCandidate(ID8551) => Min Interval: 15, Max Interval: 35
AssociateProfessorCandidate(ID8553) => Min Interval: 24, Max Interval: 47
AssociateProfessorCandidate(ID8555) => Min Interval: 42, Max Interval: 44
AssociateProfessorCandidate(ID8556) => Min Interval: 10, Max Interval: 43
AssociateProfessorCandidate(ID8557) => Min Interval: 10, Max Interval: 14
AssociateProfessorCandidate(ID8561) => Min Interval: 30, Max Interval: 48
AssociateProfessorCandidate(ID8570) => Min Interval: 26, Max Interval: 48
AssociateProfessorCandidate(ID8573) => Min Interval: 15, Max Interval: 47
AssociateProfessorCandidate(ID8575) => Min Interval: 25, Max Interval: 40
AssociateProfessorCandidate(ID8583) => Min Interval: 30, Max Interval: 40
AssociateProfessorCandidate(ID8585) => Min Interval: 35, Max Interval: 48
AssociateProfessorCandidate(ID8587) => Min Interval: 39, Max Interval: 44
AssociateProfessorCandidate(ID8589) => Min Interval: 21, Max Interval: 46
AssociateProfessorCandidate(ID8593) => Min Interval: 23, Max Interval: 51
AssociateProfessorCandidate(ID8596) => Min Interval: 19, Max Interval: 32
AssociateProfessorCandidate(ID8598) => Min Interval: 32, Max Interval: 49
AssociateProfessorCandidate(ID8599) => Min Interval: 21, Max Interval: 23
AssociateProfessorCandidate(ID8603) => Min Interval: 20, Max Interval: 27
AssociateProfessorCandidate(ID8609) => Min Interval: 35, Max Interval: 48
AssociateProfessorCandidate(ID8610) => Min Interval: 16, Max Interval: 45
AssociateProfessorCandidate(ID8612) => Min Interval: 18, Max Interval: 43
AssociateProfessorCandidate(ID8614) => Min Interval: 37, Max Interval: 43
AssociateProfessorCandidate(ID8615) => Min Interval: 21, Max Interval: 47
AssociateProfessorCandidate(ID8620) => Min Interval: 21, Max Interval: 44
AssociateProfessorCandidate(ID8623) => Min Interval: 24, Max Interval: 46
AssociateProfessorCandidate(ID8624) => Min Interval: 15, Max Interval: 40
AssociateProfessorCandidate(ID8628) => Min Interval: 19, Max Interval: 48
AssociateProfessorCandidate(ID8629) => Min Interval: 21, Max Interval: 42
AssociateProfessorCandidate(ID8632) => Min Interval: 11, Max Interval: 43
AssociateProfessorCandidate(ID8634) => Min Interval: 32, Max Interval: 42
AssociateProfessorCandidate(ID8635) => Min Interval: 18, Max Interval: 22
AssociateProfessorCandidate(ID8641) => Min Interval: 40, Max Interval: 41
AssociateProfessorCandidate(ID8642) => Min Interval: 17, Max Interval: 33
AssociateProfessorCandidate(ID8648) => Min Interval: 30, Max Interval: 41
AssociateProfessorCandidate(ID8649) => Min Interval: 14, Max Interval: 21
AssociateProfessorCandidate(ID8650) => Min Interval: 23, Max Interval: 47
AssociateProfessorCandidate(ID8654) => Min Interval: 16, Max Interval: 36
AssociateProfessorCandidate(ID8655) => Min Interval: 16, Max Interval: 26
AssociateProfessorCandidate(ID8660) => Min Interval: 28, Max Interval: 35
AssociateProfessorCandidate(ID8663) => Min Interval: 29, Max Interval: 32
AssociateProfessorCandidate(ID8664) => Min Interval: 22, Max Interval: 48
AssociateProfessorCandidate(ID8666) => Min Interval: 31, Max Interval: 48
AssociateProfessorCandidate(ID8670) => Min Interval: 28, Max Interval: 29
AssociateProfessorCandidate(ID8671) => Min Interval: 29, Max Interval: 40
AssociateProfessorCandidate(ID8672) => Min Interval: 25, Max Interval: 29
AssociateProfessorCandidate(ID8676) => Min Interval: 35, Max Interval: 35
AssociateProfessorCandidate(ID8678) => Min Interval: 33, Max Interval: 40
AssociateProfessorCandidate(ID8681) => Min Interval: 19, Max Interval: 35
AssociateProfessorCandidate(ID8682) => Min Interval: 32, Max Interval: 45
AssociateProfessorCandidate(ID8691) => Min Interval: 17, Max Interval: 43
AssociateProfessorCandidate(ID8694) => Min Interval: 27, Max Interval: 42
AssociateProfessorCandidate(ID8695) => Min Interval: 31, Max Interval: 48
AssociateProfessorCandidate(ID8701) => Min Interval: 29, Max Interval: 35
AssociateProfessorCandidate(ID8702) => Min Interval: 15, Max Interval: 47
AssociateProfessorCandidate(ID8704) => Min Interval: 17, Max Interval: 47
AssociateProfessorCandidate(ID8705) => Min Interval: 39, Max Interval: 44
AssociateProfessorCandidate(ID8709) => Min Interval: 11, Max Interval: 48
AssociateProfessorCandidate(ID8711) => Min Interval: 26, Max Interval: 49
AssociateProfessorCandidate(ID8712) => Min Interval: 14, Max Interval: 18
AssociateProfessorCandidate(ID8719) => Min Interval: 36, Max Interval: 48
AssociateProfessorCandidate(ID8732) => Min Interval: 17, Max Interval: 31
AssociateProfessorCandidate(ID8734) => Min Interval: 29, Max Interval: 35
AssociateProfessorCandidate(ID8735) => Min Interval: 14, Max Interval: 32
AssociateProfessorCandidate(ID8739) => Min Interval: 19, Max Interval: 25
AssociateProfessorCandidate(ID8741) => Min Interval: 21, Max Interval: 45
AssociateProfessorCandidate(ID8751) => Min Interval: 26, Max Interval: 26
AssociateProfessorCandidate(ID8753) => Min Interval: 16, Max Interval: 45
AssociateProfessorCandidate(ID8756) => Min Interval: 15, Max Interval: 32
AssociateProfessorCandidate(ID8760) => Min Interval: 41, Max Interval: 49
AssociateProfessorCandidate(ID8764) => Min Interval: 25, Max Interval: 35
AssociateProfessorCandidate(ID8768) => Min Interval: 42, Max Interval: 48
AssociateProfessorCandidate(ID8770) => Min Interval: 14, Max Interval: 45
AssociateProfessorCandidate(ID8774) => Min Interval: 21, Max Interval: 43
AssociateProfessorCandidate(ID8799) => Min Interval: 21, Max Interval: 24
AssociateProfessorCandidate(ID8812) => Min Interval: 14, Max Interval: 46
AssociateProfessorCandidate(ID8813) => Min Interval: 18, Max Interval: 49
AssociateProfessorCandidate(ID8820) => Min Interval: 30, Max Interval: 41
AssociateProfessorCandidate(ID8827) => Min Interval: 27, Max Interval: 47
AssociateProfessorCandidate(ID8846) => Min Interval: 34, Max Interval: 39
AssociateProfessorCandidate(ID8848) => Min Interval: 27, Max Interval: 31
AssociateProfessorCandidate(ID8850) => Min Interval: 10, Max Interval: 17
AssociateProfessorCandidate(ID8852) => Min Interval: 10, Max Interval: 49
AssociateProfessorCandidate(ID8854) => Min Interval: 11, Max Interval: 40
AssociateProfessorCandidate(ID8855) => Min Interval: 10, Max Interval: 38
AssociateProfessorCandidate(ID8857) => Min Interval: 16, Max Interval: 21
AssociateProfessorCandidate(ID8861) => Min Interval: 17, Max Interval: 47
AssociateProfessorCandidate(ID8862) => Min Interval: 9, Max Interval: 53
AssociateProfessorCandidate(ID8863) => Min Interval: 30, Max Interval: 44
AssociateProfessorCandidate(ID8866) => Min Interval: 11, Max Interval: 40
AssociateProfessorCandidate(ID8867) => Min Interval: 24, Max Interval: 37
AssociateProfessorCandidate(ID8869) => Min Interval: 6, Max Interval: 51
AssociateProfessorCandidate(ID8870) => Min Interval: 20, Max Interval: 36
AssociateProfessorCandidate(ID8872) => Min Interval: 22, Max Interval: 38
AssociateProfessorCandidate(ID8879) => Min Interval: 10, Max Interval: 49
AssociateProfessorCandidate(ID8882) => Min Interval: 13, Max Interval: 46
AssociateProfessorCandidate(ID8884) => Min Interval: 13, Max Interval: 51
AssociateProfessorCandidate(ID8886) => Min Interval: 13, Max Interval: 44
AssociateProfessorCandidate(ID8887) => Min Interval: 17, Max Interval: 47
AssociateProfessorCandidate(ID8889) => Min Interval: 18, Max Interval: 49
AssociateProfessorCandidate(ID8890) => Min Interval: 34, Max Interval: 39
AssociateProfessorCandidate(ID8892) => Min Interval: 15, Max Interval: 47
AssociateProfessorCandidate(ID8893) => Min Interval: 18, Max Interval: 46
AssociateProfessorCandidate(ID8895) => Min Interval: -1, Max Interval: 40
AssociateProfessorCandidate(ID8900) => Min Interval: 23, Max Interval: 31
AssociateProfessorCandidate(ID8902) => Min Interval: 16, Max Interval: 49
AssociateProfessorCandidate(ID8905) => Min Interval: 16, Max Interval: 38
AssociateProfessorCandidate(ID8907) => Min Interval: 28, Max Interval: 48
AssociateProfessorCandidate(ID8908) => Min Interval: 9, Max Interval: 52
AssociateProfessorCandidate(ID8909) => Min Interval: 22, Max Interval: 41
AssociateProfessorCandidate(ID8911) => Min Interval: 22, Max Interval: 30
AssociateProfessorCandidate(ID8915) => Min Interval: 20, Max Interval: 42
AssociateProfessorCandidate(ID8919) => Min Interval: 9, Max Interval: 25
AssociateProfessorCandidate(ID8921) => Min Interval: 14, Max Interval: 36
AssociateProfessorCandidate(ID8923) => Min Interval: 19, Max Interval: 51
AssociateProfessorCandidate(ID8940) => Min Interval: 32, Max Interval: 49
AssociateProfessorCandidate(ID8942) => Min Interval: 23, Max Interval: 49
AssociateProfessorCandidate(ID8944) => Min Interval: 11, Max Interval: 39
AssociateProfessorCandidate(ID8946) => Min Interval: 10, Max Interval: 42
AssociateProfessorCandidate(ID8949) => Min Interval: 7, Max Interval: 42
AssociateProfessorCandidate(ID8950) => Min Interval: 20, Max Interval: 34
AssociateProfessorCandidate(ID8953) => Min Interval: 14, Max Interval: 44
AssociateProfessorCandidate(ID8957) => Min Interval: 16, Max Interval: 49
AssociateProfessorCandidate(ID8962) => Min Interval: 34, Max Interval: 47
AssociateProfessorCandidate(ID8965) => Min Interval: 29, Max Interval: 44
AssociateProfessorCandidate(ID8968) => Min Interval: 15, Max Interval: 47
AssociateProfessorCandidate(ID8970) => Min Interval: 45, Max Interval: 45
AssociateProfessorCandidate(ID8971) => Min Interval: 22, Max Interval: 41
AssociateProfessorCandidate(ID8972) => Min Interval: 25, Max Interval: 34
AssociateProfessorCandidate(ID8973) => Min Interval: 28, Max Interval: 41
AssociateProfessorCandidate(ID8977) => Min Interval: 27, Max Interval: 45
AssociateProfessorCandidate(ID8978) => Min Interval: 22, Max Interval: 40
AssociateProfessorCandidate(ID8979) => Min Interval: 40, Max Interval: 47
AssociateProfessorCandidate(ID8980) => Min Interval: 28, Max Interval: 29
AssociateProfessorCandidate(ID8983) => Min Interval: 9, Max Interval: 52
AssociateProfessorCandidate(ID8987) => Min Interval: 22, Max Interval: 42
AssociateProfessorCandidate(ID8990) => Min Interval: 6, Max Interval: 34
AssociateProfessorCandidate(ID8995) => Min Interval: 26, Max Interval: 34
AssociateProfessorCandidate(ID8997) => Min Interval: 21, Max Interval: 48
AssociateProfessorCandidate(ID9001) => Min Interval: 9, Max Interval: 52
AssociateProfessorCandidate(ID9002) => Min Interval: 11, Max Interval: 43
AssociateProfessorCandidate(ID9003) => Min Interval: 22, Max Interval: 44
AssociateProfessorCandidate(ID9005) => Min Interval: 21, Max Interval: 39
AssociateProfessorCandidate(ID9013) => Min Interval: 9, Max Interval: 46
AssociateProfessorCandidate(ID9015) => Min Interval: 11, Max Interval: 50
AssociateProfessorCandidate(ID9016) => Min Interval: 21, Max Interval: 29
AssociateProfessorCandidate(ID9018) => Min Interval: 30, Max Interval: 35
AssociateProfessorCandidate(ID9022) => Min Interval: 17, Max Interval: 44
AssociateProfessorCandidate(ID9024) => Min Interval: 40, Max Interval: 41
AssociateProfessorCandidate(ID9026) => Min Interval: 37, Max Interval: 48
AssociateProfessorCandidate(ID9030) => Min Interval: 16, Max Interval: 33
AssociateProfessorCandidate(ID9031) => Min Interval: 7, Max Interval: 46
AssociateProfessorCandidate(ID9033) => Min Interval: 16, Max Interval: 43
AssociateProfessorCandidate(ID9034) => Min Interval: 18, Max Interval: 40
AssociateProfessorCandidate(ID9036) => Min Interval: 28, Max Interval: 28
AssociateProfessorCandidate(ID9042) => Min Interval: 23, Max Interval: 45
AssociateProfessorCandidate(ID9044) => Min Interval: 18, Max Interval: 41
AssociateProfessorCandidate(ID9046) => Min Interval: 17, Max Interval: 36
AssociateProfessorCandidate(ID9049) => Min Interval: 7, Max Interval: 45
AssociateProfessorCandidate(ID9050) => Min Interval: 17, Max Interval: 40
AssociateProfessorCandidate(ID9051) => Min Interval: 23, Max Interval: 34
AssociateProfessorCandidate(ID9053) => Min Interval: 14, Max Interval: 49
AssociateProfessorCandidate(ID9056) => Min Interval: 9, Max Interval: 51
AssociateProfessorCandidate(ID9059) => Min Interval: 10, Max Interval: 49
AssociateProfessorCandidate(ID9061) => Min Interval: 32, Max Interval: 47
AssociateProfessorCandidate(ID9064) => Min Interval: 22, Max Interval: 49
AssociateProfessorCandidate(ID9065) => Min Interval: 21, Max Interval: 53
AssociateProfessorCandidate(ID9066) => Min Interval: 29, Max Interval: 46
AssociateProfessorCandidate(ID9069) => Min Interval: 14, Max Interval: 31
AssociateProfessorCandidate(ID9070) => Min Interval: 9, Max Interval: 41
AssociateProfessorCandidate(ID9072) => Min Interval: 16, Max Interval: 49
AssociateProfessorCandidate(ID9074) => Min Interval: 22, Max Interval: 38
AssociateProfessorCandidate(ID9075) => Min Interval: 21, Max Interval: 40
AssociateProfessorCandidate(ID9076) => Min Interval: 33, Max Interval: 47
AssociateProfessorCandidate(ID9079) => Min Interval: 31, Max Interval: 43
AssociateProfessorCandidate(ID9082) => Min Interval: 21, Max Interval: 46
AssociateProfessorCandidate(ID9083) => Min Interval: 28, Max Interval: 43
AssociateProfessorCandidate(ID9086) => Min Interval: 11, Max Interval: 51
AssociateProfessorCandidate(ID9087) => Min Interval: 34, Max Interval: 49
AssociateProfessorCandidate(ID9089) => Min Interval: 7, Max Interval: 52
AssociateProfessorCandidate(ID9090) => Min Interval: 35, Max Interval: 39
AssociateProfessorCandidate(ID9092) => Min Interval: 15, Max Interval: 34
AssociateProfessorCandidate(ID9093) => Min Interval: 41, Max Interval: 46
AssociateProfessorCandidate(ID9095) => Min Interval: 35, Max Interval: 37
AssociateProfessorCandidate(ID9097) => Min Interval: 22, Max Interval: 35
AssociateProfessorCandidate(ID9098) => Min Interval: 15, Max Interval: 49
AssociateProfessorCandidate(ID9099) => Min Interval: 15, Max Interval: 48
AssociateProfessorCandidate(ID9103) => Min Interval: 43, Max Interval: 46
AssociateProfessorCandidate(ID9105) => Min Interval: 16, Max Interval: 42
AssociateProfessorCandidate(ID9110) => Min Interval: 25, Max Interval: 25
AssociateProfessorCandidate(ID9111) => Min Interval: 14, Max Interval: 23
AssociateProfessorCandidate(ID9116) => Min Interval: 12, Max Interval: 50
AssociateProfessorCandidate(ID9120) => Min Interval: 15, Max Interval: 40
AssociateProfessorCandidate(ID9121) => Min Interval: 11, Max Interval: 37
