Stored fact information:
AssistantProfessorCandidate(ID0) => Min Interval: 31, Max Interval: 38
AssistantProfessorCandidate(ID7950) => Min Interval: 12, Max Interval: 42
AssistantProfessorCandidate(ID7954) => Min Interval: 24, Max Interval: 26
AssistantProfessorCandidate(ID7955) => Min Interval: 35, Max Interval: 47
AssistantProfessorCandidate(ID7956) => Min Interval: 33, Max Interval: 40
AssistantProfessorCandidate(ID7960) => Min Interval: 31, Max Interval: 37
AssistantProfessorCandidate(ID7961) => Min Interval: 17, Max Interval: 26
AssistantProfessorCandidate(ID7962) => Min Interval: 14, Max Interval: 18
AssistantProfessorCandidate(ID7963) => Min Interval: 6, Max Interval: 44
AssistantProfessorCandidate(ID7964) => Min Interval: 17, Max Interval: 40
AssistantProfessorCandidate(ID7965) => Min Interval: 22, Max Interval: 36
AssistantProfessorCandidate(ID7966) => Min Interval: 30, Max Interval: 47
AssistantProfessorCandidate(ID7968) => Min Interval: 5, Max Interval: 40
AssistantProfessorCandidate(ID7969) => Min Interval: 14, Max Interval: 40
AssistantProfessorCandidate(ID7971) => Min Interval: 13, Max Interval: 25
AssistantProfessorCandidate(ID7974) => Min Interval: 7, Max Interval: 42
AssistantProfessorCandidate(ID7975) => Min Interval: 25, Max Interval: 27
AssistantProfessorCandidate(ID7976) => Min Interval: 10, Max Interval: 33
AssistantProfessorCandidate(ID7977) => Min Interval: 9, Max Interval: 42
AssistantProfessorCandidate(ID7978) => Min Interval: 18, Max Interval: 44
AssistantProfessorCandidate(ID7981) => Min Interval: 31, Max Interval: 48
AssistantProfessorCandidate(ID7984) => Min Interval: 23, Max Interval: 29
AssistantProfessorCandidate(ID7985) => Min Interval: 16, Max Interval: 29
AssistantProfessorCandidate(ID7986) => Min Interval: 21, Max Interval: 45
AssistantProfessorCandidate(ID7987) => Min Interval: 12, Max Interval: 16
AssistantProfessorCandidate(ID7989) => Min Interval: 2, Max Interval: 50
AssistantProfessorCandidate(ID7990) => Min Interval: 24, Max Interval: 48
AssistantProfessorCandidate(ID7995) => Min Interval: 13, Max Interval: 20
AssistantProfessorCandidate(ID7996) => Min Interval: 13, Max Interval: 16
AssistantProfessorCandidate(ID7997) => Min Interval: 21, Max Interval: 42
AssistantProfessorCandidate(ID7998) => Min Interval: 14, Max Interval: 41
AssistantProfessorCandidate(ID8000) => Min Interval: 10, Max Interval: 35
AssistantProfessorCandidate(ID8002) => Min Interval: 27, Max Interval: 31
AssistantProfessorCandidate(ID8006) => Min Interval: 15, Max Interval: 45
AssistantProfessorCandidate(ID8007) => Min Interval: 19, Max Interval: 44
AssistantProfessorCandidate(ID8008) => Min Interval: 2, Max Interval: 42
AssistantProfessorCandidate(ID8009) => Min Interval: 15, Max Interval: 48
AssistantProfessorCandidate(ID8010) => Min Interval: 17, Max Interval: 48
AssistantProfessorCandidate(ID8011) => Min Interval: 5, Max Interval: 51
AssistantProfessorCandidate(ID8015) => Min Interval: 5, Max Interval: 48
AssistantProfessorCandidate(ID8018) => Min Interval: 9, Max Interval: 42
AssistantProfessorCandidate(ID8019) => Min Interval: 14, Max Interval: 39
AssistantProfessorCandidate(ID8021) => Min Interval: 9, Max Interval: 48
AssistantProfessorCandidate(ID8022) => Min Interval: 38, Max Interval: 46
AssistantProfessorCandidate(ID8023) => Min Interval: 16, Max Interval: 48
AssistantProfessorCandidate(ID8025) => Min Interval: 13, Max Interval: 31
AssistantProfessorCandidate(ID8029) => Min Interval: 12, Max Interval: 36
AssistantProfessorCandidate(ID8031) => Min Interval: 9, Max Interval: 50
AssistantProfessorCandidate(ID8033) => Min Interval: 11, Max Interval: 32
AssistantProfessorCandidate(ID8036) => Min Interval: 5, Max Interval: 42
AssistantProfessorCandidate(ID8038) => Min Interval: 10, Max Interval: 47
AssistantProfessorCandidate(ID8042) => Min Interval: 8, Max Interval: 46
AssistantProfessorCandidate(ID8043) => Min Interval: 45, Max Interval: 48
AssistantProfessorCandidate(ID8044) => Min Interval: 25, Max Interval: 40
AssistantProfessorCandidate(ID8045) => Min Interval: 22, Max Interval: 40
AssistantProfessorCandidate(ID8046) => Min Interval: 40, Max Interval: 48
AssistantProfessorCandidate(ID8047) => Min Interval: 25, Max Interval: 31
AssistantProfessorCandidate(ID8049) => Min Interval: 6, Max Interval: 50
AssistantProfessorCandidate(ID8051) => Min Interval: 17, Max Interval: 31
AssistantProfessorCandidate(ID8052) => Min Interval: 27, Max Interval: 36
AssistantProfessorCandidate(ID8054) => Min Interval: 15, Max Interval: 48
AssistantProfessorCandidate(ID8056) => Min Interval: 11, Max Interval: 35
AssistantProfessorCandidate(ID8057) => Min Interval: 9, Max Interval: 36
AssistantProfessorCandidate(ID8059) => Min Interval: 2, Max Interval: 34
AssistantProfessorCandidate(ID8061) => Min Interval: 15, Max Interval: 49
AssistantProfessorCandidate(ID8063) => Min Interval: 14, Max Interval: 35
AssistantProfessorCandidate(ID8064) => Min Interval: 24, Max Interval: 32
AssistantProfessorCandidate(ID8066) => Min Interval: 8, Max Interval: 49
AssistantProfessorCandidate(ID8068) => Min Interval: 11, Max Interval: 17
AssistantProfessorCandidate(ID8071) => Min Interval: 27, Max Interval: 37
AssistantProfessorCandidate(ID8072) => Min Interval: 13, Max Interval: 19
AssistantProfessorCandidate(ID8073) => Min Interval: 10, Max Interval: 28
AssistantProfessorCandidate(ID8076) => Min Interval: 22, Max Interval: 43
AssistantProfessorCandidate(ID8078) => Min Interval: 18, Max Interval: 46
AssistantProfessorCandidate(ID8086) => Min Interval: 13, Max Interval: 39
AssistantProfessorCandidate(ID8087) => Min Interval: 19, Max Interval: 42
AssistantProfessorCandidate(ID8088) => Min Interval: 19, Max Interval: 40
AssistantProfessorCandidate(ID8093) => Min Interval: 27, Max Interval: 47
AssistantProfessorCandidate(ID8095) => Min Interval: 4, Max Interval: 51
AssistantProfessorCandidate(ID8099) => Min Interval: 12, Max Interval: 38
AssistantProfessorCandidate(ID8100) => Min Interval: 33, Max Interval: 47
AssistantProfessorCandidate(ID8105) => Min Interval: 19, Max Interval: 23
AssistantProfessorCandidate(ID8106) => Min Interval: 15, Max Interval: 32
AssistantProfessorCandidate(ID8107) => Min Interval: 11, Max Interval: 49
AssistantProfessorCandidate(ID8108) => Min Interval: 17, Max Interval: 39
AssistantProfessorCandidate(ID8110) => Min Interval: 11, Max Interval: 29
AssistantProfessorCandidate(ID8111) => Min Interval: 11, Max Interval: 44
AssistantProfessorCandidate(ID8112) => Min Interval: 17, Max Interval: 44
AssistantProfessorCandidate(ID8114) => Min Interval: 8, Max Interval: 27
AssistantProfessorCandidate(ID8117) => Min Interval: 22, Max Interval: 41
AssistantProfessorCandidate(ID8118) => Min Interval: 9, Max Interval: 46
AssistantProfessorCandidate(ID8119) => Min Interval: 20, Max Interval: 40
AssistantProfessorCandidate(ID8123) => Min Interval: 28, Max Interval: 39
AssistantProfessorCandidate(ID8124) => Min Interval: 6, Max Interval: 44
AssistantProfessorCandidate(ID8127) => Min Interval: 31, Max Interval: 47
AssistantProfessorCandidate(ID8129) => Min Interval: 13, Max Interval: 49
AssistantProfessorCandidate(ID8131) => Min Interval: 25, Max Interval: 32
AssistantProfessorCandidate(ID8132) => Min Interval: 18, Max Interval: 43
AssistantProfessorCandidate(ID8134) => Min Interval: 18, Max Interval: 42
AssistantProfessorCandidate(ID8140) => Min Interval: 13, Max Interval: 43
AssistantProfessorCandidate(ID8142) => Min Interval: 33, Max Interval: 48
AssistantProfessorCandidate(ID8143) => Min Interval: 12, Max Interval: 42
AssistantProfessorCandidate(ID8144) => Min Interval: 13, Max Interval: 45
AssistantProfessorCandidate(ID8145) => Min Interval: 11, Max Interval: 42
AssistantProfessorCandidate(ID8148) => Min Interval: 17, Max Interval: 38
AssistantProfessorCandidate(ID8153) => Min Interval: 39, Max Interval: 41
AssistantProfessorCandidate(ID8155) => Min Interval: 18, Max Interval: 35
AssistantProfessorCandidate(ID8157) => Min Interval: 11, Max Interval: 35
AssistantProfessorCandidate(ID8159) => Min Interval: 12, Max Interval: 33
AssistantProfessorCandidate(ID8162) => Min Interval: 19, Max Interval: 40
AssistantProfessorCandidate(ID8163) => Min Interval: 15, Max Interval: 38
AssistantProfessorCandidate(ID8165) => Min Interval: 13, Max Interval: 47
AssistantProfessorCandidate(ID8166) => Min Interval: 7, Max Interval: 30
AssistantProfessorCandidate(ID8167) => Min Interval: 3, Max Interval: 29
AssistantProfessorCandidate(ID8173) => Min Interval: 17, Max Interval: 47
AssistantProfessorCandidate(ID8174) => Min Interval: 14, Max Interval: 21
AssistantProfessorCandidate(ID8175) => Min Interval: 25, Max Interval: 41
AssistantProfessorCandidate(ID8176) => Min Interval: 29, Max Interval: 47
AssistantProfessorCandidate(ID8177) => Min Interval: 24, Max Interval: 32
AssistantProfessorCandidate(ID8179) => Min Interval: 15, Max Interval: 35
AssistantProfessorCandidate(ID8180) => Min Interval: 19, Max Interval: 46
AssistantProfessorCandidate(ID8181) => Min Interval: 8, Max Interval: 49
AssistantProfessorCandidate(ID8185) => Min Interval: 13, Max Interval: 40
AssistantProfessorCandidate(ID8186) => Min Interval: 19, Max Interval: 32
AssistantProfessorCandidate(ID8187) => Min Interval: 10, Max Interval: 34
AssistantProfessorCandidate(ID8194) => Min Interval: 7, Max Interval: 42
AssistantProfessorCandidate(ID8196) => Min Interval: 15, Max Interval: 45
AssistantProfessorCandidate(ID8197) => Min Interval: 28, Max Interval: 35
AssistantProfessorCandidate(ID8198) => Min Interval: 11, Max Interval: 47
AssistantProfessorCandidate(ID8203) => Min Interval: 2, Max Interval: 49
AssistantProfessorCandidate(ID8204) => Min Interval: 17, Max Interval: 45
AssistantProfessorCandidate(ID8205) => Min Interval: 9, Max Interval: 39
AssistantProfessorCandidate(ID8207) => Min Interval: 22, Max Interval: 38
AssistantProfessorCandidate(ID8209) => Min Interval: 4, Max Interval: 52
AssistantProfessorCandidate(ID8210) => Min Interval: 23, Max Interval: 45
AssistantProfessorCandidate(ID8211) => Min Interval: 13, Max Interval: 21
AssistantProfessorCandidate(ID8212) => Min Interval: 15, Max Interval: 30
AssistantProfessorCandidate(ID8213) => Min Interval: 2, Max Interval: 49
AssistantProfessorCandidate(ID8218) => Min Interval: 11, Max Interval: 30
AssistantProfessorCandidate(ID8219) => Min Interval: 20, Max Interval: 35
AssistantProfessorCandidate(ID8221) => Min Interval: 20, Max Interval: 45
AssistantProfessorCandidate(ID8224) => Min Interval: 23, Max Interval: 43
AssistantProfessorCandidate(ID8225) => Min Interval: 9, Max Interval: 36
AssistantProfessorCandidate(ID8227) => Min Interval: 9, Max Interval: 28
AssistantProfessorCandidate(ID8231) => Min Interval: 30, Max Interval: 43
AssistantProfessorCandidate(ID8232) => Min Interval: 31, Max Interval: 33
AssistantProfessorCandidate(ID8233) => Min Interval: 12, Max Interval: 42
AssistantProfessorCandidate(ID8234) => Min Interval: 4, Max Interval: 50
AssistantProfessorCandidate(ID8236) => Min Interval: 23, Max Interval: 45
AssistantProfessorCandidate(ID8239) => Min Interval: 3, Max Interval: 44
AssistantProfessorCandidate(ID8240) => Min Interval: 17, Max Interval: 45
AssistantProfessorCandidate(ID8241) => Min Interval: 4, Max Interval: 52
AssistantProfessorCandidate(ID8245) => Min Interval: 37, Max Interval: 41
AssistantProfessorCandidate(ID8246) => Min Interval: 5, Max Interval: 51
AssistantProfessorCandidate(ID8247) => Min Interval: 9, Max Interval: 35
AssistantProfessorCandidate(ID8249) => Min Interval: 13, Max Interval: 41
AssistantProfessorCandidate(ID8251) => Min Interval: 21, Max Interval: 46
AssistantProfessorCandidate(ID8255) => Min Interval: 23, Max Interval: 30
AssistantProfessorCandidate(ID8257) => Min Interval: 21, Max Interval: 32
AssistantProfessorCandidate(ID8259) => Min Interval: 34, Max Interval: 39
AssistantProfessorCandidate(ID8260) => Min Interval: 27, Max Interval: 40
AssistantProfessorCandidate(ID8262) => Min Interval: 18, Max Interval: 35
AssistantProfessorCandidate(ID8263) => Min Interval: 27, Max Interval: 36
AssistantProfessorCandidate(ID8264) => Min Interval: 11, Max Interval: 14
AssistantProfessorCandidate(ID8265) => Min Interval: 3, Max Interval: 48
AssistantProfessorCandidate(ID8266) => Min Interval: 32, Max Interval: 37
AssistantProfessorCandidate(ID8267) => Min Interval: 16, Max Interval: 31
AssistantProfessorCandidate(ID8271) => Min Interval: 16, Max Interval: 43
AssistantProfessorCandidate(ID8272) => Min Interval: 31, Max Interval: 44
AssistantProfessorCandidate(ID8277) => Min Interval: 30, Max Interval: 34
AssistantProfessorCandidate(ID8278) => Min Interval: 15, Max Interval: 40
AssistantProfessorCandidate(ID8279) => Min Interval: 11, Max Interval: 47
AssistantProfessorCandidate(ID8280) => Min Interval: 40, Max Interval: 48
AssistantProfessorCandidate(ID8285) => Min Interval: 34, Max Interval: 42
AssistantProfessorCandidate(ID8286) => Min Interval: 2, Max Interval: 48
AssistantProfessorCandidate(ID8287) => Min Interval: 28, Max Interval: 46
AssistantProfessorCandidate(ID8288) => Min Interval: 38, Max Interval: 48
AssistantProfessorCandidate(ID8291) => Min Interval: 23, Max Interval: 48
AssistantProfessorCandidate(ID8294) => Min Interval: 11, Max Interval: 30
AssistantProfessorCandidate(ID8295) => Min Interval: 37, Max Interval: 39
AssistantProfessorCandidate(ID8296) => Min Interval: 17, Max Interval: 46
AssistantProfessorCandidate(ID8297) => Min Interval: 20, Max Interval: 35
AssistantProfessorCandidate(ID8298) => Min Interval: 9, Max Interval: 36
AssistantProfessorCandidate(ID8299) => Min Interval: 18, Max Interval: 23
AssistantProfessorCandidate(ID8303) => Min Interval: 20, Max Interval: 22
AssistantProfessorCandidate(ID8310) => Min Interval: 12, Max Interval: 25
AssistantProfessorCandidate(ID8314) => Min Interval: 22, Max Interval: 37
AssistantProfessorCandidate(ID8316) => Min Interval: 13, Max Interval: 35
AssistantProfessorCandidate(ID8320) => Min Interval: 33, Max Interval: 38
AssistantProfessorCandidate(ID8323) => Min Interval: 19, Max Interval: 29
AssistantProfessorCandidate(ID8324) => Min Interval: 12, Max Interval: 37
AssistantProfessorCandidate(ID8328) => Min Interval: 7, Max Interval: 49
AssistantProfessorCandidate(ID8330) => Min Interval: 34, Max Interval: 36
AssistantProfessorCandidate(ID8331) => Min Interval: 12, Max Interval: 46
AssistantProfessorCandidate(ID8332) => Min Interval: 20, Max Interval: 38
AssistantProfessorCandidate(ID8333) => Min Interval: 23, Max Interval: 26
AssistantProfessorCandidate(ID8336) => Min Interval: 41, Max Interval: 47
AssistantProfessorCandidate(ID8338) => Min Interval: 8, Max Interval: 47
AssistantProfessorCandidate(ID8339) => Min Interval: 9, Max Interval: 38
AssistantProfessorCandidate(ID8340) => Min Interval: 17, Max Interval: 39
AssistantProfessorCandidate(ID8342) => Min Interval: 13, Max Interval: 46
AssistantProfessorCandidate(ID8344) => Min Interval: 10, Max Interval: 44
AssistantProfessorCandidate(ID8345) => Min Interval: 10, Max Interval: 32
AssistantProfessorCandidate(ID8348) => Min Interval: 28, Max Interval: 46
AssistantProfessorCandidate(ID8350) => Min Interval: 31, Max Interval: 37
AssistantProfessorCandidate(ID8351) => Min Interval: 21, Max Interval: 24
AssistantProfessorCandidate(ID8355) => Min Interval: 24, Max Interval: 48
AssistantProfessorCandidate(ID8358) => Min Interval: 11, Max Interval: 48
AssistantProfessorCandidate(ID8360) => Min Interval: 11, Max Interval: 33
AssistantProfessorCandidate(ID8369) => Min Interval: 3, Max Interval: 49
AssistantProfessorCandidate(ID8370) => Min Interval: 3, Max Interval: 49
AssistantProfessorCandidate(ID8376) => Min Interval: 38, Max Interval: 40
AssistantProfessorCandidate(ID8377) => Min Interval: 12, Max Interval: 47
AssistantProfessorCandidate(ID8378) => Min Interval: 10, Max Interval: 27
AssistantProfessorCandidate(ID8381) => Min Interval: 12, Max Interval: 47
AssistantProfessorCandidate(ID8382) => Min Interval: 11, Max Interval: 27
AssistantProfessorCandidate(ID8386) => Min Interval: 18, Max Interval: 39
AssistantProfessorCandidate(ID8388) => Min Interval: 10, Max Interval: 35
AssistantProfessorCandidate(ID8391) => Min Interval: 7, Max Interval: 50
AssistantProfessorCandidate(ID8394) => Min Interval: 2, Max Interval: 33
AssistantProfessorCandidate(ID8397) => Min Interval: 10, Max Interval: 42
AssistantProfessorCandidate(ID8398) => Min Interval: 16, Max Interval: 30
AssistantProfessorCandidate(ID8400) => Min Interval: 27, Max Interval: 47
AssistantProfessorCandidate(ID8401) => Min Interval: 11, Max Interval: 35
AssistantProfessorCandidate(ID8402) => Min Interval: 24, Max Interval: 44
AssistantProfessorCandidate(ID8404) => Min Interval: 18, Max Interval: 32
AssistantProfessorCandidate(ID8409) => Min Interval: 29, Max Interval: 33
AssistantProfessorCandidate(ID8412) => Min Interval: 12, Max Interval: 43
AssistantProfessorCandidate(ID8413) => Min Interval: 10, Max Interval: 35
AssistantProfessorCandidate(ID8414) => Min Interval: 18, Max Interval: 21
AssistantProfessorCandidate(ID8415) => Min Interval: 7, Max Interval: 51
AssistantProfessorCandidate(ID8416) => Min Interval: 14, Max Interval: 40
AssistantProfessorCandidate(ID8417) => Min Interval: 17, Max Interval: 42
AssistantProfessorCandidate(ID8420) => Min Interval: 14, Max Interval: 50
AssistantProfessorCandidate(ID8424) => Min Interval: 14, Max Interval: 36
AssistantProfessorCandidate(ID8426) => Min Interval: 14, Max Interval: 26
AssistantProfessorCandidate(ID8428) => Min Interval: 15, Max Interval: 45
AssistantProfessorCandidate(ID8430) => Min Interval: 9, Max Interval: 38
AssistantProfessorCandidate(ID8431) => Min Interval: 25, Max Interval: 38
AssistantProfessorCandidate(ID8437) => Min Interval: 22, Max Interval: 48
AssistantProfessorCandidate(ID8441) => Min Interval: 27, Max Interval: 45
AssistantProfessorCandidate(ID8443) => Min Interval: 10, Max Interval: 26
AssistantProfessorCandidate(ID8444) => Min Interval: 11, Max Interval: 28
AssistantProfessorCandidate(ID8447) => Min Interval: 9, Max Interval: 43
AssistantProfessorCandidate(ID8448) => Min Interval: 25, Max Interval: 42
AssistantProfessorCandidate(ID8449) => Min Interval: 14, Max Interval: 28
AssistantProfessorCandidate(ID8451) => Min Interval: 11, Max Interval: 32
AssistantProfessorCandidate(ID8454) => Min Interval: 22, Max Interval: 47
AssistantProfessorCandidate(ID8457) => Min Interval: 20, Max Interval: 23
AssistantProfessorCandidate(ID8459) => Min Interval: 4, Max Interval: 40
AssistantProfessorCandidate(ID8462) => Min Interval: 37, Max Interval: 45
AssistantProfessorCandidate(ID8463) => Min Interval: 19, Max Interval: 40
AssistantProfessorCandidate(ID8467) => Min Interval: 10, Max Interval: 49
AssistantProfessorCandidate(ID8468) => Min Interval: 2, Max Interval: 36
AssistantProfessorCandidate(ID8472) => Min Interval: 29, Max Interval: 37
AssistantProfessorCandidate(ID8473) => Min Interval: 16, Max Interval: 48
AssistantProfessorCandidate(ID8475) => Min Interval: 39, Max Interval: 47
AssistantProfessorCandidate(ID8480) => Min Interval: 6, Max Interval: 30
AssistantProfessorCandidate(ID8484) => Min Interval: 30, Max Interval: 43
AssistantProfessorCandidate(ID8485) => Min Interval: 12, Max Interval: 25
AssistantProfessorCandidate(ID8488) => Min Interval: 43, Max Interval: 47
AssistantProfessorCandidate(ID8489) => Min Interval: 11, Max Interval: 18
AssistantProfessorCandidate(ID8490) => Min Interval: 21, Max Interval: 23
AssistantProfessorCandidate(ID8495) => Min Interval: 10, Max Interval: 46
AssistantProfessorCandidate(ID8500) => Min Interval: 18, Max Interval: 32
AssistantProfessorCandidate(ID8503) => Min Interval: 16, Max Interval: 45
AssistantProfessorCandidate(ID8505) => Min Interval: 22, Max Interval: 26
AssistantProfessorCandidate(ID8511) => Min Interval: 24, Max Interval: 42
AssistantProfessorCandidate(ID8514) => Min Interval: 14, Max Interval: 31
AssistantProfessorCandidate(ID8517) => Min Interval: 18, Max Interval: 31
AssistantProfessorCandidate(ID8518) => Min Interval: 12, Max Interval: 46
AssistantProfessorCandidate(ID8523) => Min Interval: 20, Max Interval: 43
AssistantProfessorCandidate(ID8524) => Min Interval: 15, Max Interval: 29
AssistantProfessorCandidate(ID8529) => Min Interval: 33, Max Interval: 38
AssistantProfessorCandidate(ID8533) => Min Interval: 28, Max Interval: 40
AssistantProfessorCandidate(ID8534) => Min Interval: 11, Max Interval: 33
AssistantProfessorCandidate(ID8535) => Min Interval: 34, Max Interval: 37
AssistantProfessorCandidate(ID8537) => Min Interval: 16, Max Interval: 39
AssistantProfessorCandidate(ID8538) => Min Interval: 30, Max Interval: 40
AssistantProfessorCandidate(ID8540) => Min Interval: 32, Max Interval: 47
AssistantProfessorCandidate(ID8544) => Min Interval: 10, Max Interval: 23
AssistantProfessorCandidate(ID8545) => Min Interval: 21, Max Interval: 32
AssistantProfessorCandidate(ID8546) => Min Interval: 10, Max Interval: 13
AssistantProfessorCandidate(ID8548) => Min Interval: 17, Max Interval: 48
AssistantProfessorCandidate(ID8551) => Min Interval: 10, Max Interval: 34
AssistantProfessorCandidate(ID8553) => Min Interval: 19, Max Interval: 46
AssistantProfessorCandidate(ID8555) => Min Interval: 37, Max Interval: 43
AssistantProfessorCandidate(ID8556) => Min Interval: 5, Max Interval: 42
AssistantProfessorCandidate(ID8557) => Min Interval: 5, Max Interval: 13
AssistantProfessorCandidate(ID8561) => Min Interval: 25, Max Interval: 47
AssistantProfessorCandidate(ID8570) => Min Interval: 21, Max Interval: 47
AssistantProfessorCandidate(ID8572) => Min Interval: 25, Max Interval: 28
AssistantProfessorCandidate(ID8573) => Min Interval: 10, Max Interval: 46
AssistantProfessorCandidate(ID8575) => Min Interval: 20, Max Interval: 39
AssistantProfessorCandidate(ID8583) => Min Interval: 25, Max Interval: 39
AssistantProfessorCandidate(ID8585) => Min Interval: 30, Max Interval: 47
AssistantProfessorCandidate(ID8587) => Min Interval: 34, Max Interval: 43
AssistantProfessorCandidate(ID8589) => Min Interval: 16, Max Interval: 45
AssistantProfessorCandidate(ID8593) => Min Interval: 18, Max Interval: 50
AssistantProfessorCandidate(ID8596) => Min Interval: 14, Max Interval: 31
AssistantProfessorCandidate(ID8598) => Min Interval: 27, Max Interval: 48
AssistantProfessorCandidate(ID8599) => Min Interval: 16, Max Interval: 45
AssistantProfessorCandidate(ID8600) => Min Interval: 33, Max Interval: 36
AssistantProfessorCandidate(ID8603) => Min Interval: 15, Max Interval: 26
AssistantProfessorCandidate(ID8609) => Min Interval: 30, Max Interval: 47
AssistantProfessorCandidate(ID8610) => Min Interval: 11, Max Interval: 44
AssistantProfessorCandidate(ID8612) => Min Interval: 13, Max Interval: 42
AssistantProfessorCandidate(ID8614) => Min Interval: 32, Max Interval: 42
AssistantProfessorCandidate(ID8615) => Min Interval: 16, Max Interval: 46
AssistantProfessorCandidate(ID8620) => Min Interval: 16, Max Interval: 43
AssistantProfessorCandidate(ID8623) => Min Interval: 19, Max Interval: 45
AssistantProfessorCandidate(ID8624) => Min Interval: 10, Max Interval: 39
AssistantProfessorCandidate(ID8628) => Min Interval: 14, Max Interval: 47
AssistantProfessorCandidate(ID8629) => Min Interval: 16, Max Interval: 41
AssistantProfessorCandidate(ID8632) => Min Interval: 6, Max Interval: 42
AssistantProfessorCandidate(ID8634) => Min Interval: 27, Max Interval: 41
AssistantProfessorCandidate(ID8635) => Min Interval: 13, Max Interval: 21
AssistantProfessorCandidate(ID8641) => Min Interval: 35, Max Interval: 40
AssistantProfessorCandidate(ID8642) => Min Interval: 12, Max Interval: 32
AssistantProfessorCandidate(ID8648) => Min Interval: 25, Max Interval: 40
AssistantProfessorCandidate(ID8649) => Min Interval: 9, Max Interval: 20
AssistantProfessorCandidate(ID8650) => Min Interval: 18, Max Interval: 46
AssistantProfessorCandidate(ID8654) => Min Interval: 11, Max Interval: 35
AssistantProfessorCandidate(ID8655) => Min Interval: 11, Max Interval: 25
AssistantProfessorCandidate(ID8660) => Min Interval: 23, Max Interval: 34
AssistantProfessorCandidate(ID8663) => Min Interval: 24, Max Interval: 31
AssistantProfessorCandidate(ID8664) => Min Interval: 17, Max Interval: 47
AssistantProfessorCandidate(ID8666) => Min Interval: 26, Max Interval: 47
AssistantProfessorCandidate(ID8670) => Min Interval: 23, Max Interval: 28
AssistantProfessorCandidate(ID8671) => Min Interval: 24, Max Interval: 39
AssistantProfessorCandidate(ID8672) => Min Interval: 20, Max Interval: 28
AssistantProfessorCandidate(ID8676) => Min Interval: 30, Max Interval: 34
AssistantProfessorCandidate(ID8677) => Min Interval: 15, Max Interval: 17
AssistantProfessorCandidate(ID8678) => Min Interval: 28, Max Interval: 39
AssistantProfessorCandidate(ID8681) => Min Interval: 14, Max Interval: 34
AssistantProfessorCandidate(ID8682) => Min Interval: 27, Max Interval: 44
AssistantProfessorCandidate(ID8691) => Min Interval: 12, Max Interval: 42
AssistantProfessorCandidate(ID8694) => Min Interval: 22, Max Interval: 41
AssistantProfessorCandidate(ID8695) => Min Interval: 26, Max Interval: 47
AssistantProfessorCandidate(ID8701) => Min Interval: 24, Max Interval: 34
AssistantProfessorCandidate(ID8702) => Min Interval: 10, Max Interval: 46
AssistantProfessorCandidate(ID8704) => Min Interval: 12, Max Interval: 46
AssistantProfessorCandidate(ID8705) => Min Interval: 34, Max Interval: 43
AssistantProfessorCandidate(ID8709) => Min Interval: 6, Max Interval: 47
AssistantProfessorCandidate(ID8711) => Min Interval: 21, Max Interval: 48
AssistantProfessorCandidate(ID8712) => Min Interval: 9, Max Interval: 17
AssistantProfessorCandidate(ID8719) => Min Interval: 31, Max Interval: 47
AssistantProfessorCandidate(ID8732) => Min Interval: 12, Max Interval: 30
AssistantProfessorCandidate(ID8734) => Min Interval: 24, Max Interval: 34
AssistantProfessorCandidate(ID8735) => Min Interval: 9, Max Interval: 31
AssistantProfessorCandidate(ID8739) => Min Interval: 14, Max Interval: 24
AssistantProfessorCandidate(ID8741) => Min Interval: 16, Max Interval: 44
AssistantProfessorCandidate(ID8751) => Min Interval: 21, Max Interval: 25
AssistantProfessorCandidate(ID8753) => Min Interval: 11, Max Interval: 44
AssistantProfessorCandidate(ID8756) => Min Interval: 10, Max Interval: 31
AssistantProfessorCandidate(ID8760) => Min Interval: 36, Max Interval: 48
AssistantProfessorCandidate(ID8764) => Min Interval: 20, Max Interval: 34
AssistantProfessorCandidate(ID8768) => Min Interval: 37, Max Interval: 47
AssistantProfessorCandidate(ID8770) => Min Interval: 9, Max Interval: 44
AssistantProfessorCandidate(ID8774) => Min Interval: 16, Max Interval: 42
AssistantProfessorCandidate(ID8789) => Min Interval: 40, Max Interval: 43
AssistantProfessorCandidate(ID8799) => Min Interval: 16, Max Interval: 23
AssistantProfessorCandidate(ID8812) => Min Interval: 9, Max Interval: 45
AssistantProfessorCandidate(ID8813) => Min Interval: 13, Max Interval: 48
AssistantProfessorCandidate(ID8820) => Min Interval: 25, Max Interval: 40
AssistantProfessorCandidate(ID8823) => Min Interval: 20, Max Interval: 22
AssistantProfessorCandidate(ID8827) => Min Interval: 22, Max Interval: 46
AssistantProfessorCandidate(ID8846) => Min Interval: 29, Max Interval: 38
AssistantProfessorCandidate(ID8848) => Min Interval: 22, Max Interval: 30
AssistantProfessorCandidate(ID8850) => Min Interval: 5, Max Interval: 16
AssistantProfessorCandidate(ID8852) => Min Interval: 5, Max Interval: 48
AssistantProfessorCandidate(ID8854) => Min Interval: 6, Max Interval: 39
AssistantProfessorCandidate(ID8855) => Min Interval: 5, Max Interval: 37
AssistantProfessorCandidate(ID8857) => Min Interval: 11, Max Interval: 20
AssistantProfessorCandidate(ID8861) => Min Interval: 12, Max Interval: 46
AssistantProfessorCandidate(ID8862) => Min Interval: 4, Max Interval: 52
AssistantProfessorCandidate(ID8866) => Min Interval: 6, Max Interval: 39
AssistantProfessorCandidate(ID8867) => Min Interval: 19, Max Interval: 36
