Stored fact information:
Publication(ID12) => Min Interval: 5, Max Interval: 49
Publication(ID7869) => Min Interval: 5, Max Interval: 38
Publication(ID7881) => Min Interval: 3, Max Interval: 43
Publication(ID7883) => Min Interval: 1, Max Interval: 48
Publication(ID7887) => Min Interval: 2, Max Interval: 47
Publication(ID7889) => Min Interval: 0, Max Interval: 50
Publication(ID7900) => Min Interval: 1, Max Interval: 49
Publication(ID7907) => Min Interval: 2, Max Interval: 45
Publication(ID7913) => Min Interval: 13, Max Interval: 47
Publication(ID7917) => Min Interval: 1, Max Interval: 49
Publication(ID7919) => Min Interval: 0, Max Interval: 43
Publication(ID7921) => Min Interval: 0, Max Interval: 26
Publication(ID7928) => Min Interval: 5, Max Interval: 48
Publication(ID7933) => Min Interval: 5, Max Interval: 49
Publication(ID7935) => Min Interval: 1, Max Interval: 48
Publication(ID7937) => Min Interval: 1, Max Interval: 50
Publication(ID7939) => Min Interval: 1, Max Interval: 46
Publication(ID7942) => Min Interval: 0, Max Interval: 49
Publication(ID7943) => Min Interval: 3, Max Interval: 46
Publication(ID7945) => Min Interval: 3, Max Interval: 43
Publication(ID7958) => Min Interval: 1, Max Interval: 43
Publication(ID7959) => Min Interval: 0, Max Interval: 47
Publication(ID7967) => Min Interval: 1, Max Interval: 39
Publication(ID7970) => Min Interval: 4, Max Interval: 46
Publication(ID7973) => Min Interval: 7, Max Interval: 46
Publication(ID7979) => Min Interval: 1, Max Interval: 46
Publication(ID7980) => Min Interval: 1, Max Interval: 40
Publication(ID7982) => Min Interval: 1, Max Interval: 48
Publication(ID7983) => Min Interval: 4, Max Interval: 39
Publication(ID7988) => Min Interval: 2, Max Interval: 50
Publication(ID7991) => Min Interval: 5, Max Interval: 50
Publication(ID7992) => Min Interval: 2, Max Interval: 50
Publication(ID7999) => Min Interval: 11, Max Interval: 48
Publication(ID8003) => Min Interval: 7, Max Interval: 49
Publication(ID8004) => Min Interval: 1, Max Interval: 38
Publication(ID8005) => Min Interval: 1, Max Interval: 50
Publication(ID8012) => Min Interval: 0, Max Interval: 50
Publication(ID8014) => Min Interval: 2, Max Interval: 45
Publication(ID8017) => Min Interval: 0, Max Interval: 49
Publication(ID8024) => Min Interval: 12, Max Interval: 41
Publication(ID8030) => Min Interval: 8, Max Interval: 48
Publication(ID8034) => Min Interval: 0, Max Interval: 45
Publication(ID8035) => Min Interval: 1, Max Interval: 42
Publication(ID8040) => Min Interval: 0, Max Interval: 42
Publication(ID8048) => Min Interval: 1, Max Interval: 47
Publication(ID8053) => Min Interval: 5, Max Interval: 42
Publication(ID8060) => Min Interval: 5, Max Interval: 50
Publication(ID8065) => Min Interval: 3, Max Interval: 38
Publication(ID8074) => Min Interval: 2, Max Interval: 46
Publication(ID8079) => Min Interval: 19, Max Interval: 44
Publication(ID8081) => Min Interval: 10, Max Interval: 47
Publication(ID8089) => Min Interval: 4, Max Interval: 42
Publication(ID8090) => Min Interval: 6, Max Interval: 50
Publication(ID8092) => Min Interval: 2, Max Interval: 47
Publication(ID8094) => Min Interval: 1, Max Interval: 48
Publication(ID8096) => Min Interval: 2, Max Interval: 48
Publication(ID8098) => Min Interval: 1, Max Interval: 50
Publication(ID8101) => Min Interval: 2, Max Interval: 50
Publication(ID8103) => Min Interval: 6, Max Interval: 49
Publication(ID8104) => Min Interval: 2, Max Interval: 49
Publication(ID8115) => Min Interval: 0, Max Interval: 48
Publication(ID8116) => Min Interval: 3, Max Interval: 39
Publication(ID8121) => Min Interval: 7, Max Interval: 48
Publication(ID8122) => Min Interval: 1, Max Interval: 49
Publication(ID8125) => Min Interval: 0, Max Interval: 49
Publication(ID8126) => Min Interval: 0, Max Interval: 44
Publication(ID8128) => Min Interval: 3, Max Interval: 43
Publication(ID8133) => Min Interval: 3, Max Interval: 33
Publication(ID8135) => Min Interval: 4, Max Interval: 48
Publication(ID8136) => Min Interval: 7, Max Interval: 46
Publication(ID8138) => Min Interval: 0, Max Interval: 49
Publication(ID8139) => Min Interval: 5, Max Interval: 48
Publication(ID8147) => Min Interval: 1, Max Interval: 46
Publication(ID8149) => Min Interval: 8, Max Interval: 50
Publication(ID8150) => Min Interval: 2, Max Interval: 44
Publication(ID8151) => Min Interval: 4, Max Interval: 46
Publication(ID8152) => Min Interval: 6, Max Interval: 49
Publication(ID8158) => Min Interval: 6, Max Interval: 50
Publication(ID8160) => Min Interval: 17, Max Interval: 48
Publication(ID8161) => Min Interval: 0, Max Interval: 50
Publication(ID8164) => Min Interval: 1, Max Interval: 35
Publication(ID8169) => Min Interval: 2, Max Interval: 45
Publication(ID8170) => Min Interval: 1, Max Interval: 50
Publication(ID8171) => Min Interval: 16, Max Interval: 49
Publication(ID8182) => Min Interval: 3, Max Interval: 40
Publication(ID8183) => Min Interval: 0, Max Interval: 47
Publication(ID8184) => Min Interval: 5, Max Interval: 45
Publication(ID8188) => Min Interval: 0, Max Interval: 47
Publication(ID8189) => Min Interval: 4, Max Interval: 46
Publication(ID8191) => Min Interval: 3, Max Interval: 30
Publication(ID8192) => Min Interval: 0, Max Interval: 45
Publication(ID8193) => Min Interval: 1, Max Interval: 49
Publication(ID8195) => Min Interval: 6, Max Interval: 49
Publication(ID8200) => Min Interval: 7, Max Interval: 45
Publication(ID8202) => Min Interval: 2, Max Interval: 49
Publication(ID8208) => Min Interval: 1, Max Interval: 47
Publication(ID8215) => Min Interval: 2, Max Interval: 46
Publication(ID8216) => Min Interval: 4, Max Interval: 42
Publication(ID8226) => Min Interval: 11, Max Interval: 50
Publication(ID8228) => Min Interval: 0, Max Interval: 44
Publication(ID8230) => Min Interval: 2, Max Interval: 49
Publication(ID8237) => Min Interval: 1, Max Interval: 50
Publication(ID8243) => Min Interval: 3, Max Interval: 50
Publication(ID8244) => Min Interval: 9, Max Interval: 47
Publication(ID8248) => Min Interval: 12, Max Interval: 49
Publication(ID8252) => Min Interval: 4, Max Interval: 42
Publication(ID8253) => Min Interval: 1, Max Interval: 43
Publication(ID8256) => Min Interval: 0, Max Interval: 50
Publication(ID8261) => Min Interval: 0, Max Interval: 47
Publication(ID8268) => Min Interval: 4, Max Interval: 33
Publication(ID8269) => Min Interval: 11, Max Interval: 50
Publication(ID8273) => Min Interval: 1, Max Interval: 44
Publication(ID8274) => Min Interval: 6, Max Interval: 30
Publication(ID8275) => Min Interval: 3, Max Interval: 50
Publication(ID8281) => Min Interval: 5, Max Interval: 50
Publication(ID8283) => Min Interval: 0, Max Interval: 49
Publication(ID8284) => Min Interval: 13, Max Interval: 42
Publication(ID8292) => Min Interval: 7, Max Interval: 37
Publication(ID8300) => Min Interval: 4, Max Interval: 40
Publication(ID8301) => Min Interval: 3, Max Interval: 41
Publication(ID8302) => Min Interval: 1, Max Interval: 38
Publication(ID8305) => Min Interval: 7, Max Interval: 43
Publication(ID8307) => Min Interval: 6, Max Interval: 48
Publication(ID8308) => Min Interval: 4, Max Interval: 50
Publication(ID8309) => Min Interval: 1, Max Interval: 48
Publication(ID8312) => Min Interval: 1, Max Interval: 46
Publication(ID8313) => Min Interval: 0, Max Interval: 44
Publication(ID8315) => Min Interval: 3, Max Interval: 50
Publication(ID8317) => Min Interval: 1, Max Interval: 48
Publication(ID8318) => Min Interval: 5, Max Interval: 42
Publication(ID8321) => Min Interval: 2, Max Interval: 45
Publication(ID8322) => Min Interval: 2, Max Interval: 50
Publication(ID8327) => Min Interval: 5, Max Interval: 49
Publication(ID8334) => Min Interval: 9, Max Interval: 48
Publication(ID8335) => Min Interval: 5, Max Interval: 50
Publication(ID8337) => Min Interval: 3, Max Interval: 49
Publication(ID8341) => Min Interval: 1, Max Interval: 46
Publication(ID8343) => Min Interval: 8, Max Interval: 49
Publication(ID8347) => Min Interval: 16, Max Interval: 49
Publication(ID8349) => Min Interval: 1, Max Interval: 35
Publication(ID8352) => Min Interval: 3, Max Interval: 49
Publication(ID8354) => Min Interval: 2, Max Interval: 50
Publication(ID8359) => Min Interval: 2, Max Interval: 50
Publication(ID8361) => Min Interval: 10, Max Interval: 50
Publication(ID8362) => Min Interval: 0, Max Interval: 46
Publication(ID8364) => Min Interval: 3, Max Interval: 50
Publication(ID8365) => Min Interval: 5, Max Interval: 50
Publication(ID8366) => Min Interval: 4, Max Interval: 45
Publication(ID8368) => Min Interval: 1, Max Interval: 45
Publication(ID8371) => Min Interval: 1, Max Interval: 47
Publication(ID8373) => Min Interval: 4, Max Interval: 45
Publication(ID8375) => Min Interval: 1, Max Interval: 50
Publication(ID8380) => Min Interval: 1, Max Interval: 45
Publication(ID8384) => Min Interval: 0, Max Interval: 47
Publication(ID8385) => Min Interval: 0, Max Interval: 50
Publication(ID8387) => Min Interval: 4, Max Interval: 49
Publication(ID8389) => Min Interval: 9, Max Interval: 48
Publication(ID8393) => Min Interval: 9, Max Interval: 49
Publication(ID8399) => Min Interval: 4, Max Interval: 48
Publication(ID8403) => Min Interval: 0, Max Interval: 44
Publication(ID8405) => Min Interval: 1, Max Interval: 50
Publication(ID8406) => Min Interval: 0, Max Interval: 41
Publication(ID8407) => Min Interval: 6, Max Interval: 44
Publication(ID8410) => Min Interval: 2, Max Interval: 50
Publication(ID8411) => Min Interval: 1, Max Interval: 47
Publication(ID8418) => Min Interval: 8, Max Interval: 41
Publication(ID8421) => Min Interval: 4, Max Interval: 34
Publication(ID8422) => Min Interval: 7, Max Interval: 36
Publication(ID8423) => Min Interval: 2, Max Interval: 49
Publication(ID8425) => Min Interval: 0, Max Interval: 45
Publication(ID8427) => Min Interval: 5, Max Interval: 50
Publication(ID8429) => Min Interval: 2, Max Interval: 49
Publication(ID8432) => Min Interval: 10, Max Interval: 50
Publication(ID8433) => Min Interval: 0, Max Interval: 50
Publication(ID8434) => Min Interval: 0, Max Interval: 35
Publication(ID8436) => Min Interval: 11, Max Interval: 47
Publication(ID8438) => Min Interval: 2, Max Interval: 48
Publication(ID8439) => Min Interval: 0, Max Interval: 47
Publication(ID8440) => Min Interval: 0, Max Interval: 48
Publication(ID8445) => Min Interval: 0, Max Interval: 48
Publication(ID8450) => Min Interval: 6, Max Interval: 49
Publication(ID8452) => Min Interval: 1, Max Interval: 47
Publication(ID8453) => Min Interval: 10, Max Interval: 45
Publication(ID8455) => Min Interval: 0, Max Interval: 47
Publication(ID8456) => Min Interval: 4, Max Interval: 45
Publication(ID8460) => Min Interval: 2, Max Interval: 46
Publication(ID8466) => Min Interval: 1, Max Interval: 49
Publication(ID8470) => Min Interval: 7, Max Interval: 46
Publication(ID8471) => Min Interval: 4, Max Interval: 44
Publication(ID8474) => Min Interval: 4, Max Interval: 44
Publication(ID8476) => Min Interval: 6, Max Interval: 49
Publication(ID8477) => Min Interval: 7, Max Interval: 39
Publication(ID8479) => Min Interval: 0, Max Interval: 47
Publication(ID8481) => Min Interval: 2, Max Interval: 43
Publication(ID8482) => Min Interval: 9, Max Interval: 50
Publication(ID8483) => Min Interval: 7, Max Interval: 41
Publication(ID8486) => Min Interval: 2, Max Interval: 50
Publication(ID8487) => Min Interval: 7, Max Interval: 47
Publication(ID8491) => Min Interval: 7, Max Interval: 50
Publication(ID8492) => Min Interval: 2, Max Interval: 48
Publication(ID8493) => Min Interval: 2, Max Interval: 36
Publication(ID8494) => Min Interval: 2, Max Interval: 46
Publication(ID8496) => Min Interval: 11, Max Interval: 45
Publication(ID8497) => Min Interval: 4, Max Interval: 49
Publication(ID8498) => Min Interval: 3, Max Interval: 45
Publication(ID8499) => Min Interval: 2, Max Interval: 49
Publication(ID8501) => Min Interval: 0, Max Interval: 45
Publication(ID8504) => Min Interval: 2, Max Interval: 50
Publication(ID8507) => Min Interval: 3, Max Interval: 32
Publication(ID8509) => Min Interval: 12, Max Interval: 48
Publication(ID8520) => Min Interval: 0, Max Interval: 49
Publication(ID8521) => Min Interval: 13, Max Interval: 47
Publication(ID8526) => Min Interval: 1, Max Interval: 39
Publication(ID8527) => Min Interval: 4, Max Interval: 36
Publication(ID8531) => Min Interval: 2, Max Interval: 48
Publication(ID8536) => Min Interval: 1, Max Interval: 45
Publication(ID8539) => Min Interval: 1, Max Interval: 49
Publication(ID8541) => Min Interval: 0, Max Interval: 39
Publication(ID8542) => Min Interval: 1, Max Interval: 49
Publication(ID8543) => Min Interval: 0, Max Interval: 42
Publication(ID8547) => Min Interval: 0, Max Interval: 49
Publication(ID8549) => Min Interval: 2, Max Interval: 37
Publication(ID8550) => Min Interval: 5, Max Interval: 49
Publication(ID8554) => Min Interval: 3, Max Interval: 47
Publication(ID8562) => Min Interval: 11, Max Interval: 44
Publication(ID8563) => Min Interval: 2, Max Interval: 50
Publication(ID8564) => Min Interval: 5, Max Interval: 41
Publication(ID8567) => Min Interval: 1, Max Interval: 46
Publication(ID8574) => Min Interval: 6, Max Interval: 50
Publication(ID8576) => Min Interval: 0, Max Interval: 38
Publication(ID8577) => Min Interval: 3, Max Interval: 41
Publication(ID8579) => Min Interval: 4, Max Interval: 45
Publication(ID8580) => Min Interval: 10, Max Interval: 41
Publication(ID8581) => Min Interval: 1, Max Interval: 50
Publication(ID8582) => Min Interval: 1, Max Interval: 46
Publication(ID8586) => Min Interval: 0, Max Interval: 44
Publication(ID8588) => Min Interval: 2, Max Interval: 49
Publication(ID8590) => Min Interval: 12, Max Interval: 50
Publication(ID8591) => Min Interval: 0, Max Interval: 50
Publication(ID8592) => Min Interval: 0, Max Interval: 36
Publication(ID8594) => Min Interval: 0, Max Interval: 39
Publication(ID8597) => Min Interval: 1, Max Interval: 45
Publication(ID8601) => Min Interval: 4, Max Interval: 50
Publication(ID8604) => Min Interval: 9, Max Interval: 48
Publication(ID8605) => Min Interval: 0, Max Interval: 44
Publication(ID8607) => Min Interval: 1, Max Interval: 45
Publication(ID8608) => Min Interval: 3, Max Interval: 44
Publication(ID8611) => Min Interval: 4, Max Interval: 49
Publication(ID8613) => Min Interval: 2, Max Interval: 46
Publication(ID8616) => Min Interval: 2, Max Interval: 48
Publication(ID8617) => Min Interval: 5, Max Interval: 48
Publication(ID8618) => Min Interval: 1, Max Interval: 50
Publication(ID8621) => Min Interval: 8, Max Interval: 50
Publication(ID8622) => Min Interval: 8, Max Interval: 43
Publication(ID8625) => Min Interval: 3, Max Interval: 48
Publication(ID8630) => Min Interval: 7, Max Interval: 48
Publication(ID8631) => Min Interval: 3, Max Interval: 46
Publication(ID8633) => Min Interval: 5, Max Interval: 45
Publication(ID8637) => Min Interval: 5, Max Interval: 35
Publication(ID8639) => Min Interval: 2, Max Interval: 46
Publication(ID8646) => Min Interval: 3, Max Interval: 47
Publication(ID8647) => Min Interval: 1, Max Interval: 44
Publication(ID8653) => Min Interval: 3, Max Interval: 47
Publication(ID8656) => Min Interval: 1, Max Interval: 49
Publication(ID8657) => Min Interval: 5, Max Interval: 50
Publication(ID8658) => Min Interval: 6, Max Interval: 47
Publication(ID8659) => Min Interval: 10, Max Interval: 48
Publication(ID8661) => Min Interval: 2, Max Interval: 42
Publication(ID8662) => Min Interval: 1, Max Interval: 49
Publication(ID8665) => Min Interval: 14, Max Interval: 49
Publication(ID8668) => Min Interval: 2, Max Interval: 49
Publication(ID8669) => Min Interval: 9, Max Interval: 48
Publication(ID8673) => Min Interval: 1, Max Interval: 49
Publication(ID8674) => Min Interval: 1, Max Interval: 50
Publication(ID8675) => Min Interval: 6, Max Interval: 42
Publication(ID8679) => Min Interval: 0, Max Interval: 48
Publication(ID8680) => Min Interval: 3, Max Interval: 43
Publication(ID8683) => Min Interval: 5, Max Interval: 48
Publication(ID8686) => Min Interval: 4, Max Interval: 46
Publication(ID8689) => Min Interval: 3, Max Interval: 37
Publication(ID8690) => Min Interval: 3, Max Interval: 50
Publication(ID8692) => Min Interval: 0, Max Interval: 47
Publication(ID8696) => Min Interval: 2, Max Interval: 40
Publication(ID8697) => Min Interval: 8, Max Interval: 46
Publication(ID8698) => Min Interval: 6, Max Interval: 47
Publication(ID8700) => Min Interval: 3, Max Interval: 50
Publication(ID8703) => Min Interval: 4, Max Interval: 47
Publication(ID8706) => Min Interval: 0, Max Interval: 48
Publication(ID8708) => Min Interval: 1, Max Interval: 48
Publication(ID8710) => Min Interval: 0, Max Interval: 49
Publication(ID8713) => Min Interval: 0, Max Interval: 50
Publication(ID8714) => Min Interval: 6, Max Interval: 47
Publication(ID8715) => Min Interval: 1, Max Interval: 49
Publication(ID8717) => Min Interval: 1, Max Interval: 50
Publication(ID8718) => Min Interval: 6, Max Interval: 47
Publication(ID8720) => Min Interval: 4, Max Interval: 45
Publication(ID8721) => Min Interval: 4, Max Interval: 50
Publication(ID8722) => Min Interval: 4, Max Interval: 50
Publication(ID8723) => Min Interval: 13, Max Interval: 46
Publication(ID8724) => Min Interval: 5, Max Interval: 46
Publication(ID8725) => Min Interval: 1, Max Interval: 50
Publication(ID8726) => Min Interval: 1, Max Interval: 48
Publication(ID8727) => Min Interval: 18, Max Interval: 42
Publication(ID8729) => Min Interval: 2, Max Interval: 41
Publication(ID8730) => Min Interval: 0, Max Interval: 50
Publication(ID8733) => Min Interval: 1, Max Interval: 48
Publication(ID8736) => Min Interval: 0, Max Interval: 50
Publication(ID8737) => Min Interval: 1, Max Interval: 50
Publication(ID8738) => Min Interval: 2, Max Interval: 46
Publication(ID8740) => Min Interval: 0, Max Interval: 48
Publication(ID8742) => Min Interval: 4, Max Interval: 49
Publication(ID8743) => Min Interval: 2, Max Interval: 48
Publication(ID8745) => Min Interval: 10, Max Interval: 39
Publication(ID8746) => Min Interval: 6, Max Interval: 44
Publication(ID8748) => Min Interval: 11, Max Interval: 48
Publication(ID8749) => Min Interval: 4, Max Interval: 38
Publication(ID8750) => Min Interval: 25, Max Interval: 48
Publication(ID8754) => Min Interval: 0, Max Interval: 50
Publication(ID8755) => Min Interval: 0, Max Interval: 38
Publication(ID8759) => Min Interval: 18, Max Interval: 45
Publication(ID8761) => Min Interval: 2, Max Interval: 42
Publication(ID8763) => Min Interval: 1, Max Interval: 50
Publication(ID8765) => Min Interval: 5, Max Interval: 47
Publication(ID8766) => Min Interval: 1, Max Interval: 42
Publication(ID8767) => Min Interval: 3, Max Interval: 41
Publication(ID8769) => Min Interval: 3, Max Interval: 41
Publication(ID8771) => Min Interval: 3, Max Interval: 38
Publication(ID8772) => Min Interval: 10, Max Interval: 49
Publication(ID8775) => Min Interval: 13, Max Interval: 45
Publication(ID8777) => Min Interval: 1, Max Interval: 50
Publication(ID8778) => Min Interval: 3, Max Interval: 46
Publication(ID8779) => Min Interval: 0, Max Interval: 41
Publication(ID8780) => Min Interval: 3, Max Interval: 47
Publication(ID8782) => Min Interval: 2, Max Interval: 41
Publication(ID8783) => Min Interval: 0, Max Interval: 47
Publication(ID8784) => Min Interval: 5, Max Interval: 46
Publication(ID8785) => Min Interval: 8, Max Interval: 48
Publication(ID8786) => Min Interval: 8, Max Interval: 48
Publication(ID8787) => Min Interval: 1, Max Interval: 32
Publication(ID8788) => Min Interval: 10, Max Interval: 49
Publication(ID8790) => Min Interval: 8, Max Interval: 38
Publication(ID8791) => Min Interval: 8, Max Interval: 35
Publication(ID8794) => Min Interval: 3, Max Interval: 48
Publication(ID8797) => Min Interval: 0, Max Interval: 47
Publication(ID8801) => Min Interval: 6, Max Interval: 50
Publication(ID8803) => Min Interval: 1, Max Interval: 48
Publication(ID8804) => Min Interval: 1, Max Interval: 40
Publication(ID8805) => Min Interval: 6, Max Interval: 48
Publication(ID8807) => Min Interval: 7, Max Interval: 49
Publication(ID8808) => Min Interval: 5, Max Interval: 44
Publication(ID8809) => Min Interval: 2, Max Interval: 50
Publication(ID8814) => Min Interval: 7, Max Interval: 47
Publication(ID8815) => Min Interval: 5, Max Interval: 43
Publication(ID8816) => Min Interval: 5, Max Interval: 46
Publication(ID8817) => Min Interval: 2, Max Interval: 46
Publication(ID8818) => Min Interval: 14, Max Interval: 48
Publication(ID8819) => Min Interval: 2, Max Interval: 47
Publication(ID8822) => Min Interval: 5, Max Interval: 49
Publication(ID8824) => Min Interval: 10, Max Interval: 45
Publication(ID8825) => Min Interval: 5, Max Interval: 47
Publication(ID8828) => Min Interval: 6, Max Interval: 46
Publication(ID8829) => Min Interval: 0, Max Interval: 50
Publication(ID8830) => Min Interval: 0, Max Interval: 48
Publication(ID8831) => Min Interval: 6, Max Interval: 47
Publication(ID8832) => Min Interval: 3, Max Interval: 44
Publication(ID8833) => Min Interval: 1, Max Interval: 50
Publication(ID8834) => Min Interval: 16, Max Interval: 41
Publication(ID8836) => Min Interval: 13, Max Interval: 41
Publication(ID8837) => Min Interval: 7, Max Interval: 47
Publication(ID8838) => Min Interval: 4, Max Interval: 38
Publication(ID8840) => Min Interval: 10, Max Interval: 37
Publication(ID8841) => Min Interval: 6, Max Interval: 49
Publication(ID8842) => Min Interval: 5, Max Interval: 48
Publication(ID8853) => Min Interval: 2, Max Interval: 50
Publication(ID8864) => Min Interval: 1, Max Interval: 46
Publication(ID8865) => Min Interval: 3, Max Interval: 47
Publication(ID8875) => Min Interval: 7, Max Interval: 42
Publication(ID8876) => Min Interval: 2, Max Interval: 48
Publication(ID8878) => Min Interval: 1, Max Interval: 49
Publication(ID8881) => Min Interval: 9, Max Interval: 44
Publication(ID8896) => Min Interval: 4, Max Interval: 45
Publication(ID8898) => Min Interval: 0, Max Interval: 39
Publication(ID8899) => Min Interval: 4, Max Interval: 48
Publication(ID8913) => Min Interval: 2, Max Interval: 44
Publication(ID8917) => Min Interval: 1, Max Interval: 50
Publication(ID8918) => Min Interval: 0, Max Interval: 49
Publication(ID8920) => Min Interval: 3, Max Interval: 37
Publication(ID8925) => Min Interval: 6, Max Interval: 41
Publication(ID8927) => Min Interval: 0, Max Interval: 49
Publication(ID8933) => Min Interval: 3, Max Interval: 40
Publication(ID8935) => Min Interval: 6, Max Interval: 47
Publication(ID8936) => Min Interval: 7, Max Interval: 43
Publication(ID8939) => Min Interval: 1, Max Interval: 40
Publication(ID8941) => Min Interval: 16, Max Interval: 44
Publication(ID8943) => Min Interval: 4, Max Interval: 45
Publication(ID8948) => Min Interval: 7, Max Interval: 45
Publication(ID8951) => Min Interval: 3, Max Interval: 44
Publication(ID8952) => Min Interval: 7, Max Interval: 44
Publication(ID8956) => Min Interval: 9, Max Interval: 50
Publication(ID8959) => Min Interval: 0, Max Interval: 50
Publication(ID8961) => Min Interval: 3, Max Interval: 45
Publication(ID8964) => Min Interval: 0, Max Interval: 49
Publication(ID8967) => Min Interval: 3, Max Interval: 49
Publication(ID8975) => Min Interval: 4, Max Interval: 48
Publication(ID8982) => Min Interval: 2, Max Interval: 44
Publication(ID8985) => Min Interval: 0, Max Interval: 48
Publication(ID8986) => Min Interval: 6, Max Interval: 49
Publication(ID8988) => Min Interval: 1, Max Interval: 50
Publication(ID8989) => Min Interval: 1, Max Interval: 40
Publication(ID8992) => Min Interval: 4, Max Interval: 49
Publication(ID8993) => Min Interval: 0, Max Interval: 38
Publication(ID8994) => Min Interval: 1, Max Interval: 46
Publication(ID8998) => Min Interval: 5, Max Interval: 45
Publication(ID8999) => Min Interval: 8, Max Interval: 49
Publication(ID9000) => Min Interval: 0, Max Interval: 46
Publication(ID9004) => Min Interval: 1, Max Interval: 50
Publication(ID9006) => Min Interval: 2, Max Interval: 50
Publication(ID9019) => Min Interval: 3, Max Interval: 49
Publication(ID9021) => Min Interval: 0, Max Interval: 43
Publication(ID9023) => Min Interval: 1, Max Interval: 50
Publication(ID9028) => Min Interval: 3, Max Interval: 50
Publication(ID9032) => Min Interval: 3, Max Interval: 50
Publication(ID9041) => Min Interval: 4, Max Interval: 50
Publication(ID9047) => Min Interval: 4, Max Interval: 49
Publication(ID9048) => Min Interval: 0, Max Interval: 41
Publication(ID9052) => Min Interval: 4, Max Interval: 50
Publication(ID9058) => Min Interval: 3, Max Interval: 49
Publication(ID9062) => Min Interval: 12, Max Interval: 48
Publication(ID9063) => Min Interval: 4, Max Interval: 49
Publication(ID9067) => Min Interval: 4, Max Interval: 50
Publication(ID9068) => Min Interval: 3, Max Interval: 48
Publication(ID9071) => Min Interval: 2, Max Interval: 46
Publication(ID9073) => Min Interval: 4, Max Interval: 48
Publication(ID9081) => Min Interval: 0, Max Interval: 47
Publication(ID9084) => Min Interval: 2, Max Interval: 45
Publication(ID9100) => Min Interval: 8, Max Interval: 47
Publication(ID9101) => Min Interval: 13, Max Interval: 43
Publication(ID9102) => Min Interval: 13, Max Interval: 48
Publication(ID9109) => Min Interval: 2, Max Interval: 50
Publication(ID9114) => Min Interval: 15, Max Interval: 44
Publication(ID9115) => Min Interval: 1, Max Interval: 37
Publication(ID9117) => Min Interval: 0, Max Interval: 50
Publication(ID9119) => Min Interval: 1, Max Interval: 49
Publication(ID9128) => Min Interval: 9, Max Interval: 49
Publication(ID9129) => Min Interval: 0, Max Interval: 42
Publication(ID9130) => Min Interval: 1, Max Interval: 46
Publication(ID9137) => Min Interval: 2, Max Interval: 46
Publication(ID9140) => Min Interval: 0, Max Interval: 49
Publication(ID9142) => Min Interval: 3, Max Interval: 48
Publication(ID9143) => Min Interval: 4, Max Interval: 49
Publication(ID9147) => Min Interval: 0, Max Interval: 41
Publication(ID9154) => Min Interval: 0, Max Interval: 47
Publication(ID9157) => Min Interval: 3, Max Interval: 47
Publication(ID9158) => Min Interval: 1, Max Interval: 49
Publication(ID9159) => Min Interval: 12, Max Interval: 48
Publication(ID9162) => Min Interval: 1, Max Interval: 47
Publication(ID9169) => Min Interval: 20, Max Interval: 41
Publication(ID9170) => Min Interval: 0, Max Interval: 46
Publication(ID9173) => Min Interval: 15, Max Interval: 45
Publication(ID9176) => Min Interval: 1, Max Interval: 28
Publication(ID9177) => Min Interval: 1, Max Interval: 45
Publication(ID9178) => Min Interval: 3, Max Interval: 43
Publication(ID9182) => Min Interval: 2, Max Interval: 50
Publication(ID9184) => Min Interval: 12, Max Interval: 49
Publication(ID9187) => Min Interval: 7, Max Interval: 49
Publication(ID9188) => Min Interval: 7, Max Interval: 44
Publication(ID9189) => Min Interval: 5, Max Interval: 50
Publication(ID9192) => Min Interval: 13, Max Interval: 42
Publication(ID9199) => Min Interval: 20, Max Interval: 49
Publication(ID9209) => Min Interval: 0, Max Interval: 48
Publication(ID9210) => Min Interval: 2, Max Interval: 43
Publication(ID9212) => Min Interval: 0, Max Interval: 47
Publication(ID9213) => Min Interval: 0, Max Interval: 39
Publication(ID9215) => Min Interval: 0, Max Interval: 47
Publication(ID9216) => Min Interval: 14, Max Interval: 50
Publication(ID9220) => Min Interval: 0, Max Interval: 41
Publication(ID9224) => Min Interval: 0, Max Interval: 50
Publication(ID9225) => Min Interval: 3, Max Interval: 48
Publication(ID9229) => Min Interval: 5, Max Interval: 49
Publication(ID9234) => Min Interval: 8, Max Interval: 49
Publication(ID9236) => Min Interval: 15, Max Interval: 50
Publication(ID9237) => Min Interval: 1, Max Interval: 41
Publication(ID9242) => Min Interval: 14, Max Interval: 50
Publication(ID9250) => Min Interval: 5, Max Interval: 49
Publication(ID9252) => Min Interval: 2, Max Interval: 50
Publication(ID9255) => Min Interval: 7, Max Interval: 49
Publication(ID9256) => Min Interval: 1, Max Interval: 50
Publication(ID9261) => Min Interval: 2, Max Interval: 50
Publication(ID9264) => Min Interval: 2, Max Interval: 47
Publication(ID9267) => Min Interval: 3, Max Interval: 48
Publication(ID9269) => Min Interval: 0, Max Interval: 45
Publication(ID9273) => Min Interval: 19, Max Interval: 40
Publication(ID9279) => Min Interval: 6, Max Interval: 49
Publication(ID9280) => Min Interval: 6, Max Interval: 50
Publication(ID9283) => Min Interval: 1, Max Interval: 43
Publication(ID9284) => Min Interval: 3, Max Interval: 47
Publication(ID9289) => Min Interval: 10, Max Interval: 44
Publication(ID9290) => Min Interval: 0, Max Interval: 43
Publication(ID9292) => Min Interval: 1, Max Interval: 47
