Stored fact information:
Lecturer(ID0) => Min Interval: 30, Max Interval: 35
Lecturer(ID7896) => Min Interval: 11, Max Interval: 42
Lecturer(ID7897) => Min Interval: 17, Max Interval: 41
Lecturer(ID7898) => Min Interval: 7, Max Interval: 34
Lecturer(ID7901) => Min Interval: 0, Max Interval: 44
Lecturer(ID7903) => Min Interval: 35, Max Interval: 37
Lecturer(ID7904) => Min Interval: 13, Max Interval: 23
Lecturer(ID7906) => Min Interval: 13, Max Interval: 43
Lecturer(ID7910) => Min Interval: 36, Max Interval: 45
Lecturer(ID7911) => Min Interval: 9, Max Interval: 45
Lecturer(ID7912) => Min Interval: 13, Max Interval: 44
Lecturer(ID7914) => Min Interval: 13, Max Interval: 31
Lecturer(ID7915) => Min Interval: 16, Max Interval: 17
Lecturer(ID7918) => Min Interval: 12, Max Interval: 21
Lecturer(ID7922) => Min Interval: 11, Max Interval: 31
Lecturer(ID7923) => Min Interval: 31, Max Interval: 36
Lecturer(ID7925) => Min Interval: 11, Max Interval: 49
Lecturer(ID7927) => Min Interval: 30, Max Interval: 41
Lecturer(ID7931) => Min Interval: 9, Max Interval: 12
Lecturer(ID7934) => Min Interval: 0, Max Interval: 46
Lecturer(ID7936) => Min Interval: 9, Max Interval: 37
Lecturer(ID7941) => Min Interval: 16, Max Interval: 40
Lecturer(ID7944) => Min Interval: 2, Max Interval: 37
Lecturer(ID7946) => Min Interval: 0, Max Interval: 47
Lecturer(ID7947) => Min Interval: 15, Max Interval: 18
Lecturer(ID7949) => Min Interval: 22, Max Interval: 45
Lecturer(ID7950) => Min Interval: 11, Max Interval: 39
Lecturer(ID7954) => Min Interval: 23, Max Interval: 23
Lecturer(ID7955) => Min Interval: 34, Max Interval: 44
Lecturer(ID7956) => Min Interval: 32, Max Interval: 37
Lecturer(ID7960) => Min Interval: 30, Max Interval: 34
Lecturer(ID7961) => Min Interval: 16, Max Interval: 23
Lecturer(ID7962) => Min Interval: 13, Max Interval: 15
Lecturer(ID7963) => Min Interval: 5, Max Interval: 41
Lecturer(ID7964) => Min Interval: 16, Max Interval: 37
Lecturer(ID7965) => Min Interval: 21, Max Interval: 33
Lecturer(ID7966) => Min Interval: 29, Max Interval: 44
Lecturer(ID7968) => Min Interval: 4, Max Interval: 37
Lecturer(ID7969) => Min Interval: 13, Max Interval: 37
Lecturer(ID7971) => Min Interval: 12, Max Interval: 22
Lecturer(ID7974) => Min Interval: 6, Max Interval: 39
Lecturer(ID7975) => Min Interval: 24, Max Interval: 24
Lecturer(ID7976) => Min Interval: 9, Max Interval: 30
Lecturer(ID7977) => Min Interval: 8, Max Interval: 39
Lecturer(ID7978) => Min Interval: 17, Max Interval: 41
Lecturer(ID7981) => Min Interval: 30, Max Interval: 45
Lecturer(ID7984) => Min Interval: 22, Max Interval: 26
Lecturer(ID7985) => Min Interval: 15, Max Interval: 26
Lecturer(ID7986) => Min Interval: 20, Max Interval: 42
Lecturer(ID7987) => Min Interval: 11, Max Interval: 13
Lecturer(ID7989) => Min Interval: 1, Max Interval: 47
Lecturer(ID7990) => Min Interval: 23, Max Interval: 45
Lecturer(ID7995) => Min Interval: 12, Max Interval: 17
Lecturer(ID7996) => Min Interval: 12, Max Interval: 13
Lecturer(ID7997) => Min Interval: 20, Max Interval: 39
Lecturer(ID7998) => Min Interval: 13, Max Interval: 38
Lecturer(ID8000) => Min Interval: 9, Max Interval: 32
Lecturer(ID8002) => Min Interval: 26, Max Interval: 28
Lecturer(ID8006) => Min Interval: 14, Max Interval: 42
Lecturer(ID8007) => Min Interval: 18, Max Interval: 41
Lecturer(ID8008) => Min Interval: 1, Max Interval: 39
Lecturer(ID8009) => Min Interval: 14, Max Interval: 45
Lecturer(ID8010) => Min Interval: 16, Max Interval: 45
Lecturer(ID8011) => Min Interval: 4, Max Interval: 48
Lecturer(ID8015) => Min Interval: 4, Max Interval: 45
Lecturer(ID8018) => Min Interval: 8, Max Interval: 39
Lecturer(ID8019) => Min Interval: 13, Max Interval: 36
Lecturer(ID8021) => Min Interval: 8, Max Interval: 45
Lecturer(ID8022) => Min Interval: 37, Max Interval: 43
Lecturer(ID8023) => Min Interval: 15, Max Interval: 45
Lecturer(ID8025) => Min Interval: 12, Max Interval: 28
Lecturer(ID8029) => Min Interval: 11, Max Interval: 33
Lecturer(ID8031) => Min Interval: 8, Max Interval: 47
Lecturer(ID8033) => Min Interval: 10, Max Interval: 29
Lecturer(ID8036) => Min Interval: 4, Max Interval: 39
Lecturer(ID8038) => Min Interval: 9, Max Interval: 44
Lecturer(ID8042) => Min Interval: 7, Max Interval: 43
Lecturer(ID8043) => Min Interval: 44, Max Interval: 45
Lecturer(ID8044) => Min Interval: 24, Max Interval: 37
Lecturer(ID8045) => Min Interval: 21, Max Interval: 37
Lecturer(ID8046) => Min Interval: 39, Max Interval: 45
Lecturer(ID8047) => Min Interval: 24, Max Interval: 28
Lecturer(ID8049) => Min Interval: 5, Max Interval: 47
Lecturer(ID8051) => Min Interval: 16, Max Interval: 28
Lecturer(ID8052) => Min Interval: 26, Max Interval: 33
Lecturer(ID8054) => Min Interval: 14, Max Interval: 45
Lecturer(ID8056) => Min Interval: 10, Max Interval: 32
Lecturer(ID8057) => Min Interval: 8, Max Interval: 33
Lecturer(ID8059) => Min Interval: 1, Max Interval: 31
Lecturer(ID8061) => Min Interval: 14, Max Interval: 46
Lecturer(ID8063) => Min Interval: 13, Max Interval: 32
Lecturer(ID8064) => Min Interval: 23, Max Interval: 29
Lecturer(ID8066) => Min Interval: 7, Max Interval: 46
Lecturer(ID8068) => Min Interval: 10, Max Interval: 14
Lecturer(ID8071) => Min Interval: 26, Max Interval: 34
Lecturer(ID8072) => Min Interval: 12, Max Interval: 16
Lecturer(ID8073) => Min Interval: 9, Max Interval: 25
Lecturer(ID8076) => Min Interval: 21, Max Interval: 40
Lecturer(ID8078) => Min Interval: 17, Max Interval: 43
Lecturer(ID8086) => Min Interval: 12, Max Interval: 36
Lecturer(ID8087) => Min Interval: 18, Max Interval: 39
Lecturer(ID8088) => Min Interval: 18, Max Interval: 37
Lecturer(ID8093) => Min Interval: 26, Max Interval: 44
Lecturer(ID8095) => Min Interval: 3, Max Interval: 48
Lecturer(ID8099) => Min Interval: 11, Max Interval: 35
Lecturer(ID8100) => Min Interval: 32, Max Interval: 44
Lecturer(ID8105) => Min Interval: 18, Max Interval: 20
Lecturer(ID8106) => Min Interval: 14, Max Interval: 29
Lecturer(ID8107) => Min Interval: 10, Max Interval: 46
Lecturer(ID8108) => Min Interval: 16, Max Interval: 36
Lecturer(ID8110) => Min Interval: 10, Max Interval: 26
Lecturer(ID8111) => Min Interval: 10, Max Interval: 41
Lecturer(ID8112) => Min Interval: 16, Max Interval: 41
Lecturer(ID8114) => Min Interval: 7, Max Interval: 24
Lecturer(ID8117) => Min Interval: 21, Max Interval: 38
Lecturer(ID8118) => Min Interval: 8, Max Interval: 43
Lecturer(ID8119) => Min Interval: 19, Max Interval: 37
Lecturer(ID8123) => Min Interval: 27, Max Interval: 36
Lecturer(ID8124) => Min Interval: 5, Max Interval: 41
Lecturer(ID8127) => Min Interval: 30, Max Interval: 44
Lecturer(ID8129) => Min Interval: 12, Max Interval: 46
Lecturer(ID8131) => Min Interval: 24, Max Interval: 29
Lecturer(ID8132) => Min Interval: 17, Max Interval: 40
Lecturer(ID8134) => Min Interval: 17, Max Interval: 39
Lecturer(ID8140) => Min Interval: 12, Max Interval: 40
Lecturer(ID8142) => Min Interval: 32, Max Interval: 45
Lecturer(ID8143) => Min Interval: 11, Max Interval: 39
Lecturer(ID8144) => Min Interval: 12, Max Interval: 42
Lecturer(ID8145) => Min Interval: 10, Max Interval: 39
Lecturer(ID8148) => Min Interval: 16, Max Interval: 35
Lecturer(ID8153) => Min Interval: 38, Max Interval: 38
Lecturer(ID8155) => Min Interval: 17, Max Interval: 32
Lecturer(ID8157) => Min Interval: 10, Max Interval: 32
Lecturer(ID8159) => Min Interval: 11, Max Interval: 30
Lecturer(ID8162) => Min Interval: 18, Max Interval: 37
Lecturer(ID8163) => Min Interval: 14, Max Interval: 35
Lecturer(ID8165) => Min Interval: 12, Max Interval: 44
Lecturer(ID8166) => Min Interval: 6, Max Interval: 27
Lecturer(ID8167) => Min Interval: 2, Max Interval: 26
Lecturer(ID8173) => Min Interval: 16, Max Interval: 44
Lecturer(ID8174) => Min Interval: 13, Max Interval: 18
Lecturer(ID8175) => Min Interval: 24, Max Interval: 38
Lecturer(ID8176) => Min Interval: 28, Max Interval: 44
Lecturer(ID8177) => Min Interval: 23, Max Interval: 29
Lecturer(ID8179) => Min Interval: 14, Max Interval: 32
Lecturer(ID8180) => Min Interval: 18, Max Interval: 43
Lecturer(ID8181) => Min Interval: 7, Max Interval: 46
Lecturer(ID8185) => Min Interval: 12, Max Interval: 37
Lecturer(ID8186) => Min Interval: 18, Max Interval: 29
Lecturer(ID8187) => Min Interval: 9, Max Interval: 31
Lecturer(ID8194) => Min Interval: 6, Max Interval: 39
Lecturer(ID8196) => Min Interval: 14, Max Interval: 42
Lecturer(ID8197) => Min Interval: 27, Max Interval: 32
Lecturer(ID8198) => Min Interval: 10, Max Interval: 44
Lecturer(ID8203) => Min Interval: 1, Max Interval: 46
Lecturer(ID8204) => Min Interval: 16, Max Interval: 42
Lecturer(ID8205) => Min Interval: 8, Max Interval: 36
Lecturer(ID8207) => Min Interval: 21, Max Interval: 35
Lecturer(ID8209) => Min Interval: 3, Max Interval: 49
Lecturer(ID8210) => Min Interval: 22, Max Interval: 42
Lecturer(ID8211) => Min Interval: 12, Max Interval: 18
Lecturer(ID8212) => Min Interval: 14, Max Interval: 27
Lecturer(ID8213) => Min Interval: 1, Max Interval: 46
Lecturer(ID8218) => Min Interval: 10, Max Interval: 27
Lecturer(ID8219) => Min Interval: 19, Max Interval: 32
Lecturer(ID8221) => Min Interval: 19, Max Interval: 42
Lecturer(ID8224) => Min Interval: 22, Max Interval: 40
Lecturer(ID8225) => Min Interval: 8, Max Interval: 33
Lecturer(ID8227) => Min Interval: 8, Max Interval: 25
Lecturer(ID8231) => Min Interval: 29, Max Interval: 40
Lecturer(ID8232) => Min Interval: 30, Max Interval: 30
Lecturer(ID8233) => Min Interval: 11, Max Interval: 39
Lecturer(ID8234) => Min Interval: 3, Max Interval: 47
Lecturer(ID8236) => Min Interval: 22, Max Interval: 42
Lecturer(ID8239) => Min Interval: 2, Max Interval: 41
Lecturer(ID8240) => Min Interval: 16, Max Interval: 42
Lecturer(ID8241) => Min Interval: 3, Max Interval: 49
Lecturer(ID8245) => Min Interval: 36, Max Interval: 38
Lecturer(ID8246) => Min Interval: 4, Max Interval: 48
Lecturer(ID8247) => Min Interval: 8, Max Interval: 32
Lecturer(ID8249) => Min Interval: 12, Max Interval: 38
Lecturer(ID8251) => Min Interval: 20, Max Interval: 43
Lecturer(ID8255) => Min Interval: 22, Max Interval: 27
Lecturer(ID8257) => Min Interval: 20, Max Interval: 29
Lecturer(ID8259) => Min Interval: 33, Max Interval: 36
Lecturer(ID8260) => Min Interval: 26, Max Interval: 37
Lecturer(ID8262) => Min Interval: 17, Max Interval: 32
Lecturer(ID8263) => Min Interval: 26, Max Interval: 33
Lecturer(ID8264) => Min Interval: 10, Max Interval: 11
Lecturer(ID8265) => Min Interval: 2, Max Interval: 45
Lecturer(ID8266) => Min Interval: 31, Max Interval: 34
Lecturer(ID8267) => Min Interval: 15, Max Interval: 28
Lecturer(ID8271) => Min Interval: 15, Max Interval: 40
Lecturer(ID8272) => Min Interval: 30, Max Interval: 41
Lecturer(ID8277) => Min Interval: 29, Max Interval: 31
Lecturer(ID8278) => Min Interval: 14, Max Interval: 37
Lecturer(ID8279) => Min Interval: 10, Max Interval: 44
Lecturer(ID8280) => Min Interval: 39, Max Interval: 45
Lecturer(ID8285) => Min Interval: 33, Max Interval: 39
Lecturer(ID8286) => Min Interval: 1, Max Interval: 45
Lecturer(ID8287) => Min Interval: 27, Max Interval: 43
Lecturer(ID8288) => Min Interval: 37, Max Interval: 45
Lecturer(ID8291) => Min Interval: 22, Max Interval: 45
Lecturer(ID8294) => Min Interval: 10, Max Interval: 27
Lecturer(ID8295) => Min Interval: 36, Max Interval: 36
Lecturer(ID8296) => Min Interval: 16, Max Interval: 43
Lecturer(ID8297) => Min Interval: 19, Max Interval: 32
Lecturer(ID8298) => Min Interval: 8, Max Interval: 33
Lecturer(ID8299) => Min Interval: 17, Max Interval: 20
Lecturer(ID8303) => Min Interval: 19, Max Interval: 19
Lecturer(ID8310) => Min Interval: 11, Max Interval: 22
Lecturer(ID8314) => Min Interval: 21, Max Interval: 34
Lecturer(ID8316) => Min Interval: 12, Max Interval: 32
Lecturer(ID8320) => Min Interval: 32, Max Interval: 35
Lecturer(ID8323) => Min Interval: 18, Max Interval: 26
Lecturer(ID8324) => Min Interval: 11, Max Interval: 34
Lecturer(ID8328) => Min Interval: 6, Max Interval: 46
Lecturer(ID8330) => Min Interval: 33, Max Interval: 33
Lecturer(ID8331) => Min Interval: 11, Max Interval: 43
Lecturer(ID8332) => Min Interval: 19, Max Interval: 35
Lecturer(ID8333) => Min Interval: 22, Max Interval: 23
Lecturer(ID8336) => Min Interval: 40, Max Interval: 44
Lecturer(ID8338) => Min Interval: 7, Max Interval: 44
Lecturer(ID8339) => Min Interval: 8, Max Interval: 35
Lecturer(ID8340) => Min Interval: 16, Max Interval: 36
Lecturer(ID8342) => Min Interval: 12, Max Interval: 43
Lecturer(ID8344) => Min Interval: 9, Max Interval: 41
Lecturer(ID8345) => Min Interval: 9, Max Interval: 29
Lecturer(ID8348) => Min Interval: 27, Max Interval: 43
Lecturer(ID8350) => Min Interval: 30, Max Interval: 34
Lecturer(ID8351) => Min Interval: 20, Max Interval: 21
Lecturer(ID8355) => Min Interval: 23, Max Interval: 45
Lecturer(ID8358) => Min Interval: 10, Max Interval: 45
Lecturer(ID8360) => Min Interval: 10, Max Interval: 30
Lecturer(ID8369) => Min Interval: 2, Max Interval: 46
Lecturer(ID8370) => Min Interval: 2, Max Interval: 46
Lecturer(ID8376) => Min Interval: 37, Max Interval: 37
Lecturer(ID8377) => Min Interval: 11, Max Interval: 44
Lecturer(ID8378) => Min Interval: 9, Max Interval: 24
Lecturer(ID8381) => Min Interval: 11, Max Interval: 44
Lecturer(ID8382) => Min Interval: 10, Max Interval: 24
Lecturer(ID8386) => Min Interval: 17, Max Interval: 36
Lecturer(ID8388) => Min Interval: 9, Max Interval: 32
Lecturer(ID8391) => Min Interval: 6, Max Interval: 47
Lecturer(ID8394) => Min Interval: 1, Max Interval: 30
Lecturer(ID8397) => Min Interval: 9, Max Interval: 39
Lecturer(ID8398) => Min Interval: 15, Max Interval: 27
Lecturer(ID8400) => Min Interval: 26, Max Interval: 44
Lecturer(ID8401) => Min Interval: 10, Max Interval: 32
Lecturer(ID8402) => Min Interval: 23, Max Interval: 41
Lecturer(ID8404) => Min Interval: 17, Max Interval: 29
Lecturer(ID8409) => Min Interval: 28, Max Interval: 30
Lecturer(ID8412) => Min Interval: 11, Max Interval: 40
Lecturer(ID8413) => Min Interval: 9, Max Interval: 32
Lecturer(ID8414) => Min Interval: 17, Max Interval: 18
Lecturer(ID8415) => Min Interval: 6, Max Interval: 48
Lecturer(ID8416) => Min Interval: 13, Max Interval: 37
Lecturer(ID8417) => Min Interval: 16, Max Interval: 39
Lecturer(ID8420) => Min Interval: 13, Max Interval: 47
Lecturer(ID8424) => Min Interval: 13, Max Interval: 33
Lecturer(ID8426) => Min Interval: 13, Max Interval: 23
Lecturer(ID8428) => Min Interval: 14, Max Interval: 42
Lecturer(ID8430) => Min Interval: 8, Max Interval: 35
Lecturer(ID8431) => Min Interval: 24, Max Interval: 35
Lecturer(ID8437) => Min Interval: 21, Max Interval: 45
Lecturer(ID8441) => Min Interval: 26, Max Interval: 42
Lecturer(ID8443) => Min Interval: 9, Max Interval: 23
Lecturer(ID8444) => Min Interval: 10, Max Interval: 25
Lecturer(ID8447) => Min Interval: 8, Max Interval: 40
Lecturer(ID8448) => Min Interval: 24, Max Interval: 39
Lecturer(ID8449) => Min Interval: 13, Max Interval: 25
Lecturer(ID8451) => Min Interval: 10, Max Interval: 29
Lecturer(ID8454) => Min Interval: 21, Max Interval: 44
Lecturer(ID8457) => Min Interval: 19, Max Interval: 20
Lecturer(ID8459) => Min Interval: 3, Max Interval: 37
Lecturer(ID8462) => Min Interval: 36, Max Interval: 42
Lecturer(ID8463) => Min Interval: 18, Max Interval: 37
Lecturer(ID8467) => Min Interval: 9, Max Interval: 46
Lecturer(ID8468) => Min Interval: 1, Max Interval: 33
Lecturer(ID8472) => Min Interval: 28, Max Interval: 34
Lecturer(ID8473) => Min Interval: 15, Max Interval: 45
Lecturer(ID8475) => Min Interval: 38, Max Interval: 44
Lecturer(ID8480) => Min Interval: 5, Max Interval: 27
Lecturer(ID8484) => Min Interval: 29, Max Interval: 40
Lecturer(ID8485) => Min Interval: 11, Max Interval: 22
Lecturer(ID8488) => Min Interval: 42, Max Interval: 44
Lecturer(ID8489) => Min Interval: 10, Max Interval: 15
Lecturer(ID8490) => Min Interval: 20, Max Interval: 20
Lecturer(ID8495) => Min Interval: 9, Max Interval: 43
Lecturer(ID8500) => Min Interval: 17, Max Interval: 29
Lecturer(ID8503) => Min Interval: 15, Max Interval: 42
Lecturer(ID8505) => Min Interval: 21, Max Interval: 23
Lecturer(ID8511) => Min Interval: 23, Max Interval: 39
Lecturer(ID8514) => Min Interval: 13, Max Interval: 28
Lecturer(ID8517) => Min Interval: 17, Max Interval: 28
Lecturer(ID8518) => Min Interval: 11, Max Interval: 43
Lecturer(ID8523) => Min Interval: 19, Max Interval: 40
Lecturer(ID8524) => Min Interval: 14, Max Interval: 26
Lecturer(ID8529) => Min Interval: 32, Max Interval: 35
Lecturer(ID8533) => Min Interval: 27, Max Interval: 37
Lecturer(ID8534) => Min Interval: 10, Max Interval: 30
Lecturer(ID8535) => Min Interval: 33, Max Interval: 34
Lecturer(ID8537) => Min Interval: 15, Max Interval: 36
Lecturer(ID8538) => Min Interval: 29, Max Interval: 37
Lecturer(ID8540) => Min Interval: 31, Max Interval: 44
Lecturer(ID8544) => Min Interval: 9, Max Interval: 20
Lecturer(ID8545) => Min Interval: 20, Max Interval: 29
Lecturer(ID8546) => Min Interval: 9, Max Interval: 10
Lecturer(ID8548) => Min Interval: 16, Max Interval: 45
Lecturer(ID8551) => Min Interval: 9, Max Interval: 31
Lecturer(ID8553) => Min Interval: 18, Max Interval: 43
Lecturer(ID8555) => Min Interval: 36, Max Interval: 40
Lecturer(ID8556) => Min Interval: 4, Max Interval: 39
Lecturer(ID8557) => Min Interval: 4, Max Interval: 10
Lecturer(ID8561) => Min Interval: 24, Max Interval: 44
Lecturer(ID8570) => Min Interval: 20, Max Interval: 44
Lecturer(ID8572) => Min Interval: 24, Max Interval: 25
Lecturer(ID8573) => Min Interval: 9, Max Interval: 43
Lecturer(ID8575) => Min Interval: 19, Max Interval: 36
Lecturer(ID8583) => Min Interval: 24, Max Interval: 36
Lecturer(ID8585) => Min Interval: 29, Max Interval: 44
Lecturer(ID8587) => Min Interval: 33, Max Interval: 40
Lecturer(ID8589) => Min Interval: 15, Max Interval: 42
Lecturer(ID8593) => Min Interval: 17, Max Interval: 47
Lecturer(ID8596) => Min Interval: 13, Max Interval: 28
Lecturer(ID8598) => Min Interval: 26, Max Interval: 45
Lecturer(ID8599) => Min Interval: 15, Max Interval: 42
Lecturer(ID8600) => Min Interval: 32, Max Interval: 33
Lecturer(ID8603) => Min Interval: 14, Max Interval: 23
Lecturer(ID8609) => Min Interval: 29, Max Interval: 44
Lecturer(ID8610) => Min Interval: 10, Max Interval: 41
Lecturer(ID8612) => Min Interval: 12, Max Interval: 39
Lecturer(ID8614) => Min Interval: 31, Max Interval: 39
Lecturer(ID8615) => Min Interval: 15, Max Interval: 43
Lecturer(ID8620) => Min Interval: 15, Max Interval: 40
Lecturer(ID8623) => Min Interval: 18, Max Interval: 42
Lecturer(ID8624) => Min Interval: 9, Max Interval: 36
Lecturer(ID8628) => Min Interval: 13, Max Interval: 44
Lecturer(ID8629) => Min Interval: 15, Max Interval: 38
Lecturer(ID8632) => Min Interval: 5, Max Interval: 39
Lecturer(ID8634) => Min Interval: 26, Max Interval: 38
Lecturer(ID8635) => Min Interval: 12, Max Interval: 18
Lecturer(ID8641) => Min Interval: 34, Max Interval: 37
Lecturer(ID8642) => Min Interval: 11, Max Interval: 29
Lecturer(ID8648) => Min Interval: 24, Max Interval: 37
Lecturer(ID8649) => Min Interval: 8, Max Interval: 17
Lecturer(ID8650) => Min Interval: 17, Max Interval: 43
Lecturer(ID8654) => Min Interval: 10, Max Interval: 32
Lecturer(ID8655) => Min Interval: 10, Max Interval: 22
Lecturer(ID8660) => Min Interval: 22, Max Interval: 31
Lecturer(ID8663) => Min Interval: 23, Max Interval: 28
Lecturer(ID8664) => Min Interval: 16, Max Interval: 44
Lecturer(ID8666) => Min Interval: 25, Max Interval: 44
Lecturer(ID8670) => Min Interval: 22, Max Interval: 25
Lecturer(ID8671) => Min Interval: 23, Max Interval: 36
Lecturer(ID8672) => Min Interval: 19, Max Interval: 25
Lecturer(ID8676) => Min Interval: 29, Max Interval: 31
Lecturer(ID8677) => Min Interval: 14, Max Interval: 14
Lecturer(ID8678) => Min Interval: 27, Max Interval: 36
Lecturer(ID8681) => Min Interval: 13, Max Interval: 31
Lecturer(ID8682) => Min Interval: 26, Max Interval: 41
Lecturer(ID8691) => Min Interval: 11, Max Interval: 39
Lecturer(ID8694) => Min Interval: 21, Max Interval: 38
Lecturer(ID8695) => Min Interval: 25, Max Interval: 44
Lecturer(ID8701) => Min Interval: 23, Max Interval: 31
Lecturer(ID8702) => Min Interval: 9, Max Interval: 43
Lecturer(ID8704) => Min Interval: 11, Max Interval: 43
Lecturer(ID8705) => Min Interval: 33, Max Interval: 40
Lecturer(ID8709) => Min Interval: 5, Max Interval: 44
Lecturer(ID8711) => Min Interval: 20, Max Interval: 45
Lecturer(ID8712) => Min Interval: 8, Max Interval: 14
Lecturer(ID8719) => Min Interval: 30, Max Interval: 44
Lecturer(ID8732) => Min Interval: 11, Max Interval: 27
Lecturer(ID8734) => Min Interval: 23, Max Interval: 31
Lecturer(ID8735) => Min Interval: 8, Max Interval: 28
Lecturer(ID8739) => Min Interval: 13, Max Interval: 21
Lecturer(ID8741) => Min Interval: 15, Max Interval: 41
Lecturer(ID8751) => Min Interval: 20, Max Interval: 22
Lecturer(ID8753) => Min Interval: 10, Max Interval: 41
Lecturer(ID8756) => Min Interval: 9, Max Interval: 28
Lecturer(ID8760) => Min Interval: 35, Max Interval: 45
Lecturer(ID8764) => Min Interval: 19, Max Interval: 31
Lecturer(ID8768) => Min Interval: 36, Max Interval: 44
Lecturer(ID8770) => Min Interval: 8, Max Interval: 41
Lecturer(ID8774) => Min Interval: 15, Max Interval: 39
Lecturer(ID8789) => Min Interval: 39, Max Interval: 40
Lecturer(ID8799) => Min Interval: 15, Max Interval: 20
Lecturer(ID8812) => Min Interval: 8, Max Interval: 42
Lecturer(ID8813) => Min Interval: 12, Max Interval: 45
Lecturer(ID8820) => Min Interval: 24, Max Interval: 37
Lecturer(ID8823) => Min Interval: 19, Max Interval: 19
Lecturer(ID8827) => Min Interval: 21, Max Interval: 43
Lecturer(ID8846) => Min Interval: 28, Max Interval: 35
Lecturer(ID8848) => Min Interval: 21, Max Interval: 27
Lecturer(ID8850) => Min Interval: 4, Max Interval: 13
Lecturer(ID8852) => Min Interval: 4, Max Interval: 45
Lecturer(ID8854) => Min Interval: 5, Max Interval: 36
Lecturer(ID8855) => Min Interval: 4, Max Interval: 34
Lecturer(ID8857) => Min Interval: 10, Max Interval: 17
Lecturer(ID8861) => Min Interval: 11, Max Interval: 43
Lecturer(ID8862) => Min Interval: 3, Max Interval: 49
Lecturer(ID8866) => Min Interval: 5, Max Interval: 36
Lecturer(ID8867) => Min Interval: 18, Max Interval: 33
Lecturer(ID8869) => Min Interval: 0, Max Interval: 47
Lecturer(ID8870) => Min Interval: 14, Max Interval: 32
Lecturer(ID8872) => Min Interval: 16, Max Interval: 34
Lecturer(ID8879) => Min Interval: 4, Max Interval: 45
Lecturer(ID8882) => Min Interval: 7, Max Interval: 42
Lecturer(ID8884) => Min Interval: 7, Max Interval: 47
Lecturer(ID8886) => Min Interval: 7, Max Interval: 40
Lecturer(ID8887) => Min Interval: 11, Max Interval: 43
Lecturer(ID8889) => Min Interval: 12, Max Interval: 45
Lecturer(ID8890) => Min Interval: 28, Max Interval: 35
Lecturer(ID8892) => Min Interval: 9, Max Interval: 43
Lecturer(ID8893) => Min Interval: 12, Max Interval: 42
Lecturer(ID8900) => Min Interval: 17, Max Interval: 27
Lecturer(ID8902) => Min Interval: 10, Max Interval: 45
Lecturer(ID8905) => Min Interval: 10, Max Interval: 34
Lecturer(ID8907) => Min Interval: 22, Max Interval: 44
Lecturer(ID8908) => Min Interval: 3, Max Interval: 48
Lecturer(ID8909) => Min Interval: 16, Max Interval: 37
Lecturer(ID8911) => Min Interval: 16, Max Interval: 26
Lecturer(ID8915) => Min Interval: 14, Max Interval: 38
Lecturer(ID8921) => Min Interval: 8, Max Interval: 32
Lecturer(ID8923) => Min Interval: 13, Max Interval: 47
Lecturer(ID8926) => Min Interval: 23, Max Interval: 23
Lecturer(ID8940) => Min Interval: 26, Max Interval: 45
Lecturer(ID8942) => Min Interval: 20, Max Interval: 45
Lecturer(ID8946) => Min Interval: 4, Max Interval: 38
Lecturer(ID8949) => Min Interval: 1, Max Interval: 38
Lecturer(ID8950) => Min Interval: 14, Max Interval: 30
Lecturer(ID8953) => Min Interval: 8, Max Interval: 40
Lecturer(ID8957) => Min Interval: 10, Max Interval: 45
Lecturer(ID8962) => Min Interval: 28, Max Interval: 43
Lecturer(ID8965) => Min Interval: 23, Max Interval: 40
Lecturer(ID8968) => Min Interval: 9, Max Interval: 43
Lecturer(ID8970) => Min Interval: 39, Max Interval: 41
Lecturer(ID8971) => Min Interval: 16, Max Interval: 37
Lecturer(ID8972) => Min Interval: 19, Max Interval: 30
Lecturer(ID8973) => Min Interval: 22, Max Interval: 37
Lecturer(ID8977) => Min Interval: 21, Max Interval: 41
Lecturer(ID8978) => Min Interval: 16, Max Interval: 36
Lecturer(ID8979) => Min Interval: 34, Max Interval: 43
Lecturer(ID8980) => Min Interval: 22, Max Interval: 25
Lecturer(ID8981) => Min Interval: 38, Max Interval: 39
Lecturer(ID8983) => Min Interval: 3, Max Interval: 48
Lecturer(ID8987) => Min Interval: 16, Max Interval: 38
Lecturer(ID8990) => Min Interval: 0, Max Interval: 30
Lecturer(ID8995) => Min Interval: 20, Max Interval: 30
Lecturer(ID8997) => Min Interval: 15, Max Interval: 44
Lecturer(ID9001) => Min Interval: 3, Max Interval: 48
Lecturer(ID9002) => Min Interval: 5, Max Interval: 39
Lecturer(ID9003) => Min Interval: 16, Max Interval: 40
Lecturer(ID9005) => Min Interval: 15, Max Interval: 35
Lecturer(ID9009) => Min Interval: 25, Max Interval: 26
Lecturer(ID9012) => Min Interval: 8, Max Interval: 9
Lecturer(ID9013) => Min Interval: 3, Max Interval: 42
Lecturer(ID9015) => Min Interval: 5, Max Interval: 46
Lecturer(ID9016) => Min Interval: 15, Max Interval: 25
Lecturer(ID9018) => Min Interval: 24, Max Interval: 31
Lecturer(ID9022) => Min Interval: 11, Max Interval: 40
Lecturer(ID9024) => Min Interval: 34, Max Interval: 37
Lecturer(ID9026) => Min Interval: 31, Max Interval: 44
Lecturer(ID9030) => Min Interval: 10, Max Interval: 29
Lecturer(ID9033) => Min Interval: 10, Max Interval: 39
Lecturer(ID9034) => Min Interval: 12, Max Interval: 36
